Bank Name,BANK OF INDIA
Account Number,6563986075289003
Account Holder Name,RAHUL BANERJEE
Branch,VELACHERY
IFSC Code,BKID0922365
Statement Period,01-12-2024 To 09-05-2026

Date,Description,Ref/ChequeNo,Debit,Credit,Balance
03-01-2025,UPI/DR/579612417481/Vikas/KKBK/2260849464@aubank/UPI,442439852232,250.34,,481585.82
03-01-2025,UPI/DR/331461556637/Myntra/PAYTM/myntra@ybl/UPI,619532813047,"4,150.72",,477435.10
03-01-2025,UPI/DR/667896157568/Airtel/PAYTM/jio@paytm/UPI,263739019588,239.00,,477196.10
04-01-2025,UPI/DR/609369152614/Airtel/PAYTM/jio@paytm/UPI,552872041571,679.00,,476517.10
06-01-2025,IMPS-235832813964-Babita Sen,601508589951,"39,400.78",,437116.32
06-01-2025,POS CENTRAL MALL BHOPAL,332954351466,"4,050.05",,433066.27
06-01-2025,ATM CASH WITHDRAWAL/60793/BHOPAL,276585649825,"9,000.00",,424066.27
06-01-2025,POS CENTRAL MALL BHOPAL,678794486357,"7,950.18",,416116.09
08-01-2025,NACH/MANDATE/LN464995829010/Manappuram Finance,746533707946,"5,000.00",,411116.09
08-01-2025,UPI/DR/707527574146/Zomato/ICICI/zomato@axisbank/UPI,673906254601,910.93,,410205.16
08-01-2025,UPI/DR/639905350387/Sneha/BDBL/sneha762@oksbi/UPI,962791801703,"18,200.56",,392004.60
08-01-2025,UPI/DR/842372168779/Swiggy/ICICI/swiggy@icici/UPI,829297636858,"2,550.89",,389453.71
09-01-2025,UPI/DR/374926505439/Apollo/ICICI/apollopharmacy@ybl/UPI,419274880785,899.00,,388554.71
09-01-2025,UPI/DR/390316519272/Manoj/UTIB/5126550984@okicici/UPI,220175120786,250.32,,388304.39
09-01-2025,POS SHOPPERS STOP BHOPAL,251451382091,"7,750.65",,380553.74
10-01-2025,UPI/DR/466605165588/Amazon/ICICI/amazon@apl/UPI,678242049002,"2,620.16",,377933.58
10-01-2025,UPI/DR/802938034912/Rapido/PAYTM/rapido@icici/UPI,312055485326,600.65,,377332.93
10-01-2025,UPI/DR/800780177860/Hathway/RAZORPAY/broadband@paytm/UPI,163704684417,"1,049.00",,376283.93
10-01-2025,UPI/CR/020124581490/Lata/BKID/lata865@okaxis/UPI,771961482584,,"20,350.47",396634.40
11-01-2025,UPI/DR/099646117306/BSNL/ICICI/bsnlbroadband@upi/UPI,844120682510,650.03,,395984.37
11-01-2025,UPI/DR/293899738367/Airtel/PAYTM/jio@paytm/UPI,829145871028,249.00,,395735.37
13-01-2025,UPI/DR/681001380019/PhonePe/ICICI/phonepe@ybl/UPI,547697485822,730.07,,395005.30
13-01-2025,UPI/DR/846481709171/Zepto/ICICI/zepto@apl/UPI,668077117926,"2,750.40",,392254.90
13-01-2025,UPI/DR/681711376597/Swiggy/ICICI/swiggy@icici/UPI,454530744153,"1,340.26",,390914.64
14-01-2025,UPI/CR/385876987714/Divya/FDRL/divya.chopra@paytm/UPI,854529859826,,"9,850.22",400764.86
14-01-2025,UPI/DR/624357083646/Zomato/ICICI/zomato@axisbank/UPI,445034361200,740.93,,400023.93
15-01-2025,UPI/DR/597994370456/Prashant/PUNB/prashant458@oksbi/UPI,983361529931,"11,600.05",,388423.88
15-01-2025,UPI/DR/128350431630/Rapido/PAYTM/rapido@icici/UPI,094597903144,260.72,,388163.16
19-01-2025,POS PANTALOONS BHOPAL,934749149239,"1,650.22",,386512.94
19-01-2025,NACH/MANDATE/SIP1892990/Mirae Asset MF,457032869904,"8,000.00",,378512.94
20-01-2025,UPI/DR/901693723050/CESC/UPIN/cescpayment@upi/UPI,643583290195,"3,650.33",,374862.61
20-01-2025,UPI/DR/069472688773/Zomato/ICICI/zomato@axisbank/UPI,475977816964,"2,650.22",,372212.39
20-01-2025,ATM CASH WITHDRAWAL/00212/BHOPAL,448474054053,"2,000.00",,370212.39
21-01-2025,UPI/DR/575442096915/Indane/ICICI/indanegas@upi/UPI,089563708351,"2,800.47",,367411.92
21-01-2025,UPI/DR/469200836759/Swiggy/ICICI/swiggy@icici/UPI,124471978556,630.32,,366781.60
22-01-2025,UPI/DR/625758245368/Nykaa/ICICI/nykaa@razorpay/UPI,091558189308,999.00,,365782.60
22-01-2025,ATM CASH WITHDRAWAL/98874/BHOPAL,176226438210,"7,500.00",,358282.60
22-01-2025,UPI/DR/283532995994/Ola/PAYTM/olamoney@ola/UPI,887268321450,680.93,,357601.67
22-01-2025,UPI/DR/754977233487/Uber/PAYTM/uber@paytm/UPI,348311473632,280.77,,357320.90
22-01-2025,UPI/DR/168564107934/BSNL/ICICI/bsnlbroadband@upi/UPI,774893545490,"1,320.00",,356000.90
22-01-2025,POS PANTALOONS BHOPAL,679241112485,"8,350.69",,347650.21
23-01-2025,POS RELIANCE PETROLEUM BHOPAL,003833818664,"2,600.80",,345049.41
25-01-2025,ATM CASH WITHDRAWAL/57604/BHOPAL,145629207191,"6,500.00",,338549.41
25-01-2025,UPI/DR/689158202868/Airtel/PAYTM/jio@paytm/UPI,723704151534,959.00,,337590.41
25-01-2025,POS V MART BHOPAL,530057490549,"2,750.41",,334840.00
26-01-2025,UPI/CR/543470508093/Vikram/BARB/vikrammalh50@paytm/UPI,237391171206,,"21,500.29",356340.29
26-01-2025,POS VISHAL MEGA MART BHOPAL,458272379500,"1,850.39",,354489.90
27-01-2025,UPI/DR/909724649622/Zepto/ICICI/zepto@apl/UPI,766029532483,"1,940.12",,352549.78
27-01-2025,UPI/DR/655724221404/Ola/ICICI/olamoney@ola/UPI,269989688537,130.29,,352419.49
27-01-2025,UPI/CR/411782411252/Vijay/SBIN/vijay.pillai@upi/UPI,989206476770,,"14,350.99",366770.48
28-01-2025,POS INDIAN OIL BHOPAL,140593017039,"2,800.06",,363970.42
29-01-2025,SERVICE CHARGES,418314038628,430.00,,363540.42
29-01-2025,GST ON CHARGES,422354763413,77.40,,363463.02
29-01-2025,ATM CASH WITHDRAWAL/10405/BHOPAL,865886989925,"7,500.00",,355963.02
30-01-2025,POS V MART BHOPAL,314556548630,"5,100.07",,350862.95
31-01-2025,UPI/DR/176376454869/Isha/SBIN/3226125423@apl/UPI,327547439516,"7,200.85",,343662.10
31-01-2025,UPI/CR/194750140300/Shivam/UCBA/1857657421@ibl/UPI,896251468753,,"13,000.37",356662.47
01-02-2025,ATM CASH WITHDRAWAL/22912/BHOPAL,890076516110,"2,000.00",,354662.47
01-02-2025,SALARY CREDIT/S5182406765782/Hero MotoCorp Ltd,764043014985,,"123,660.17",478322.64
02-02-2025,UPI/DR/149764242475/Apollo/ICICI/apollopharmacy@ybl/UPI,744779653576,"1,690.27",,476632.37
02-02-2025,ATM CASH WITHDRAWAL/37833/BHOPAL,958620806220,"5,000.00",,471632.37
04-02-2025,UPI/DR/946708153048/Airtel/PAYTM/jio@paytm/UPI,404323425979,449.00,,471183.37
04-02-2025,UPI/DR/595334306480/Uber/PAYTM/uber@paytm/UPI,350917643905,780.36,,470403.01
05-02-2025,UPI/DR/834867792295/Uber/PAYTM/uber@paytm/UPI,029445069279,630.42,,469772.59
05-02-2025,POS METRO CASH CARRY BHOPAL,112106699627,"2,450.21",,467322.38
06-02-2025,UPI/DR/122761497431/Divya/SBIN/divya124@ybl/UPI,076161279044,"3,500.77",,463821.61
06-02-2025,NACH/MANDATE/RNT4305025/RENT MANDATE,427413961994,"13,500.00",,450321.61
06-02-2025,UPI/CR/710395970590/Ravi/PUNB/ravi.banerjee@paytm/UPI,331588058320,,"8,350.50",458672.11
06-02-2025,UPI/DR/745949867991/Ola/PAYTM/olamoney@ola/UPI,242312618108,620.42,,458051.69
06-02-2025,POS METRO CASH CARRY BHOPAL,237073302954,"5,400.95",,452650.74
06-02-2025,UPI/DR/416497288828/Jio/ICICI/jio@paytm/UPI,307696959453,"2,260.72",,450390.02
07-02-2025,ATM CASH WITHDRAWAL/92281/BHOPAL,864227347570,"7,000.00",,443390.02
07-02-2025,NACH/MANDATE/LN464995829010/Manappuram Finance,896689065669,"5,000.00",,438390.02
08-02-2025,UPI/DR/162841862149/Blinkit/ICICI/blinkit@kotak/UPI,187403981994,"1,660.70",,436729.32
08-02-2025,UPI/DR/833546844401/Rapido/PAYTM/rapido@icici/UPI,599284625048,190.68,,436538.64
09-02-2025,POS RELIANCE MART BHOPAL,659012080230,"4,250.67",,432287.97
12-02-2025,UPI/DR/950863482506/CESC/UPIN/cescpayment@upi/UPI,054384553425,"1,200.29",,431087.68
12-02-2025,UPI/DR/486853422381/Mamta/UTIB/mamta.thapar@ibl/UPI,977076339543,"4,100.92",,426986.76
13-02-2025,POS BIG BAZAAR BHOPAL,608976715909,"4,100.90",,422885.86
13-02-2025,POS INDIAN OIL BHOPAL,230321617438,"4,400.70",,418485.16
16-02-2025,UPI/CR/374331073686/Isha/KKBK/isha.menon@ibl/UPI,742582539558,,"9,750.83",428235.99
16-02-2025,UPI/DR/061925861479/Flipkart/ICICI/flipkart@ybl/UPI,280256355469,"2,060.62",,426175.37
16-02-2025,NEFT/N3207341184632/Oracle Financial Ser,341726814650,,"5,500.31",431675.68
17-02-2025,NACH/MANDATE/SIP6711904/Mirae Asset MF,349288029838,"8,000.00",,423675.68
17-02-2025,UPI/CR/590741792320/Vishal/UCBA/vishalghos83@ptsbi/UPI,582011138942,,"15,300.29",438975.97
18-02-2025,UPI/DR/662297802313/Swiggy/ICICI/swiggy@icici/UPI,290296718684,120.12,,438855.85
19-02-2025,IMPS-901651970491-Vijay Patel,589927628397,"26,400.83",,412455.02
19-02-2025,UPI/DR/032803941155/Anjali/HDFC/4931350160@paytm/UPI,677983419988,"12,600.26",,399854.76
21-02-2025,UPI/DR/389454743615/Indane/ICICI/indanegas@upi/UPI,117506094259,"1,150.72",,398704.04
22-02-2025,POS SHOPPERS STOP BHOPAL,365329931395,"5,350.34",,393353.70
23-02-2025,UPI/CR/279368194008/Poonam/KKBK/poonam.naik@axl/UPI,903479005643,,"15,200.31",408554.01
23-02-2025,UPI/DR/070576114933/Blinkit/ICICI/blinkit@kotak/UPI,560570032841,260.28,,408293.73
23-02-2025,UPI/DR/961492223723/Rajan/BKID/rajan.chopra@okaxis/UPI,571128974015,"20,100.26",,388193.47
23-02-2025,POS VISHAL MEGA MART BHOPAL,639694351416,"2,750.09",,385443.38
23-02-2025,UPI/DR/423157348193/Ola/ICICI/olamoney@ola/UPI,741038373844,"1,220.36",,384223.02
24-02-2025,UPI/DR/876083434560/Hathway/RAZORPAY/broadband@paytm/UPI,375673820577,349.00,,383874.02
24-02-2025,POS BRAND FACTORY BHOPAL,887461192765,"8,200.00",,375674.02
24-02-2025,UPI/DR/557297617807/Renu/UTIB/renu427@ptaxis/UPI,662343408569,"8,650.27",,367023.75
24-02-2025,UPI/DR/722126205321/Paytm/ICICI/paytm@paytm/UPI,644577996265,"1,500.34",,365523.41
25-02-2025,UPI/CR/312293974899/Divya/PUNB/divyabaja73@upi/UPI,306919615890,,"17,300.01",382823.42
25-02-2025,UPI/CR/931726514602/Deepak/UCBA/deepak.desai@ybl/UPI,289622123292,,"7,200.33",390023.75
25-02-2025,UPI/CR/567902146240/Mahesh/UCBA/mahesh.gupta@ibl/UPI,712006668043,,"3,100.52",393124.27
26-02-2025,GST ON CHARGES,118626702019,70.20,,393054.07
26-02-2025,SERVICE CHARGES,827080982586,390.00,,392664.07
26-02-2025,UPI/CR/607497416881/Divya/FDRL/divya231@okicici/UPI,252289204645,,"8,350.17",401014.24
26-02-2025,UPI/DR/148943447550/BSNL/ICICI/bsnlbroadband@upi/UPI,686477440451,940.87,,400073.37
26-02-2025,UPI/DR/129013837643/Meesho/PAYTM/meesho@ybl/UPI,643652864717,"2,950.00",,397123.37
28-02-2025,POS V MART BHOPAL,892220561404,"5,800.26",,391323.11
28-02-2025,UPI/DR/976767530781/Airtel/PAYTM/jio@paytm/UPI,270187265729,949.00,,390374.11
01-03-2025,SALARY CREDIT/S4772295972043/Hero MotoCorp Ltd,008192180671,,"127,197.17",517571.28
02-03-2025,UPI/DR/328860491101/Flipkart/ICICI/flipkart@ybl/UPI,302601477348,"2,380.27",,515191.01
02-03-2025,POS BHARAT PETROLEUM BHOPAL,989811263259,"3,750.88",,511440.13
02-03-2025,UPI/CR/161000478111/Ramesh/SBIN/ramesh.chopra@okhdfcbank/UPI,020092116410,,"20,600.69",532040.82
02-03-2025,UPI/CR/979038457192/Nisha/PUNB/nisharao70@ptaxis/UPI,214779945450,,"3,500.20",535541.02
02-03-2025,UPI/DR/522302485791/Rapido/PAYTM/rapido@icici/UPI,225244518219,250.99,,535290.03
02-03-2025,UPI/CR/597107428503/Rani/BARB/ranimeno36@ptsbi/UPI,139784884248,,"20,150.99",555441.02
03-03-2025,UPI/DR/445228457383/Seema/UTIB/seema332@upi/UPI,021715737144,"9,550.98",,545890.04
03-03-2025,UPI/DR/911284455205/Meesho/PAYTM/meesho@ybl/UPI,619690169329,"5,850.68",,540039.36
03-03-2025,UPI/CR/691665811145/Arjun/KKBK/9072375368@paytm/UPI,714131762393,,"18,550.65",558590.01
04-03-2025,UPI/DR/603556587984/Aditya/LICI/licindia@licindia/UPI,298313985568,"7,400.00",,551190.01
05-03-2025,POS STAR BAZAAR BHOPAL,262049428432,"6,850.91",,544339.10
05-03-2025,NACH/MANDATE/LN464995829010/Manappuram Finance,352331683755,"5,000.00",,539339.10
05-03-2025,NACH/MANDATE/RNT5333098/RENT MANDATE,787249180699,"13,500.00",,525839.10
05-03-2025,UPI/DR/674023929806/Swiggy/ICICI/swiggy@icici/UPI,806665335270,"1,440.73",,524398.37
06-03-2025,UPI/DR/207239992644/Ola/ICICI/olamoney@ola/UPI,491738993449,"1,250.89",,523147.48
07-03-2025,UPI/DR/128388158296/Brijesh/SBIN/brijeshchat46@upi/UPI,119993344829,"21,500.43",,501647.05
07-03-2025,ATM CASH WITHDRAWAL/12623/BHOPAL,752532896343,"8,000.00",,493647.05
08-03-2025,UPI/DR/880483574599/Airtel/PAYTM/jio@paytm/UPI,551387845436,819.00,,492828.05
09-03-2025,POS SHOPPERS STOP BHOPAL,991737042563,"4,900.15",,487927.90
09-03-2025,UPI/DR/245470072542/Airtel/PAYTM/jio@paytm/UPI,229898525847,289.00,,487638.90
09-03-2025,UPI/DR/733738238913/Gopal/BDBL/gopal.mukherjee@upi/UPI,125720322761,"5,350.47",,482288.43
09-03-2025,UPI/DR/033946553496/Jio/ICICI/jio@paytm/UPI,442232180951,"1,200.25",,481088.18
09-03-2025,UPI/DR/282143632220/Flipkart/ICICI/flipkart@ybl/UPI,519889901752,"2,790.20",,478297.98
10-03-2025,UPI/DR/076350187806/Shweta/BKID/6198252229@aubank/UPI,517113816959,"20,250.23",,458047.75
10-03-2025,UPI/DR/046062361360/Hathway/RAZORPAY/broadband@paytm/UPI,612699876697,"1,299.00",,456748.75
12-03-2025,POS V MART BHOPAL,282917841824,"3,200.63",,453548.12
13-03-2025,UPI/DR/041018621263/PhonePe/ICICI/phonepe@ybl/UPI,476274608794,"1,430.41",,452117.71
13-03-2025,POS BHARAT PETROLEUM BHOPAL,923578264068,"2,750.44",,449367.27
13-03-2025,POS VISHAL MEGA MART BHOPAL,643347227590,"2,950.76",,446416.51
13-03-2025,UPI/DR/802155171434/Indane/ICICI/indanegas@upi/UPI,002836540204,"1,800.01",,444616.50
14-03-2025,UPI/DR/101037421706/Ola/PAYTM/olamoney@ola/UPI,910554789787,240.53,,444375.97
15-03-2025,ATM CASH WITHDRAWAL/89135/BHOPAL,897180499347,"4,500.00",,439875.97
15-03-2025,UPI/CR/898736504488/Usha/PUNB/usha.iyer@axl/UPI,159961857486,,"6,750.53",446626.50
16-03-2025,UPI/DR/887082039391/Uber/PAYTM/uber@paytm/UPI,192199353652,130.38,,446496.12
16-03-2025,UPI/DR/694963291625/CESC/UPIN/cescpayment@upi/UPI,182006387461,650.18,,445845.94
16-03-2025,UPI/DR/931358739674/Ola/PAYTM/olamoney@ola/UPI,648161773761,290.96,,445554.98
17-03-2025,UPI/DR/281294536788/Amazon/ICICI/amazon@apl/UPI,589762831447,"2,440.72",,443114.26
17-03-2025,NACH/MANDATE/SIP2249912/Mirae Asset MF,410772479990,"8,000.00",,435114.26
17-03-2025,UPI/DR/069613709233/Harish/BDBL/harish641@ptyes/UPI,775995736979,"18,450.30",,416663.96
17-03-2025,UPI/DR/840848035906/Geeta/HDFC/geetasing18@ibl/UPI,187887011683,"4,500.64",,412163.32
18-03-2025,UPI/DR/499205948063/Swiggy/ICICI/swiggy@icici/UPI,929710321878,"1,610.68",,410552.64
18-03-2025,UPI/CR/502214882354/Lata/FDRL/lata744@ptyes/UPI,180426191548,,"1,650.21",412202.85
19-03-2025,UPI/DR/260567275210/Sangita/BKID/sangitabose10@aubank/UPI,072813194990,"18,600.47",,393602.38
19-03-2025,UPI/CR/321637142127/Kamal/BDBL/8643760557@ptsbi/UPI,431284221868,,"8,300.60",401902.98
20-03-2025,UPI/DR/799064001076/Ola/PAYTM/olamoney@ola/UPI,196388424874,690.68,,401212.30
22-03-2025,UPI/CR/908904063888/Dinesh/KKBK/dineshchau65@okaxis/UPI,812701727036,,"5,550.55",406762.85
22-03-2025,UPI/CR/546942350186/Mohan/BDBL/mohan.thapar@ibl/UPI,398067497189,,"9,900.87",416663.72
22-03-2025,UPI/CR/827402482589/Mukesh/UTIB/mukesh.ahuja@aubank/UPI,265227675209,,"15,500.50",432164.22
22-03-2025,UPI/DR/445022118518/Zomato/ICICI/zomato@axisbank/UPI,087850047577,"2,550.27",,429613.95
23-03-2025,UPI/CR/008072749526/Himanshu/KKBK/himanshu973@oksbi/UPI,948803042442,,"2,000.12",431614.07
24-03-2025,POS HP PETROL PUMP BHOPAL,229444855147,"1,600.02",,430014.05
25-03-2025,UPI/DR/941514430160/Apollo/ICICI/apollopharmacy@ybl/UPI,055599588410,380.02,,429634.03
25-03-2025,POS MAX FASHION BHOPAL,306464673029,"4,200.34",,425433.69
26-03-2025,UPI/DR/955088476576/Airtel/PAYTM/jio@paytm/UPI,996703321495,629.00,,424804.69
26-03-2025,INTEREST CREDIT,545618192093,,545.79,425350.48
27-03-2025,UPI/DR/107718329756/Jio/ICICI/jio@paytm/UPI,593918818192,"1,820.34",,423530.14
27-03-2025,UPI/DR/080114716261/Uber/PAYTM/uber@paytm/UPI,808592508575,290.42,,423239.72
27-03-2025,UPI/DR/887662218582/Varun/FDRL/varundube77@ybl/UPI,092360066717,950.37,,422289.35
28-03-2025,UPI/DR/470333134035/Rahul/BKID/rahul534@oksbi/UPI,247018085791,"4,250.97",,418038.38
30-03-2025,UPI/DR/630162985906/Swiggy/ICICI/swiggy@icici/UPI,393427444241,"1,390.80",,416647.58
30-03-2025,UPI/DR/464797073373/Uber/ICICI/uber@paytm/UPI,409669964993,"1,680.34",,414967.24
31-03-2025,UPI/CR/768748582458/Mamta/UTIB/mamta104@oksbi/UPI,123549321863,,"2,300.09",417267.33
01-04-2025,UPI/DR/445081785253/Swiggy/ICICI/swiggy@icici/UPI,838909884470,"2,220.52",,415046.81
01-04-2025,SALARY CREDIT/S2241467569153/Hero MotoCorp Ltd,809998575559,,"122,954.17",538000.98
01-04-2025,UPI/DR/170058296576/Netmeds/ICICI/netmeds@paytm/UPI,725148469699,"1,620.24",,536380.74
02-04-2025,UPI/DR/767878910117/Ola/PAYTM/olamoney@ola/UPI,611409991506,900.86,,535479.88
03-04-2025,UPI/DR/971669465244/Airtel/PAYTM/jio@paytm/UPI,991324506934,509.00,,534970.88
03-04-2025,NACH/MANDATE/RNT4029839/RENT MANDATE,609843625073,"13,500.00",,521470.88
03-04-2025,UPI/DR/396848833263/Uber/PAYTM/uber@paytm/UPI,513872685918,880.89,,520589.99
03-04-2025,UPI/CR/861694728020/Sapna/BDBL/sapnaroy11@pthdfc/UPI,361362295655,,"8,700.90",529290.89
03-04-2025,POS RELIANCE MART BHOPAL,346688140099,"6,450.16",,522840.73
05-04-2025,UPI/DR/330751218746/Arun/SBIN/arun.verma@ptaxis/UPI,398901980468,"20,100.38",,502740.35
05-04-2025,UPI/DR/757309143398/Meesho/PAYTM/meesho@ybl/UPI,422655558456,"2,750.50",,499989.85
05-04-2025,POS HP PETROL PUMP BHOPAL,839822774062,"2,450.41",,497539.44
