account_number,account_holder,ifsc_code,Date,Narration,Debit,Credit,Balance,Account_ID,Bank_Name,txn_id,duplicate_of,is_reversed
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-03,NEFT/58723130/SUNITA DEVI/SBIN0393634/53940752653280,0.0,18500.0,152754.65,ACC001,State Bank of India,ACC001_000037,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-04,CHQ NO 188870 CLEARING,7800.0,0.0,144954.65,ACC001,State Bank of India,ACC001_000038,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-04,UPI/DR/56547354/LALITHA DEVI/SBIN0393634/lalitha147@ybl,79.0,0.0,144875.65,ACC001,State Bank of India,ACC001_000039,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-04,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,7600.0,152475.65,ACC001,State Bank of India,ACC001_000040,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-05,UPI/DR/19957363/IMRAN KHAN/SBIN0393634/imran543@paytm,120.0,0.0,152355.65,ACC001,State Bank of India,ACC001_000041,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-05,UPI/DR/60783425/RAMESH GOWDA/SBIN0393634/ramesh157@okaxis,1680.0,0.0,150675.65,ACC001,State Bank of India,ACC001_000042,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-05,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,4800.0,155475.65,ACC001,State Bank of India,ACC001_000043,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-05,UPI/DR/7922027581/NADIA HUSSAIN/SBIN0393634/nadia473@ybl,1250.0,0.0,154225.65,ACC001,State Bank of India,ACC001_000044,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-06,CHQ NO 558027 CLEARING,249.0,0.0,153976.65,ACC001,State Bank of India,ACC001_000045,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-06,NEFT/739900650052/NAVEEN KUMAR/SBIN0393634/96783394289203,0.0,32000.0,185976.65,ACC001,State Bank of India,ACC001_000046,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-06,NEFT/335874956610/PRAKASH RAO/SBIN0393634/56286470948938,449.0,0.0,185527.65,ACC001,State Bank of India,ACC001_000047,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-06,ATM/WDL/6176592071/CANARA ATM MYSURU,7800.0,0.0,177727.65,ACC001,State Bank of India,ACC001_000048,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-07,NEFT/304961199488/VENKAT RAO/SBIN0393634/41221393509832,999.0,0.0,176728.65,ACC001,State Bank of India,ACC001_000049,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-07,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,500.0,177228.65,ACC001,State Bank of India,ACC001_000050,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-07,UPI/CR/2983091074/MEERA PILLAI/SBIN0393634/meera679@ybl,0.0,4800.0,182028.65,ACC001,State Bank of India,ACC001_000051,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-07,UPI/DR/0021920699/KAVITHA RAO/SBIN0393634/kavitha406@oksbi,120.0,0.0,181908.65,ACC001,State Bank of India,ACC001_000052,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-07,UPI/DR/6259420908/ARUN SHARMA/SBIN0393634/arun309@ybl,999.0,0.0,180909.65,ACC001,State Bank of India,ACC001_000053,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-07,UPI/DR/1187635182/PRIYA NAIR/SBIN0393634/priya171@okhdfc,999.0,0.0,179910.65,ACC001,State Bank of India,ACC001_000054,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-08,UPI/DR/901560372490/IMRAN KHAN/SBIN0393634/imran807@okaxis,5200.0,0.0,174710.65,ACC001,State Bank of India,ACC001_000055,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-08,IMPS/P2P/697629400743/SUNIL YADAV/8281283359,0.0,7600.0,182310.65,ACC001,State Bank of India,ACC001_000056,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-09,NEFT/8432418273/PRIYA NAIR/SBIN0393634/60871821055548,2380.0,0.0,179930.65,ACC001,State Bank of India,ACC001_000057,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-10,NEFT/55252656/SUNIL YADAV/SBIN0393634/18174828796906,0.0,7600.0,187530.65,ACC001,State Bank of India,ACC001_000058,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-10,ATM/WDL/143900239541/CANARA ATM MYSURU,120.0,0.0,187410.65,ACC001,State Bank of India,ACC001_000059,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-10,UPI/DR/60795540/ARUN SHARMA/SBIN0393634/arun667@ybl,249.0,0.0,187161.65,ACC001,State Bank of India,ACC001_000060,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-10,NEFT/051626965222/NIKHIL GUPTA/SBIN0393634/60351224372129,3499.0,0.0,183662.65,ACC001,State Bank of India,ACC001_000061,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-11,UPI/DR/982817814017/RAMESH GOWDA/SBIN0393634/ramesh377@oksbi,1250.0,0.0,182412.65,ACC001,State Bank of India,ACC001_000062,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-11,UPI/DR/36916796/PREETHI IYER/SBIN0393634/preethi502@oksbi,3499.0,0.0,178913.65,ACC001,State Bank of India,ACC001_000063,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-13,ATM/WDL/15134498/HDFC ATM KORAMANGALA,79.0,0.0,178834.65,ACC001,State Bank of India,ACC001_000064,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-13,IMPS/P2P/7917041331/MOHAN DAS/7921015399,0.0,500.0,179334.65,ACC001,State Bank of India,ACC001_000065,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-13,UPI/DR/729683665681/DIVYA MENON/SBIN0393634/divya426@okhdfc,850.0,0.0,178484.65,ACC001,State Bank of India,ACC001_000066,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-13,NEFT/753709613491/ARUN SHARMA/SBIN0393634/91030050744898,79.0,0.0,178405.65,ACC001,State Bank of India,ACC001_000067,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-14,CHQ NO 396798 CLEARING,850.0,0.0,177555.65,ACC001,State Bank of India,ACC001_000068,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-14,UPI/DR/574003560523/BINDHU NAIR/SBIN0393634/bindhu302@ybl,79.0,0.0,177476.65,ACC001,State Bank of India,ACC001_000069,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-14,IMPS/P2P/00505312/RAMESH GOWDA/8526737698,0.0,4800.0,182276.65,ACC001,State Bank of India,ACC001_000070,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-14,UPI/DR/362758510185/CHANDAN SHARMA/SBIN0393634/chandan861@ybl,49.0,0.0,182227.65,ACC001,State Bank of India,ACC001_000071,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-15,UPI/CR/595097705775/ROHIT SHARMA/SBIN0393634/rohit355@ybl,0.0,11200.0,193427.65,ACC001,State Bank of India,ACC001_000072,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-15,UPI/DR/354826603347/SNEHA PATIL/SBIN0393634/sneha969@paytm,310.0,0.0,193117.65,ACC001,State Bank of India,ACC001_000073,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-15,CHQ NO 432728 CLEARING,999.0,0.0,192118.65,ACC001,State Bank of India,ACC001_000074,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-15,UPI/DR/3225174921/LAKSHMI VENKAT/SBIN0393634/lakshmi908@paytm,1250.0,0.0,190868.65,ACC001,State Bank of India,ACC001_000075,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-15,CHQ NO 560298 CLEARING,120.0,0.0,190748.65,ACC001,State Bank of India,ACC001_000076,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-15,UPI/DR/88832613/PRIYA NAIR/SBIN0393634/priya622@okaxis,1680.0,0.0,189068.65,ACC001,State Bank of India,ACC001_000077,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-16,ATM/WDL/34367553/SBI ATM JAYANAGAR BLR,699.0,0.0,188369.65,ACC001,State Bank of India,ACC001_000078,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-16,UPI/DR/4990421026/KAVYA REDDY/SBIN0393634/kavya933@oksbi,49.0,0.0,188320.65,ACC001,State Bank of India,ACC001_000079,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-16,NEFT/4802285901/VINAY PATIL/SBIN0393634/56442199651769,0.0,7600.0,195920.65,ACC001,State Bank of India,ACC001_000080,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-17,NEFT/1492710127/IMRAN KHAN/SBIN0393634/00258520266761,0.0,850.0,196770.65,ACC001,State Bank of India,ACC001_000081,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-17,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,500.0,197270.65,ACC001,State Bank of India,ACC001_000082,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-17,UPI/DR/3128958824/SMITHA PILLAI/SBIN0393634/smitha590@okaxis,310.0,0.0,196960.65,ACC001,State Bank of India,ACC001_000083,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-18,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,1200.0,198160.65,ACC001,State Bank of India,ACC001_000084,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-18,NEFT/161997122770/POOJA SHARMA/SBIN0393634/71715233013272,49.0,0.0,198111.65,ACC001,State Bank of India,ACC001_000085,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-18,ATM/WDL/22745411/SBI ATM JAYANAGAR BLR,699.0,0.0,197412.65,ACC001,State Bank of India,ACC001_000086,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-18,NEFT/9534532728/ANAND KUMAR/SBIN0393634/73775822755710,49.0,0.0,197363.65,ACC001,State Bank of India,ACC001_000087,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-19,UPI/DR/360334044970/RAJENDRA PRASAD/SBIN0393634/rajendra897@okaxis,49.0,0.0,197314.65,ACC001,State Bank of India,ACC001_000088,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-19,IMPS/P2P/985709818507/GEETA DEVI/7212158481,0.0,1200.0,198514.65,ACC001,State Bank of India,ACC001_000089,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-20,IMPS/P2P/0774365970/SMITHA PILLAI/7831636621,0.0,2500.0,201014.65,ACC001,State Bank of India,ACC001_000090,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-20,NEFT/6324059339/AYESHA KHAN/SBIN0393634/42498620618596,0.0,4800.0,205814.65,ACC001,State Bank of India,ACC001_000091,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-21,UPI/DR/45703690/USHA RANI/SBIN0393634/usha126@okaxis,699.0,0.0,205115.65,ACC001,State Bank of India,ACC001_000092,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-22,UPI/DR/7210344792/KAVITHA RAO/SBIN0393634/kavitha445@okaxis,999.0,0.0,204116.65,ACC001,State Bank of India,ACC001_000093,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-22,ATM/WDL/683270773761/CANARA ATM MYSURU,249.0,0.0,203867.65,ACC001,State Bank of India,ACC001_000094,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-22,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,2500.0,206367.65,ACC001,State Bank of India,ACC001_000095,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-22,NEFT/20740104/PRIYA NAIR/SBIN0393634/18451897411526,0.0,18500.0,224867.65,ACC001,State Bank of India,ACC001_000096,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-22,UPI/CR/1852610801/NIKHIL GUPTA/SBIN0393634/nikhil802@oksbi,0.0,11200.0,236067.65,ACC001,State Bank of India,ACC001_000097,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-23,UPI/DR/874141102165/RAJESH VERMA/SBIN0393634/rajesh426@okhdfc,2380.0,0.0,233687.65,ACC001,State Bank of India,ACC001_000098,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-23,UPI/DR/27485332/BINDHU NAIR/SBIN0393634/bindhu556@paytm,699.0,0.0,232988.65,ACC001,State Bank of India,ACC001_000099,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-23,ATM/WDL/15471672/HDFC ATM KORAMANGALA,999.0,0.0,231989.65,ACC001,State Bank of India,ACC001_000100,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-23,IMPS/P2P/60045546/REKHA PILLAI/9017689977,0.0,4800.0,236789.65,ACC001,State Bank of India,ACC001_000101,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-23,UPI/CR/0243325722/RAHUL SINGH/SBIN0393634/rahul430@okhdfc,0.0,850.0,237639.65,ACC001,State Bank of India,ACC001_000102,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-23,UPI/DR/546500024040/ARUN SHARMA/SBIN0393634/arun35@okhdfc,5200.0,0.0,232439.65,ACC001,State Bank of India,ACC001_000103,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-24,UPI/DR/523360444254/RAVI KUMAR SHARMA/SBIN0393634/ravi203@paytm,120.0,0.0,232319.65,ACC001,State Bank of India,ACC001_000104,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-24,IMPS/P2P/55595240/CHANDAN SHARMA/9179737339,0.0,32000.0,264319.65,ACC001,State Bank of India,ACC001_000105,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-25,UPI/DR/0509768786/RAMESH GOWDA/SBIN0393634/ramesh465@oksbi,1250.0,0.0,263069.65,ACC001,State Bank of India,ACC001_000106,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-25,ATM/WDL/237927543086/CANARA ATM MYSURU,79.0,0.0,262990.65,ACC001,State Bank of India,ACC001_000107,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-25,NEFT/9517364291/RAMESH PILLAI/SBIN0393634/58718514970101,3499.0,0.0,259491.65,ACC001,State Bank of India,ACC001_000108,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-25,NEFT/89014191/ARUN SHARMA/SBIN0393634/39108172669375,0.0,24000.0,283491.65,ACC001,State Bank of India,ACC001_000109,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-25,CHQ NO 831902 CLEARING,49.0,0.0,283442.65,ACC001,State Bank of India,ACC001_000110,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-25,ATM/WDL/8856662385/SBI ATM JAYANAGAR BLR,49.0,0.0,283393.65,ACC001,State Bank of India,ACC001_000111,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-27,IMPS/P2P/77436151/LALITHA DEVI/8474055688,0.0,18500.0,301893.65,ACC001,State Bank of India,ACC001_000112,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-27,ATM/WDL/839141407965/CANARA ATM MYSURU,850.0,0.0,301043.65,ACC001,State Bank of India,ACC001_000113,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-27,CHQ NO 493741 CLEARING,79.0,0.0,300964.65,ACC001,State Bank of India,ACC001_000114,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-27,NEFT/8861296506/GANESH KUMAR/SBIN0393634/89166555633815,0.0,2500.0,303464.65,ACC001,State Bank of India,ACC001_000115,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-27,IMPS/P2P/07972209/NADIA HUSSAIN/7997305399,0.0,32000.0,335464.65,ACC001,State Bank of India,ACC001_000116,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-28,ATM/WDL/153691587394/CANARA ATM MYSURU,1680.0,0.0,333784.65,ACC001,State Bank of India,ACC001_000117,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-28,UPI/DR/21218662/TANVI RAO/SBIN0393634/tanvi43@okhdfc,850.0,0.0,332934.65,ACC001,State Bank of India,ACC001_000118,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-28,UPI/DR/059423130234/ARJUN MEHTA/SBIN0393634/arjun668@paytm,310.0,0.0,332624.65,ACC001,State Bank of India,ACC001_000119,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-28,UPI/DR/410669002508/LATHA MURTHY/SBIN0393634/latha753@paytm,1250.0,0.0,331374.65,ACC001,State Bank of India,ACC001_000120,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-28,UPI/DR/05581294/BABU LAL/SBIN0393634/babu358@ybl,7800.0,0.0,323574.65,ACC001,State Bank of India,ACC001_000121,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-28,UPI/DR/43822790/FARHAN KHAN/SBIN0393634/farhan850@okaxis,2380.0,0.0,321194.65,ACC001,State Bank of India,ACC001_000122,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-29,UPI/DR/5916303979/SHAHID KHAN/SBIN0393634/shahid471@paytm,49.0,0.0,321145.65,ACC001,State Bank of India,ACC001_000123,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-29,UPI/DR/4496599276/ROHIT SHARMA/SBIN0393634/rohit875@paytm,850.0,0.0,320295.65,ACC001,State Bank of India,ACC001_000124,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-29,IMPS/P2P/062067632055/LAKSHMI VENKAT/7211088763,0.0,18500.0,338795.65,ACC001,State Bank of India,ACC001_000125,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-29,CHQ NO 076898 CLEARING,1250.0,0.0,337545.65,ACC001,State Bank of India,ACC001_000126,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-30,IMPS/P2P/9046949710/SHAHID KHAN/8779486500,0.0,2500.0,340045.65,ACC001,State Bank of India,ACC001_000127,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-30,UPI/DR/000299465470/DEEPAK JOSHI/SBIN0393634/deepak272@okaxis,5200.0,0.0,334845.65,ACC001,State Bank of India,ACC001_000128,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-30,CHQ NO 734274 CLEARING,999.0,0.0,333846.65,ACC001,State Bank of India,ACC001_000129,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-31,UPI/DR/9519750239/LATHA MURTHY/SBIN0393634/latha476@paytm,1680.0,0.0,332166.65,ACC001,State Bank of India,ACC001_000130,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-31,CHQ NO 182862 CLEARING,999.0,0.0,331167.65,ACC001,State Bank of India,ACC001_000131,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-31,UPI/DR/2115139580/VENKAT RAO/SBIN0393634/venkat370@paytm,120.0,0.0,331047.65,ACC001,State Bank of India,ACC001_000132,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-31,NEFT/587771030813/SUNIL YADAV/SBIN0393634/61585115509406,310.0,0.0,330737.65,ACC001,State Bank of India,ACC001_000133,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-31,UPI/DR/8487350020/BABU LAL/SBIN0393634/babu505@oksbi,850.0,0.0,329887.65,ACC001,State Bank of India,ACC001_000134,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-31,ATM/WDL/4254160082/CANARA ATM MYSURU,2380.0,0.0,327507.65,ACC001,State Bank of India,ACC001_000135,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-31,UPI/DR/148651848028/KARTHIK MENON/SBIN0393634/karthik444@ybl,249.0,0.0,327258.65,ACC001,State Bank of India,ACC001_000136,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-01,UPI/DR/799059504252/POOJA SHARMA/SBIN0393634/pooja965@okhdfc,7800.0,0.0,319458.65,ACC001,State Bank of India,ACC001_000137,,False
