STATE BANK OF INDIA - Account Statement
Account Number : 37853420993
Account Name   : KAVYA THAPAR
Branch         : BALLYGUNGE
IFSC Code      : SBIN0316919
Statement Period: 01-12-2024 To 09-05-2026

+------------+------------+------------------+----------------------------------------------------+----------------+----------------+----------------+----------------+
| Trans Dt   | Value Dt   | Transn ID        | Transaction Particulars                            | Ins Number     | Debit          | Credit         | Balance        |
| 27-12-2024 | 27-12-2024 | 697034225006     | UPI/DR/309325075084/Ola/PAYTM/olamoney@ola/UPI     | 697034225006   | 410.79         |                | 1,370,358.45   |
| 27-12-2024 | 27-12-2024 | 414851340055     | UPI/DR/690009053567/BSNL/RAZORPAY/broadband@paytm/ | 414851340055   | 349.00         |                | 1,370,009.45   |
| 27-12-2024 | 27-12-2024 | 323424615425     | UPI/DR/597683132829/Swiggy/ICICI/swiggy@icici/UPI  | 323424615425   | 1,420.73       |                | 1,368,588.72   |
| 28-12-2024 | 28-12-2024 | 740819846801     | UPI/DR/126505532176/Zepto/ICICI/zepto@apl/UPI      | 740819846801   | 1,220.05       |                | 1,367,368.67   |
| 28-12-2024 | 28-12-2024 | 501065212806     | UPI/DR/572394302602/Ola/PAYTM/olamoney@ola/UPI     | 501065212806   | 880.46         |                | 1,366,488.21   |
| 28-12-2024 | 28-12-2024 | 551694229942     | INTEREST CREDIT                                    | 551694229942   |                | 910.83         | 1,367,399.04   |
| 28-12-2024 | 28-12-2024 | 738899135161     | UPI/CR/135994766433/Nisha/BARB/nisha.khanna@apl/UP | 738899135161   |                | 19,300.39      | 1,386,699.43   |
| 29-12-2024 | 29-12-2024 | 365871283689     | UPI/DR/542881127032/Isha/PUNB/8653271059@paytm/UPI | 365871283689   | 21,500.65      |                | 1,365,198.78   |
| 30-12-2024 | 30-12-2024 | 290793859028     | ATM WDL
ATM CASH 05590 BALLYGUNGE COIMBATORE       | 290793859028   | 6,000.00       |                | 1,359,198.78   |
| 31-12-2024 | 31-12-2024 | 676641247377     | POS STAR BAZAAR COIMBATORE                         | 676641247377   | 950.64         |                | 1,358,248.14   |
| 31-12-2024 | 31-12-2024 | 576810260990     | UPI/DR/766267208801/Flipkart/ICICI/flipkart@ybl/UP | 576810260990   | 1,540.69       |                | 1,356,707.45   |
| 31-12-2024 | 31-12-2024 | 108890580130     | UPI/CR/096943530931/Babita/KKBK/babitamukh18@ibl/U | 108890580130   |                | 14,500.98      | 1,371,208.43   |
| 01-01-2025 | 01-01-2025 | 892583078514     | INB NEFT-S6365074929558/Wipro Limited/SALARY CR    | 892583078514   |                | 66,039.78      | 1,437,248.21   |
| 02-01-2025 | 02-01-2025 | 187669203893     | UPI/DR/348684896526/Blinkit/ICICI/blinkit@kotak/UP | 187669203893   | 470.49         |                | 1,436,777.72   |
| 02-01-2025 | 02-01-2025 | 471498085161     | NACH/MANDATE/RNT4455201/RENT MANDATE               | 471498085161   | 26,000.00      |                | 1,410,777.72   |
| 03-01-2025 | 03-01-2025 | 402195801431     | UPI/DR/440182825045/Rahul/BKID/rahul746@ptaxis/UPI | 402195801431   | 800.50         |                | 1,409,977.22   |
| 04-01-2025 | 04-01-2025 | 812148858340     | UPI/DR/164812413206/Amazon/ICICI/amazon@apl/UPI    | 812148858340   | 250.66         |                | 1,409,726.56   |
| 05-01-2025 | 05-01-2025 | 723246690374     | UPI/DR/942028448471/Archana/HDFC/1510804970@pthdfc | 723246690374   | 12,200.31      |                | 1,397,526.25   |
| 05-01-2025 | 05-01-2025 | 605871024036     | INB IMPS/777200776464/Kavita Gupta/BDBL            | 605871024036   | 8,700.51       |                | 1,388,825.74   |
| 06-01-2025 | 06-01-2025 | 296594352041     | UPI/DR/895165976059/Uber/PAYTM/uber@paytm/UPI      | 296594352041   | 880.11         |                | 1,387,945.63   |
| 06-01-2025 | 06-01-2025 | 616350152298     | UPI/DR/390550510500/Uber/PAYTM/uber@paytm/UPI      | 616350152298   | 830.44         |                | 1,387,115.19   |
| 06-01-2025 | 06-01-2025 | 977291051444     | UPI/DR/538545109068/Blinkit/ICICI/blinkit@kotak/UP | 977291051444   | 2,780.72       |                | 1,384,334.47   |
| 08-01-2025 | 08-01-2025 | 067779185825     | UPI/DR/702305445531/Airtel/PAYTM/airtel@axis/UPI   | 067779185825   | 799.00         |                | 1,383,535.47   |
| 09-01-2025 | 09-01-2025 | 513873080160     | UPI/CR/996953370479/Sonia/HDFC/sonia265@kotak/UPI  | 513873080160   |                | 4,250.36       | 1,387,785.83   |
| 09-01-2025 | 09-01-2025 | 030417585492     | POS BRAND FACTORY COIMBATORE                       | 030417585492   | 1,700.83       |                | 1,386,085.00   |
| 09-01-2025 | 09-01-2025 | 038374037919     | UPI/DR/356346169657/Dunzo/ICICI/dunzo@razorpay/UPI | 038374037919   | 1,470.24       |                | 1,384,614.76   |
| 09-01-2025 | 09-01-2025 | 957345604688     | UPI/DR/069722320035/Blinkit/ICICI/blinkit@kotak/UP | 957345604688   | 740.65         |                | 1,383,874.11   |
| 10-01-2025 | 10-01-2025 | 828258092768     | UPI/DR/075785381942/BSNL/ICICI/bsnlbroadband@upi/U | 828258092768   | 1,000.24       |                | 1,382,873.87   |
| 10-01-2025 | 10-01-2025 | 566951468645     | UPI/DR/548180905192/Zomato/ICICI/zomato@axisbank/U | 566951468645   | 1,630.46       |                | 1,381,243.41   |
| 11-01-2025 | 11-01-2025 | 713868626146     | POS D MART COIMBATORE                              | 713868626146   | 500.50         |                | 1,380,742.91   |
| 11-01-2025 | 11-01-2025 | 159641856522     | POS SHELL FUEL STATION COIMBATO                    | 159641856522   | 2,850.14       |                | 1,377,892.77   |
| 12-01-2025 | 12-01-2025 | 671204344469     | UPI/DR/494091691642/Flipkart/ICICI/flipkart@ybl/UP | 671204344469   | 2,640.40       |                | 1,375,252.37   |
| 12-01-2025 | 12-01-2025 | 694450145078     | ATM WDL
ATM CASH 96190 BALLYGUNGE COIMBATORE       | 694450145078   | 4,500.00       |                | 1,370,752.37   |
| 12-01-2025 | 12-01-2025 | 640152131384     | POS CENTRAL MALL COIMBATORE                        | 640152131384   | 300.80         |                | 1,370,451.57   |
| 13-01-2025 | 13-01-2025 | 409669746053     | INB IMPS/952159768092/Manoj Sethi/UTIB             | 409669746053   | 17,300.52      |                | 1,353,151.05   |
| 14-01-2025 | 14-01-2025 | 574028747007     | UPI/DR/505847804174/Rapido/PAYTM/rapido@icici/UPI  | 574028747007   | 100.62         |                | 1,353,050.43   |
| 14-01-2025 | 14-01-2025 | 435834577985     | POS HP PETROL PUMP COIMBATO                        | 435834577985   | 2,050.27       |                | 1,351,000.16   |
| 15-01-2025 | 15-01-2025 | 863175155928     | NACH/MANDATE/SIP6170059/Axis Mutual Fund           | 863175155928   | 7,000.00       |                | 1,344,000.16   |
| 15-01-2025 | 15-01-2025 | 233890368172     | UPI/DR/560848087815/MSEDCL/UPIN/msedclpayment@upi/ | 233890368172   | 2,600.87       |                | 1,341,399.29   |
| 16-01-2025 | 16-01-2025 | 035460889958     | UPI/DR/570803361497/Indane/ICICI/indanegas@upi/UPI | 035460889958   | 2,050.79       |                | 1,339,348.50   |
| 16-01-2025 | 16-01-2025 | 614913814964     | UPI/DR/801193441766/Spotify/ICICI/spotify@icici/UP | 614913814964   | 299.00         |                | 1,339,049.50   |
| 17-01-2025 | 17-01-2025 | 323610238198     | UPI/DR/873762425064/Nykaa/PAYTM/nykaa@razorpay/UPI | 323610238198   | 2,400.20       |                | 1,336,649.30   |
| 17-01-2025 | 17-01-2025 | 065742768264     | UPI/CR/741943552281/Manish/UCBA/0330336809@pthdfc/ | 065742768264   |                | 9,800.07       | 1,346,449.37   |
| 19-01-2025 | 19-01-2025 | 632736804220     | ATM WDL
ATM CASH 30323 BALLYGUNGE COIMBATORE       | 632736804220   | 4,500.00       |                | 1,341,949.37   |
| 20-01-2025 | 20-01-2025 | 528156495824     | UPI/DR/643421571989/Flipkart/ICICI/flipkart@ybl/UP | 528156495824   | 730.03         |                | 1,341,219.34   |
| 20-01-2025 | 20-01-2025 | 021710735624     | UPI/DR/930921500115/Apollo/ICICI/apollopharmacy@yb | 021710735624   | 349.00         |                | 1,340,870.34   |
| 20-01-2025 | 20-01-2025 | 984730045170     | UPI/DR/204849552087/Arun/PUNB/5195822741@paytm/UPI | 984730045170   | 6,750.32       |                | 1,334,120.02   |
| 21-01-2025 | 21-01-2025 | 701546163484     | UPI/DR/773560230794/Airtel/PAYTM/airtel@axis/UPI   | 701546163484   | 619.00         |                | 1,333,501.02   |
| 22-01-2025 | 22-01-2025 | 838498875057     | ATM WDL
ATM CASH 98719 BALLYGUNGE COIMBATORE       | 838498875057   | 3,500.00       |                | 1,330,001.02   |
| 23-01-2025 | 23-01-2025 | 346020668851     | POS RELIANCE PETROLEUM COIMBATO                    | 346020668851   | 4,100.75       |                | 1,325,900.27   |
| 23-01-2025 | 23-01-2025 | 139147173549     | UPI/DR/777273385652/Naresh/BKID/naresh324@axl/UPI  | 139147173549   | 11,200.54      |                | 1,314,699.73   |
| 24-01-2025 | 24-01-2025 | 485360029944     | UPI/DR/483789794565/Anil/SBIN/anilmeht98@oksbi/UPI | 485360029944   | 17,150.17      |                | 1,297,549.56   |
| 25-01-2025 | 25-01-2025 | 122188388137     | UPI/CR/161106936305/Usha/FDRL/ushadesa72@ptyes/UPI | 122188388137   |                | 11,250.62      | 1,308,800.18   |
| 25-01-2025 | 25-01-2025 | 906055849003     | UPI/DR/145539658607/BigBasket/ICICI/bigbasket@ybl/ | 906055849003   | 1,960.03       |                | 1,306,840.15   |
| 26-01-2025 | 26-01-2025 | 593900559373     | UPI/DR/619837121118/Ramesh/BARB/ramesh.malhotra@au | 593900559373   | 5,700.49       |                | 1,301,139.66   |
| 26-01-2025 | 26-01-2025 | 535067754386     | UPI/CR/973300843881/Rekha/BKID/rekha149@ptaxis/UPI | 535067754386   |                | 5,300.84       | 1,306,440.50   |
| 27-01-2025 | 27-01-2025 | 862100284950     | UPI/DR/639231677987/Flipkart/PAYTM/flipkart@ybl/UP | 862100284950   | 750.30         |                | 1,305,690.20   |
| 27-01-2025 | 27-01-2025 | 951691964925     | UPI/DR/926199532702/Airtel/PAYTM/airtel@axis/UPI   | 951691964925   | 849.00         |                | 1,304,841.20   |
| 28-01-2025 | 28-01-2025 | 627009152466     | UPI/DR/155730075400/Airtel/PAYTM/airtel@axis/UPI   | 627009152466   | 189.00         |                | 1,304,652.20   |
| 29-01-2025 | 29-01-2025 | 737152567835     | UPI/CR/926403525235/Himanshu/BKID/5115794029@ptsbi | 737152567835   |                | 10,050.93      | 1,314,703.13   |
| 29-01-2025 | 29-01-2025 | 969105356524     | POS INDIAN OIL COIMBATO                            | 969105356524   | 2,300.07       |                | 1,312,403.06   |
| 30-01-2025 | 30-01-2025 | 611752695082     | UPI/DR/953009998447/Rajan/FDRL/rajankulk89@kotak/U | 611752695082   | 12,050.82      |                | 1,300,352.24   |
| 30-01-2025 | 30-01-2025 | 416695070922     | UPI/CR/946345371759/Rohit/SBIN/8418298294@pthdfc/U | 416695070922   |                | 9,500.15       | 1,309,852.39   |
| 31-01-2025 | 31-01-2025 | 967638301907     | UPI/CR/501844282016/Yogesh/PUNB/yogesh.yadav@upi/U | 967638301907   |                | 9,400.78       | 1,319,253.17   |
| 01-02-2025 | 01-02-2025 | 957627775673     | INB NEFT-S5592499729142/Wipro Limited/SALARY CR    | 957627775673   |                | 68,872.78      | 1,388,125.95   |
| 02-02-2025 | 02-02-2025 | 144130778906     | UPI/DR/858040642273/MedPlus/ICICI/medplus@icici/UP | 144130778906   | 2,820.05       |                | 1,385,305.90   |
| 03-02-2025 | 03-02-2025 | 495165957492     | POS SHOPPERS STOP COIMBATORE                       | 495165957492   | 2,900.26       |                | 1,382,405.64   |
| 03-02-2025 | 03-02-2025 | 396811849071     | UPI/DR/130397825652/Rapido/PAYTM/rapido@icici/UPI  | 396811849071   | 600.63         |                | 1,381,805.01   |
| 04-02-2025 | 04-02-2025 | 721486443287     | UPI/DR/983465539963/Swiggy/ICICI/swiggy@icici/UPI  | 721486443287   | 540.81         |                | 1,381,264.20   |
| 04-02-2025 | 04-02-2025 | 646964262192     | UPI/CR/142428712002/Mukesh/BKID/mukesh798@apl/UPI  | 646964262192   |                | 1,650.78       | 1,382,914.98   |
| 04-02-2025 | 04-02-2025 | 797791807935     | POS METRO CASH CARRY COIMBATORE                    | 797791807935   | 1,100.83       |                | 1,381,814.15   |
| 05-02-2025 | 05-02-2025 | 389874238491     | UPI/DR/361701500282/Jio/ICICI/jio@paytm/UPI        | 389874238491   | 360.84         |                | 1,381,453.31   |
| 05-02-2025 | 05-02-2025 | 069402729935     | UPI/DR/357145270253/PhonePe/ICICI/phonepe@ybl/UPI  | 069402729935   | 1,920.31       |                | 1,379,533.00   |
| 05-02-2025 | 05-02-2025 | 551057479738     | NACH/MANDATE/RNT9277761/RENT MANDATE               | 551057479738   | 26,000.00      |                | 1,353,533.00   |
| 05-02-2025 | 05-02-2025 | 777311671873     | UPI/DR/453182011416/Ola/PAYTM/olamoney@ola/UPI     | 777311671873   | 700.53         |                | 1,352,832.47   |
| 06-02-2025 | 06-02-2025 | 734534121362     | UPI/DR/972682905632/Geeta/KKBK/8880331841@upi/UPI  | 734534121362   | 14,150.09      |                | 1,338,682.38   |
| 07-02-2025 | 07-02-2025 | 313417064305     | UPI/DR/717644527752/Babita/UTIB/babita189@ptsbi/UP | 313417064305   | 6,850.70       |                | 1,331,831.68   |
| 09-02-2025 | 09-02-2025 | 215019398006     | POS PANTALOONS COIMBATORE                          | 215019398006   | 8,100.88       |                | 1,323,730.80   |
| 09-02-2025 | 09-02-2025 | 980925400716     | UPI/DR/234706999145/Rapido/PAYTM/rapido@icici/UPI  | 980925400716   | 120.29         |                | 1,323,610.51   |
| 10-02-2025 | 10-02-2025 | 980884406882     | POS MORE SUPER MARKET COIMBATORE                   | 980884406882   | 6,150.63       |                | 1,317,459.88   |
| 10-02-2025 | 10-02-2025 | 384849202143     | ATM WDL
ATM CASH 06756 BALLYGUNGE COIMBATORE       | 384849202143   | 6,000.00       |                | 1,311,459.88   |
| 11-02-2025 | 11-02-2025 | 897920737144     | UPI/DR/465705218619/BSNL/RAZORPAY/broadband@paytm/ | 897920737144   | 949.00         |                | 1,310,510.88   |
| 12-02-2025 | 12-02-2025 | 500462397007     | INB NEFT-N9042253940620/HCL Technologies Ltd/UTIB/ | 500462397007   |                | 47,500.26      | 1,358,011.14   |
| 12-02-2025 | 12-02-2025 | 922522543494     | UPI/DR/369818833086/Practo/ICICI/practo@paytm/UPI  | 922522543494   | 849.00         |                | 1,357,162.14   |
| 13-02-2025 | 13-02-2025 | 151947622346     | UPI/DR/428618897445/Pankaj/BARB/pankaj.patel@auban | 151947622346   | 12,800.16      |                | 1,344,361.98   |
| 13-02-2025 | 13-02-2025 | 654278472865     | POS SHELL FUEL STATION COIMBATO                    | 654278472865   | 2,500.60       |                | 1,341,861.38   |
| 13-02-2025 | 13-02-2025 | 325429351321     | UPI/CR/939839495838/Divya/UTIB/divya.nambiar@upi/U | 325429351321   |                | 16,850.59      | 1,358,711.97   |
| 13-02-2025 | 13-02-2025 | 505652057914     | NACH/MANDATE/SIP1047898/Axis Mutual Fund           | 505652057914   | 7,000.00       |                | 1,351,711.97   |
| 16-02-2025 | 16-02-2025 | 350104085429     | UPI/DR/677629063344/Flipkart/ICICI/flipkart@ybl/UP | 350104085429   | 560.95         |                | 1,351,151.02   |
| 17-02-2025 | 17-02-2025 | 698689081814     | UPI/DR/616688196188/Shreya/HDFC/shreyameht85@okici | 698689081814   | 4,350.63       |                | 1,346,800.39   |
| 17-02-2025 | 17-02-2025 | 778366096927     | POS PANTALOONS COIMBATORE                          | 778366096927   | 5,200.64       |                | 1,341,599.75   |
| 18-02-2025 | 18-02-2025 | 934408621504     | UPI/DR/452808766823/Swiggy/ICICI/swiggy@icici/UPI  | 934408621504   | 1,450.07       |                | 1,340,149.68   |
| 18-02-2025 | 18-02-2025 | 685949968777     | UPI/DR/862299846797/BigBasket/ICICI/bigbasket@ybl/ | 685949968777   | 620.44         |                | 1,339,529.24   |
| 18-02-2025 | 18-02-2025 | 180661390767     | UPI/DR/003099413785/Zomato/ICICI/zomato@axisbank/U | 180661390767   | 480.16         |                | 1,339,049.08   |
| 20-02-2025 | 20-02-2025 | 760133059202     | UPI/CR/723465864951/Mamta/PUNB/mamta.ghosh@ybl/UPI | 760133059202   |                | 14,350.06      | 1,353,399.14   |
| 20-02-2025 | 20-02-2025 | 292075769701     | UPI/DR/022172999530/Flipkart/ICICI/flipkart@ybl/UP | 292075769701   | 1,340.27       |                | 1,352,058.87   |
| 20-02-2025 | 20-02-2025 | 434540652241     | UPI/DR/427947866623/Flipkart/ICICI/flipkart@ybl/UP | 434540652241   | 1,250.91       |                | 1,350,807.96   |
| 20-02-2025 | 20-02-2025 | 505336011867     | UPI/DR/861450789375/Blinkit/ICICI/blinkit@kotak/UP | 505336011867   | 1,320.01       |                | 1,349,487.95   |
| 21-02-2025 | 21-02-2025 | 537706701075     | UPI/DR/693863758260/MSEDCL/UPIN/msedclpayment@upi/ | 537706701075   | 1,350.76       |                | 1,348,137.19   |
| 21-02-2025 | 21-02-2025 | 893174718364     | UPI/DR/919125513393/Uber/ICICI/uber@paytm/UPI      | 893174718364   | 1,380.94       |                | 1,346,756.25   |
| 22-02-2025 | 22-02-2025 | 653376803944     | UPI/CR/215455818622/Vikram/SBIN/vikramchau79@pthdf | 653376803944   |                | 15,100.84      | 1,361,857.09   |
