Bank Name,HDFC BANK LTD
Account Number,68699629400471
Account Holder Name,GAURAV KHANNA
Branch,AMEERPET
IFSC Code,HDFC0327058
Statement Period,01-12-2024 To 08-05-2026

Date,Description,Ref/ChequeNo,Debit,Credit,Balance
07/01/25,UPI-Rapido-rapido@icici-976249985302-DR VIA UPI,511289383225,850.75,,91150.75
07/01/25,SALARY-S9667225302278/NEFT/Tata Consultancy Service,070195530131,,"135,187.90",226338.65
08/01/25,UPI-Sarita Verma-sarita773@ptyes-265868436737-CR VIA UPI,717585512781,,"3,750.55",230089.20
08/01/25,POS MORE SUPER MARKET PUNE,518789815306,"5,550.25",,224538.95
09/01/25,POS D MART PUNE,338181714056,"2,950.95",,221588.00
09/01/25,UPI-MakeMyTrip-makemytrip@axisbank-020908547452-DR VIA UPI,750501396112,749.00,,220839.00
09/01/25,ECS-NACH-LN742807355061-Muthoot Finance,892156126886,"18,500.00",,202339.00
11/01/25,ECS-NACH-SIP3469432-Axis Mutual Fund,488794536524,"13,000.00",,189339.00
11/01/25,ECS-NACH-RNT2566497-RENT MANDATE,493052731247,"6,500.00",,182839.00
11/01/25,POS INDIAN OIL PUNE,991468215085,"1,000.64",,181838.36
12/01/25,UPI-Aditya Birla Sun Life-licindia@licindia-571825263089-DR VIA UPI,220135739288,"5,500.00",,176338.36
12/01/25,UPI-Ola Cabs-olamoney@ola-251766569215-DR VIA UPI,673361648614,520.83,,175817.53
12/01/25,NEFT*N6045110636872/Arvind Ltd/CR,418939125850,,"20,500.66",196318.19
12/01/25,UPI-Airtel Payments-airtel@axis-378641646349-DR VIA UPI,017881956313,749.00,,195569.19
12/01/25,UPI-Vikas Reddy-vikas.reddy@ptyes-379129932147-DR VIA UPI,163245798501,"8,800.16",,186769.03
12/01/25,UPI-Jio Recharge-jio@paytm-642785587011-DR VIA UPI,945959164189,960.94,,185808.09
13/01/25,UPI-MSEDCL-msedclpayment@upi-633886606526-DR VIA UPI,992735398854,"3,600.10",,182207.99
13/01/25,UPI-Amazon Pay-amazon@apl-575604143469-DR VIA UPI,434812050481,"2,290.42",,179917.57
13/01/25,UPI-BSNL Broadband-bsnlbroadband@upi-615746769184-DR VIA UPI,630168683264,"2,760.81",,177156.76
14/01/25,UPI-Yogesh Sethi-yogesh677@ibl-336065446858-DR VIA UPI,455351193773,"20,450.94",,156705.82
15/01/25,UPI-Amazon Pay-amazon@apl-282473853749-DR VIA UPI,699779136870,"1,800.05",,154905.77
15/01/25,UPI-Flipkart-flipkart@ybl-883287201379-DR VIA UPI,554535131750,"4,050.91",,150854.86
15/01/25,POS STAR BAZAAR PUNE,147443385325,"6,800.85",,144054.01
15/01/25,UPI-Varun Saxena-varunsaxe68@aubank-668717199400-CR VIA UPI,058178594160,,"17,950.74",162004.75
15/01/25,UPI-Blinkit-blinkit@kotak-407984941033-DR VIA UPI,186367925173,670.93,,161333.82
16/01/25,UPI-Dinesh Banerjee-dineshbane61@ptaxis-181524956022-CR VIA UPI,673472993782,,"11,750.71",173084.53
16/01/25,UPI-Ola Cabs-olamoney@ola-221409551093-DR VIA UPI,417291128984,350.81,,172733.72
16/01/25,UPI-Indane Gas-indanegas@upi-883074589934-DR VIA UPI,823074800566,"1,900.97",,170832.75
17/01/25,UPI-Kavita Mishra-kavitamish94@upi-429944392277-CR VIA UPI,600453106970,,"3,250.74",174083.49
17/01/25,POS RELIANCE MART PUNE,398571965389,"8,100.13",,165983.36
17/01/25,UPI-Siddharth Kapoor-siddharthkapo39@oksbi-272447649183-CR VIA UPI,852127659930,,"20,850.92",186834.28
18/01/25,UPI-Flipkart-flipkart@ybl-883599524469-DR VIA UPI,935247119469,380.69,,186453.59
18/01/25,UPI-Airtel Payments-airtel@axis-283245037931-DR VIA UPI,760656638186,449.00,,186004.59
18/01/25,POS MORE SUPER MARKET PUNE,591167726824,"4,550.74",,181453.85
18/01/25,POS MAX FASHION PUNE,226162781310,"6,200.11",,175253.74
19/01/25,UPI-Varun Sharma-varun880@pthdfc-475751589882-CR VIA UPI,275036679702,,"7,700.48",182954.22
19/01/25,UPI-Paytm Mall-paytm@paytm-941215385810-DR VIA UPI,918535727434,"2,020.89",,180933.33
21/01/25,UPI-Harish Kapoor-harish.kapoor@pthdfc-910979632137-CR VIA UPI,189790937637,,"19,200.03",200133.36
21/01/25,UPI-Yogesh Shukla-yogesh251@okhdfcbank-377650024136-DR VIA UPI,223891289088,"11,300.72",,188832.64
21/01/25,UPI-Dunzo-dunzo@razorpay-313552463952-DR VIA UPI,991751000334,"2,000.32",,186832.32
23/01/25,UPI-Mina Sen-mina.sen@oksbi-982789607869-CR VIA UPI,647593726830,,950.21,187782.53
24/01/25,UPI-BSNL Broadband-bsnlbroadband@upi-022423905774-DR VIA UPI,851355192151,"1,690.30",,186092.23
24/01/25,UPI-BSNL Broadband-bsnlbroadband@upi-571838751628-DR VIA UPI,631249408821,"1,220.13",,184872.10
24/01/25,UPI-Mamta Desai-mamta752@okicici-879249877849-DR VIA UPI,425027697624,"17,300.76",,167571.34
25/01/25,UPI-Ola Cabs-olamoney@ola-390880293305-DR VIA UPI,782465457368,610.10,,166961.24
25/01/25,UPI-Uber India-uber@paytm-008314409428-DR VIA UPI,646622609144,"1,560.15",,165401.09
26/01/25,POS SHELL FUEL STATION PUNE,332852696753,"4,200.73",,161200.36
27/01/25,UPI-Ola Cabs-olamoney@ola-839755807288-DR VIA UPI,348093600398,960.82,,160239.54
28/01/25,UPI-Zepto-zepto@apl-898918752403-DR VIA UPI,013639338178,750.51,,159489.03
28/01/25,UPI-Anil Rao-5632199662@ybl-929113259383-DR VIA UPI,621279878764,"4,700.53",,154788.50
29/01/25,UPI-Yogesh Ghosh-yogesh.ghosh@ptyes-439784665227-DR VIA UPI,745662723730,"12,150.05",,142638.45
29/01/25,UPI-Flipkart-flipkart@ybl-713151048411-DR VIA UPI,915104615836,"1,800.81",,140837.64
30/01/25,UPI-Manish Nair-manishnair89@aubank-116643229223-CR VIA UPI,192613468191,,"12,400.70",153238.34
30/01/25,UPI-Paytm Mall-paytm@paytm-191426867233-DR VIA UPI,754210287678,120.39,,153117.95
31/01/25,UPI-Rohit Gupta-6574274702@paytm-561119033848-CR VIA UPI,830271491292,,"7,200.21",160318.16
31/01/25,MOBILE BANKING CHARGES,685319103825,80.00,,160238.16
31/01/25,POS METRO CASH CARRY PUNE,446427354063,"4,050.75",,156187.41
31/01/25,GST ON CHARGES,177595019482,14.40,,156173.01
01/02/25,UPI-Uber India-uber@paytm-038313975921-DR VIA UPI,741844951369,"1,240.41",,154932.60
01/02/25,ATW-XXXXXX8644-OXA65773-PUNE 376120018723,951984877523,"10,000.00",,144932.60
01/02/25,ATW-XXXXXX3136-XKS52826-PUNE 451617475591,207650174462,"6,000.00",,138932.60
02/02/25,ATW-XXXXXX4922-XJJ71422-PUNE 294404346105,662276844628,"8,500.00",,130432.60
02/02/25,UPI-Blinkit-blinkit@kotak-078468900446-DR VIA UPI,394922099668,150.93,,130281.67
02/02/25,ATW-XXXXXX7794-FVE01045-PUNE 224496989427,960757770572,"3,500.00",,126781.67
04/02/25,UPI-MedPlus Health-medplus@icici-807924347134-DR VIA UPI,361683655435,"3,280.54",,123501.13
05/02/25,UPI-BigBasket-bigbasket@ybl-637238592196-DR VIA UPI,635666255397,"1,130.43",,122370.70
06/02/25,UPI-Mahesh Ahuja-2481584492@ybl-967028601272-DR VIA UPI,922633501521,"8,200.22",,114170.48
06/02/25,UPI-PhonePe Merchant-phonepe@ybl-560407351711-DR VIA UPI,788968551342,500.77,,113669.71
07/02/25,SALARY-S3153833229124/NEFT/Tata Consultancy Service,614467256485,,"135,663.90",249333.61
07/02/25,UPI-Aditya Birla Sun Life-licindia@licindia-725054780415-DR VIA UPI,004335692518,"5,500.00",,243833.61
07/02/25,UPI-Rapido-rapido@icici-292582830022-DR VIA UPI,590196515898,690.61,,243143.00
08/02/25,POS BIG BAZAAR PUNE,386203401434,"7,500.47",,235642.53
09/02/25,UPI-Flipkart-flipkart@ybl-673735684715-DR VIA UPI,404884691825,"1,250.63",,234391.90
10/02/25,UPI-Rapido-rapido@icici-879497149042-DR VIA UPI,301919785836,330.41,,234061.49
11/02/25,ECS-NACH-RNT4590528-RENT MANDATE,938309168439,"6,500.00",,227561.49
11/02/25,UPI-Ramesh Khanna-9157883437@oksbi-667287121955-CR VIA UPI,301736431975,,"11,800.32",239361.81
12/02/25,POS HP PETROL PUMP PUNE,508869122213,"1,100.83",,238260.98
12/02/25,ECS-NACH-LN742807355061-Muthoot Finance,000617898175,"18,500.00",,219760.98
14/02/25,UPI-Meena Agarwal-meenaagar43@okhdfcbank-809099049672-CR VIA UPI,912100397162,,"15,950.98",235711.96
16/02/25,UPI-Ola Cabs-olamoney@ola-313907191251-DR VIA UPI,810614437823,890.49,,234821.47
16/02/25,UPI-BSNL Broadband-bsnlbroadband@upi-013900985487-DR VIA UPI,905941708931,840.80,,233980.67
16/02/25,UPI-Kavita Joshi-kavita.joshi@ptaxis-587424146912-CR VIA UPI,956461160158,,"7,100.72",241081.39
16/02/25,UPI-Meena Nambiar-6868988286@axl-887825909021-CR VIA UPI,400528651994,,"4,350.80",245432.19
17/02/25,ECS-NACH-SIP4814905-Axis Mutual Fund,894455893965,"13,000.00",,232432.19
17/02/25,ATW-XXXXXX7373-BFB44016-PUNE 003989740191,835843343225,"7,500.00",,224932.19
17/02/25,POS HP PETROL PUMP PUNE,140827218855,"2,350.63",,222581.56
18/02/25,UPI-Babita Mukherjee-babita.mukherjee@okicici-481985970672-DR VIA UPI,463141681636,"21,500.21",,201081.35
19/02/25,UPI-MSEDCL-msedclpayment@upi-713824029757-DR VIA UPI,323553156923,"2,300.33",,198781.02
20/02/25,ATW-XXXXXX2349-WBL37533-PUNE 815512077374,800345626582,"2,000.00",,196781.02
20/02/25,POS CENTRAL MALL PUNE,264230787943,"7,650.68",,189130.34
20/02/25,UPI-Ola Cabs-olamoney@ola-633998213768-DR VIA UPI,316649343784,400.09,,188730.25
20/02/25,UPI-Nykaa-nykaa@razorpay-361522894242-DR VIA UPI,573567569674,"2,000.53",,186729.72
20/02/25,UPI-PhonePe Merchant-phonepe@ybl-753358954547-DR VIA UPI,730986874109,"1,820.53",,184909.19
21/02/25,UPI-Ola Cabs-olamoney@ola-348080947605-DR VIA UPI,290811052950,"2,530.21",,182378.98
21/02/25,UPI-Swiggy-swiggy@icici-295741667751-DR VIA UPI,770859569947,"1,220.42",,181158.56
24/02/25,UPI-Flipkart-flipkart@ybl-335190328656-DR VIA UPI,778176078260,"2,260.38",,178898.18
24/02/25,UPI-Indane Gas-indanegas@upi-499763844404-DR VIA UPI,457707704676,"2,250.87",,176647.31
25/02/25,UPI-Ravi Roy-ravi448@paytm-263129173009-DR VIA UPI,392431686358,"6,550.75",,170096.56
25/02/25,UPI-Rohit Sethi-rohitseth38@okhdfcbank-374381429855-DR VIA UPI,755773839766,"7,450.32",,162646.24
26/02/25,UPI-Airtel Payments-airtel@axis-539754113147-DR VIA UPI,767371700427,409.00,,162237.24
27/02/25,UPI-Swati Mehta-0510319834@upi-454321877059-DR VIA UPI,167022871267,"3,750.23",,158487.01
27/02/25,UPI-Airtel Payments-airtel@axis-887463278251-DR VIA UPI,274694150982,369.00,,158118.01
27/02/25,UPI-Sumit Nair-sumit.nair@kotak-422535495890-CR VIA UPI,603917198431,,"15,950.54",174068.55
28/02/25,UPI-Blinkit-blinkit@kotak-347220491411-DR VIA UPI,891039816193,860.26,,173208.29
28/02/25,UPI-Sunil Khanna-sunil.khanna@okicici-598717390434-CR VIA UPI,958004638108,,"17,350.52",190558.81
01/03/25,UPI-Rekha Das-rekha.das@kotak-235330582626-CR VIA UPI,992103473620,,"14,550.98",205109.79
02/03/25,UPI-Asha Bose-asha921@okicici-924055902896-CR VIA UPI,574874562523,,"11,450.26",216560.05
02/03/25,UPI-Shivam Nair-shivam244@apl-411390767921-DR VIA UPI,801882123862,"2,600.44",,213959.61
02/03/25,POS SHOPPERS STOP PUNE,601847641382,"4,150.89",,209808.72
02/03/25,UPI-BigBasket-bigbasket@ybl-411992080149-DR VIA UPI,872248132718,750.10,,209058.62
03/03/25,POS BRAND FACTORY PUNE,653638274754,"6,350.90",,202707.72
04/03/25,UPI-Aditya Birla Sun Life-licindia@licindia-143335975868-DR VIA UPI,409416570768,"5,500.00",,197207.72
05/03/25,POS SHOPPERS STOP PUNE,547539875624,"7,450.70",,189757.02
05/03/25,POS HP PETROL PUMP PUNE,880019510258,"3,900.07",,185856.95
05/03/25,SALARY-S2539242868315/NEFT/Tata Consultancy Service,498582400594,,"135,767.90",321624.85
05/03/25,UPI-Airtel Payments-airtel@axis-116738853138-DR VIA UPI,872454770025,879.00,,320745.85
05/03/25,POS HP PETROL PUMP PUNE,410418618382,"2,200.54",,318545.31
06/03/25,UPI-Airtel Payments-airtel@axis-277911955082-DR VIA UPI,670940477810,769.00,,317776.31
06/03/25,ATW-XXXXXX1737-TIY58622-PUNE 358947038505,988877064479,"1,000.00",,316776.31
06/03/25,UPI-Pankaj Jain-pankaj.jain@axl-788195578837-CR VIA UPI,344407389441,,"13,650.96",330427.27
06/03/25,UPI-Uber India-uber@paytm-001966302548-DR VIA UPI,971746529455,610.75,,329816.52
06/03/25,UPI-Apollo Pharmacy-apollopharmacy@ybl-353653703185-DR VIA UPI,169744822704,"2,680.06",,327136.46
07/03/25,POS LIFESTYLE STORES PUNE,403857185369,"7,100.13",,320036.33
08/03/25,UPI-Lata Shukla-lata290@axl-097544183143-DR VIA UPI,995613170799,"16,700.56",,303335.77
08/03/25,UPI-Jio Recharge-jio@paytm-727256254638-DR VIA UPI,218408857865,"1,250.29",,302085.48
08/03/25,UPI-Airtel Payments-airtel@axis-250259476702-DR VIA UPI,198477318919,419.00,,301666.48
08/03/25,UPI-Ola Cabs-olamoney@ola-343140291677-DR VIA UPI,962242306004,150.69,,301515.79
09/03/25,ECS-NACH-RNT5841520-RENT MANDATE,332329868184,"6,500.00",,295015.79
09/03/25,UPI-MSEDCL-msedclpayment@upi-877086018893-DR VIA UPI,144069587002,"1,050.69",,293965.10
09/03/25,UPI-Sonia Mehta-sonia160@oksbi-520008992748-CR VIA UPI,838173925521,,"12,100.79",306065.89
09/03/25,UPI-Hotstar-hotstar@hdfcbank-342583835131-DR VIA UPI,495650449485,599.00,,305466.89
10/03/25,ECS-NACH-LN742807355061-Muthoot Finance,038412136564,"18,500.00",,286966.89
10/03/25,UPI-Vikas Pandey-vikas.pandey@paytm-338719512902-CR VIA UPI,833898785249,,"15,800.26",302767.15
11/03/25,UPI-Rekha Sen-rekha.sen@ptaxis-235536153368-CR VIA UPI,044267493289,,"18,650.88",321418.03
11/03/25,UPI-Manoj Gupta-3805430558@oksbi-669556858794-DR VIA UPI,794722500398,"14,800.37",,306617.66
11/03/25,NEFT*N3667667794909/Fortis Healthcare Lt/CR,992731676619,,"41,500.12",348117.78
12/03/25,UPI-Anita Singh-anita952@okhdfcbank-680465976407-DR VIA UPI,049344204912,"4,350.57",,343767.21
12/03/25,UPI-Amazon Pay-amazon@apl-088228468771-DR VIA UPI,047559317364,400.38,,343366.83
13/03/25,UPI-Zepto-zepto@apl-072523784590-DR VIA UPI,126905350692,710.17,,342656.66
14/03/25,UPI-Indane Gas-indanegas@upi-354238066422-DR VIA UPI,125571691115,"2,450.26",,340206.40
14/03/25,UPI-Gaurav Iyer-gauraviyer85@ptaxis-749492541328-DR VIA UPI,291803705308,"4,700.96",,335505.44
14/03/25,POS BIG BAZAAR PUNE,464815012131,800.06,,334705.38
14/03/25,UPI-PhonePe Merchant-phonepe@ybl-017844736001-DR VIA UPI,152340596569,"2,080.89",,332624.49
15/03/25,ATW-XXXXXX0537-ERR70014-PUNE 081673305811,486869256947,"2,500.00",,330124.49
16/03/25,ECS-NACH-SIP0017526-Axis Mutual Fund,024355799402,"13,000.00",,317124.49
17/03/25,UPI-Vijay Shukla-vijay.shukla@ptsbi-326337499777-CR VIA UPI,602660285666,,"18,450.57",335575.06
17/03/25,UPI-Rapido-rapido@icici-474391749979-DR VIA UPI,588723736373,460.07,,335114.99
17/03/25,UPI-Sneha Bose-sneha.bose@pthdfc-509869158592-DR VIA UPI,195701437256,"19,600.51",,315514.48
17/03/25,POS RELIANCE PETROLEUM PUNE,595135171920,"3,300.03",,312214.45
18/03/25,UPI-Zomato-zomato@axisbank-182165084795-DR VIA UPI,678640589769,"1,550.12",,310664.33
18/03/25,UPI-Lata Roy-6598492629@okicici-944762157782-CR VIA UPI,073657127824,,"18,950.48",329614.81
18/03/25,UPI-Ola Cabs-olamoney@ola-504093322464-DR VIA UPI,269576599119,520.54,,329094.27
18/03/25,ATW-XXXXXX1955-NWH66774-PUNE 119959806477,473232646552,"3,000.00",,326094.27
20/03/25,UPI-ACT Fibernet-broadband@paytm-130092396323-DR VIA UPI,179088169280,849.00,,325245.27
20/03/25,POS BHARAT PETROLEUM PUNE,090891325241,950.37,,324294.90
20/03/25,UPI-Rapido-rapido@icici-674383253542-DR VIA UPI,158911093271,830.04,,323464.86
20/03/25,POS BIG BAZAAR PUNE,378579081772,"2,050.41",,321414.45
20/03/25,UPI-Flipkart-flipkart@ybl-391014587143-DR VIA UPI,056708695497,"1,430.73",,319983.72
20/03/25,UPI-Airtel Payments-airtel@axis-664053531267-DR VIA UPI,646433791446,229.00,,319754.72
20/03/25,ATW-XXXXXX8678-BZG30272-PUNE 187865288947,887651527599,"1,500.00",,318254.72
21/03/25,UPI-Rekha Chatterjee-rekha.chatterjee@okicici-403722146943-DR VIA UPI,559364175071,"18,700.47",,299554.25
21/03/25,POS MORE SUPER MARKET PUNE,209151917396,"1,800.00",,297754.25
22/03/25,UPI-Ramesh Tiwari-ramesh.tiwari@okicici-881247800780-DR VIA UPI,618206762383,"15,450.62",,282303.63
22/03/25,UPI-Amazon Pay-amazon@apl-967628949744-DR VIA UPI,623948119670,"3,050.56",,279253.07
23/03/25,UPI-BSNL Broadband-bsnlbroadband@upi-159256801227-DR VIA UPI,326915026627,"1,560.00",,277693.07
23/03/25,UPI-Gopal Srivastava-gopal.srivastava@ptsbi-813422513163-DR VIA UPI,069428829602,"17,400.71",,260292.36
23/03/25,UPI-Isha Bose-ishabose25@okhdfcbank-193440176228-DR VIA UPI,034695968669,"19,000.96",,241291.40
23/03/25,UPI-Nykaa-nykaa@razorpay-099805680590-DR VIA UPI,810663394506,"1,550.26",,239741.14
24/03/25,UPI-Airtel Payments-airtel@axis-437334283932-DR VIA UPI,096234354795,209.00,,239532.14
24/03/25,POS SHOPPERS STOP PUNE,030353359857,750.72,,238781.42
24/03/25,UPI-BSNL Broadband-bsnlbroadband@upi-600062225268-DR VIA UPI,111511775634,180.83,,238600.59
24/03/25,UPI-Meena Dubey-meena641@oksbi-873261824621-DR VIA UPI,662542838545,"21,250.08",,217350.51
24/03/25,UPI-Uber India-uber@paytm-085837510407-DR VIA UPI,946135373267,"2,290.72",,215059.79
24/03/25,UPI-Swiggy-swiggy@icici-622150842487-DR VIA UPI,588110268659,"2,320.35",,212739.44
25/03/25,UPI-Priya Bajaj-priya966@okicici-551150857719-DR VIA UPI,800659285577,"7,750.50",,204988.94
26/03/25,UPI-Naresh Kulkarni-nareshkulk53@ptyes-515358158980-DR VIA UPI,867042883372,"8,950.10",,196038.84
26/03/25,UPI-Amazon Pay-amazon@apl-157264337941-DR VIA UPI,373580183314,"2,270.78",,193768.06
27/03/25,UPI-Zepto-zepto@apl-323723561318-DR VIA UPI,365150781343,130.76,,193637.30
