account_number,account_holder,ifsc_code,Date,Time,Narration,Debit,Credit,Balance,Bank_Name,Transaction_ID,Reference_Number,Transaction_Reference,Cheque_Number,txn_id,duplicate_of,is_reversed
UNKNOWN-00002,D D,UNKNOWN,19/01/2024,,NEFT Cr-961297491727-ICIC0SF0002-AUTOMOTIVE PARTS CORP--,0.0,1376607.14,0.0,Unknown Bank,,,,,UNKNOWN-00002_000027,,False
UNKNOWN-00002,D D,UNKNOWN,20/01/2024,,IMPS Dr-233254363037-BHARATH BHAT,888891.11,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000028,,False
UNKNOWN-00002,D D,UNKNOWN,20/01/2024,,RTGS Dr-CNRBR840864357931-HDFC0004171-RAMES H MURTHY-/NONE,1533545.3,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000029,,False
UNKNOWN-00002,D D,UNKNOWN,20/01/2024,,NEFT Dr-311527635090-HDFC0009038-KRISHNA IYER,1018989.67,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000030,,False
UNKNOWN-00002,D D,UNKNOWN,20/01/2024,,NEFT Dr-540233073447-HDFC0009038-MADHAVAN NAIDU,448919.03,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000031,,False
UNKNOWN-00002,D D,UNKNOWN,22/01/2024,,CASH-BNA-SELF-LAKSHMI IYER,0.0,175261.9,0.0,Unknown Bank,,,,,UNKNOWN-00002_000032,,False
UNKNOWN-00002,D D,UNKNOWN,22/01/2024,,IMPS Dr-388129968624-SUBRAMANIAM BHAT,163505.17,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000033,,False
UNKNOWN-00002,D D,UNKNOWN,22/01/2024,,G E NEFT Dr-203714136944-HDFC0009038-SUMA VARMA,484444.96,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000034,,False
UNKNOWN-00002,D D,UNKNOWN,23/01/2024,,N I H UPI/CR/614281416945/MEERA KUMAR/SENT-TRANSFER FROM 8271971295,0.0,93944.84,0.0,Unknown Bank,,,,,UNKNOWN-00002_000035,,False
UNKNOWN-00002,D D,UNKNOWN,23/01/2024,,C A NEFT Cr-356397602440-ICIC0SF0002-MARKET DISTRIBUTORS CORP--,0.0,715161.23,0.0,Unknown Bank,,,,,UNKNOWN-00002_000036,,False
UNKNOWN-00002,D D,UNKNOWN,27/01/2024,,M -IMPS Dr-216563374092-POOJA MURTHY,318440.3,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000037,,False
UNKNOWN-00002,D D,UNKNOWN,27/01/2024,,A NEFT Cr-704950493541-ICIC0SF0002-FASHION TEXTILES LTD--,0.0,358814.0,0.0,Unknown Bank,,,,T A,UNKNOWN-00002_000038,,False
UNKNOWN-00002,D D,UNKNOWN,29/01/2024,,I H UPI/CR/461559683068/CRAMESH MENON/SENT-TRANSFER FROM 9605921597,0.0,34732.95,0.0,Unknown Bank,,,,,UNKNOWN-00002_000039,,False
UNKNOWN-00002,D D,UNKNOWN,29/01/2024,,A M ATM WDL-ATM CASH 41710,5386.53,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000040,,False
UNKNOWN-00002,D D,UNKNOWN,31/01/2024,,-A FAILED-INSUFFICIENT FUNDS-UPI/DR/509233710570/SAVITHA...,0.0,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000041,,True
UNKNOWN-00002,D D,UNKNOWN,31/01/2024,,"By Clg:DEL ACCTS-CITI BANK N.A.(CIT), FABRIC PRODUCTS CORP",0.0,6014.86,0.0,Unknown Bank,,,,T A D184975,UNKNOWN-00002_000042,,False
UNKNOWN-00002,D D,UNKNOWN,31/01/2024,,RTGS Dr-CNRBR819863491517-HDFC0004171-SUMA HEGDE-/NONE,1461913.11,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000043,,False
UNKNOWN-00002,D D,UNKNOWN,01/02/2024,,Cash Withdrawal-SUBRAMANIAM REDDY,9806.29,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000044,,False
UNKNOWN-00002,D D,UNKNOWN,02/02/2024,,"By Clg:DEL ACCTS-CITI BANK N.A.(CIT), FUNDING SOLUTIONS CORP",0.0,76390.19,0.0,Unknown Bank,,,,907716,UNKNOWN-00002_000045,,False
UNKNOWN-00002,D D,UNKNOWN,02/02/2024,,CASH-BNA-SELF-SRINIVAS SUNDARAM,0.0,66201.04,0.0,Unknown Bank,,,,,UNKNOWN-00002_000046,,False
UNKNOWN-00002,D D,UNKNOWN,02/02/2024,,NEFT Cr-507626535812-ICIC0SF0002-HEALTHPLUS PHARMA LTD--,0.0,463217.2,0.0,Unknown Bank,,,,,UNKNOWN-00002_000047,,False
UNKNOWN-00002,D D,UNKNOWN,03/02/2024,,RTGS Dr-CNRBR707948583849-HDFC0004171-MADHA VAN RAO-/NONE,869646.96,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000048,,False
UNKNOWN-00002,D D,UNKNOWN,03/02/2024,,G RTGS Cr-ICICR614381112202-ICIC0000011-DA TABRID GE INFOTECH--/URGENT/,0.0,787297.49,0.0,Unknown Bank,,,,,UNKNOWN-00002_000049,,False
UNKNOWN-00002,D D,UNKNOWN,03/02/2024,,E N IMPS Dr-875719372730-KARTHIK IPRASAD,140985.38,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000050,,False
UNKNOWN-00002,D D,UNKNOWN,03/02/2024,,H C UPI/DR/94029203A4180/SAVITHA IYER/UPI-TRANSFER TO 6446664149,24740.67,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000051,,False
UNKNOWN-00002,D D,UNKNOWN,03/02/2024,,M IMPS B-RN SALARY TRF BY-MEDICAL SOLUTIONS INDIA,0.0,34392.69,0.0,Unknown Bank,,,,,UNKNOWN-00002_000052,,False
UNKNOWN-00002,D D,UNKNOWN,05/02/2024,,A NEFT Dr-577890427383-RENT PAYMENT-MONTHLY RENT,97645.06,0.0,0.0,Unknown Bank,,,,T,UNKNOWN-00002_000053,,False
UNKNOWN-00002,D D,UNKNOWN,06/02/2024,,IMPS BRN SALARY TRF BY-VITALITY MEDICINES LTD,0.0,50776.89,0.0,Unknown Bank,,,,,UNKNOWN-00002_000054,,False
UNKNOWN-00002,D D,UNKNOWN,07/02/2024,,ATM WDL-ATM CASH 33560,9331.53,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000055,,False
UNKNOWN-00002,D D,UNKNOWN,07/02/2024,,CASH-BNA-SELF-ADITYA NAIDU,0.0,150074.93,0.0,Unknown Bank,,,,,UNKNOWN-00002_000056,,False
UNKNOWN-00002,D D,UNKNOWN,07/02/2024,,"By Clg:DEL ACCTS-CITI BANK N.A.(CIT), HOUSING DEVELOPERS CORP",0.0,531071.92,0.0,Unknown Bank,,,,884426,UNKNOWN-00002_000057,,False
UNKNOWN-00002,D D,UNKNOWN,08/02/2024,,NEFT Dr-715872610934-HDFC0009038-SRINIVAS BHAT,310157.77,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000058,,False
UNKNOWN-00002,D D,UNKNOWN,09/02/2024,,RTGS Cr-ICICR917151140450-ICIC0000011-AUTOMOT IVE PARTS CORP--/URGENT/,0.0,2705540.53,0.0,Unknown Bank,,,,,UNKNOWN-00002_000059,,False
UNKNOWN-00002,D D,UNKNOWN,09/02/2024,,ATM WDL-ATM CASH 14858,19305.13,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000060,,False
UNKNOWN-00002,D D,UNKNOWN,10/02/2024,,G E UPI/DR/761041061101/SRINIVAS HEGDE/UPI-TRANSFER TO 8645279765,41488.48,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000061,,False
UNKNOWN-00002,D D,UNKNOWN,10/02/2024,,N I H IMPS BRN SALARY TRF BY-INVESTMENT SERVICES INDIA,0.0,290209.05,0.0,Unknown Bank,,,,,UNKNOWN-00002_000062,,False
UNKNOWN-00002,D D,UNKNOWN,12/02/2024,,C A CASH-BNA-SELF-SUMA SUBRAMANIAN,0.0,252892.92,0.0,Unknown Bank,,,,,UNKNOWN-00002_000063,,False
UNKNOWN-00002,D D,UNKNOWN,12/02/2024,,M -NEFT Dr-421315142430-HDFC0009038-SAVITHA SHETTY,1206376.01,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000064,,False
UNKNOWN-00002,D D,UNKNOWN,12/02/2024,,A Cash Withdrawal-RAMESH VENKAT,31523.42,0.0,0.0,Unknown Bank,,,,T A,UNKNOWN-00002_000065,,False
UNKNOWN-00002,D D,UNKNOWN,15/02/2024,,I H Chq Paid-MICR Inward CClearing-RADHA SUBRAMANIAN-HDFC BANK LTD.,578861.27,0.0,0.0,Unknown Bank,,,,822406,UNKNOWN-00002_000066,,False
UNKNOWN-00002,D D,UNKNOWN,15/02/2024,,A M NEFT Cr-782149180100-ICIC0SF0002-HEALTHCARE PRODUCTS LTD--,0.0,1180927.56,0.0,Unknown Bank,,,,,UNKNOWN-00002_000067,,False
UNKNOWN-00002,D D,UNKNOWN,15/02/2024,,-A CASH-BNA-SELF-SAVITHA SUBRAMANIAN,0.0,156930.47,0.0,Unknown Bank,,,,,UNKNOWN-00002_000068,,False
UNKNOWN-00002,D D,UNKNOWN,16/02/2024,,IMPS Dr-172254711930-MEERA REDDY,493047.08,0.0,0.0,Unknown Bank,,,,T A D,UNKNOWN-00002_000069,,False
UNKNOWN-00002,D D,UNKNOWN,17/02/2024,,NEFT Dr-618517233467-SOFTWARE SUBSCRIPTION,1550.73,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000070,,False
UNKNOWN-00002,D D,UNKNOWN,17/02/2024,,NEFT Dr-872761182255-HDFC0009038-BHARATH NAIDU,482757.79,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000071,,False
UNKNOWN-00002,D D,UNKNOWN,17/02/2024,,CASH-BNA-SELF-SAVITHA VENKAT,0.0,235830.84,0.0,Unknown Bank,,,,,UNKNOWN-00002_000072,,False
UNKNOWN-00002,D D,UNKNOWN,19/02/2024,,Chq Paid-MICR Inward Clearing-MADHAVAN SHETTY-HDFC BANK LTD.,156161.64,0.0,0.0,Unknown Bank,,,,741448,UNKNOWN-00002_000073,,False
UNKNOWN-00002,D D,UNKNOWN,19/02/2024,,Chq Paid-MICR Inward Clearing-RAJESH REDDY-HDFC BANK LTD.,498234.95,0.0,0.0,Unknown Bank,,,,860716,UNKNOWN-00002_000074,,False
UNKNOWN-00002,D D,UNKNOWN,19/02/2024,,IMPS Dr-330246290071-GANESH SHETTY,186635.73,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000075,,False
UNKNOWN-00002,D D,UNKNOWN,19/02/2024,,G IMPS Dr-810305204736-GANESH NAIR,223894.08,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000076,,False
UNKNOWN-00002,D D,UNKNOWN,21/02/2024,,E N Chq Paid-MICR Inward Clearing-REIVATHI VENKAT-HDFC BANK LTD.,543005.08,0.0,0.0,Unknown Bank,,,,189252,UNKNOWN-00002_000077,,False
UNKNOWN-00002,D D,UNKNOWN,21/02/2024,,H C ATM WDL-ATM CAASH 57099,10463.5,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000078,,False
UNKNOWN-00002,D D,UNKNOWN,22/02/2024,,M RTGS -Cr- ICICR761000140013-ICIC0000011-DAIRY PRODUCTS INDIA--/URGENT/,0.0,1843641.68,0.0,Unknown Bank,,,,,UNKNOWN-00002_000079,,False
UNKNOWN-00002,D D,UNKNOWN,23/02/2024,,A Chq Paid-MICR Inward Clearing-KRISHNA REDDY-HDFC BANK LTD.,1144161.2,0.0,0.0,Unknown Bank,,,,238450T,UNKNOWN-00002_000080,,False
UNKNOWN-00002,D D,UNKNOWN,26/02/2024,,"By Clg:DEL ACCTS-CITI BANK N.A.(CIT), LIFELINE PHARMACEUTICAL",0.0,291793.94,0.0,Unknown Bank,,,,133912,UNKNOWN-00002_000081,,False
UNKNOWN-00002,D D,UNKNOWN,26/02/2024,,IMPS BRN SALARY TRF BY-HEALTHCARE PRODUCTS LTD,0.0,118986.84,0.0,Unknown Bank,,,,,UNKNOWN-00002_000082,,False
UNKNOWN-00002,D D,UNKNOWN,26/02/2024,,"By Clg:DEL ACCTS-CITI BANK N.A.(CIT), DISTRIBUTION NETWORKS INDIA",0.0,155131.88,0.0,Unknown Bank,,,,298824,UNKNOWN-00002_000083,,False
UNKNOWN-00002,D D,UNKNOWN,27/02/2024,,ATM WDL-ATM CASH 28213,6558.26,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000084,,False
UNKNOWN-00002,D D,UNKNOWN,27/02/2024,,NEFT Cr-825701089260-ICIC0SF0002-INFOCORE TECHNOLOGIES--,0.0,482455.4,0.0,Unknown Bank,,,,,UNKNOWN-00002_000085,,False
UNKNOWN-00002,D D,UNKNOWN,27/02/2024,,NEFT Cr-850855290700-ICIC0SF0002-MOTOR INDUSTRIES LTD--,0.0,719123.51,0.0,Unknown Bank,,,,,UNKNOWN-00002_000086,,False
UNKNOWN-00002,D D,UNKNOWN,28/02/2024,,NEFT Cr-753110568844-ICIC0SF0002-CODEBASE SOLUTIONS--,0.0,427378.67,0.0,Unknown Bank,,,,,UNKNOWN-00002_000087,,False
UNKNOWN-00002,D D,UNKNOWN,28/02/2024,,G E Service Charges-SMS Alert Charges,82.38,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000088,,False
UNKNOWN-00002,D D,UNKNOWN,29/02/2024,,N I H UPI/DR/502270133467/RADHA MENON/UPI-TRANSFER TO 8460695925,8139.82,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000089,,False
UNKNOWN-00002,D D,UNKNOWN,29/02/2024,,C A Cash Withdrawal-RADHA RAO,148242.69,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000090,,False
UNKNOWN-00002,D D,UNKNOWN,29/02/2024,,M -NEFT Dr-444481925938-HDFC0009038-POOJA KUMAR,361605.5,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000091,,False
UNKNOWN-00002,D D,UNKNOWN,01/03/2024,,"A By Clg:DEL ACCTS-CITI BANK N.A.(CIT), CURE PHARMACEUTICALS",0.0,166536.0,0.0,Unknown Bank,,,,T 65A0251,UNKNOWN-00002_000092,,False
UNKNOWN-00002,D D,UNKNOWN,04/03/2024,,I H IMPS Dr-852515603894C-RAMESH BALAJI,130204.05,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000093,,False
UNKNOWN-00002,D D,UNKNOWN,04/03/2024,,A M Chq Paid-MICR Inward Clearing-SUBRAMANIAM BHAT-HDFC BANK LTD.,440941.16,0.0,0.0,Unknown Bank,,,,481615,UNKNOWN-00002_000094,,False
UNKNOWN-00002,D D,UNKNOWN,05/03/2024,,-A NEFT Dr-700131726362-RENT PAYMENT-MONTHLY RENT,97645.06,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000095,,False
UNKNOWN-00002,D D,UNKNOWN,05/03/2024,,"By Clg:DEL ACCTS-CITI BANK N.A.(CIT), MARKET DISTRIBUTORS CORP",0.0,4700.57,0.0,Unknown Bank,,,,T A D630511,UNKNOWN-00002_000096,,False
UNKNOWN-00002,D D,UNKNOWN,07/03/2024,,RTGS Dr-CNRBR250500127892-HDFC0004171-BHARA TH SWAMY-/NONE,1796269.53,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000097,,False
UNKNOWN-00002,D D,UNKNOWN,07/03/2024,,Chq Paid-MICR Inward Clearing-KAVITHA RAO-HDFC BANK LTD.,1146297.18,0.0,0.0,Unknown Bank,,,,688948,UNKNOWN-00002_000098,,False
UNKNOWN-00002,D D,UNKNOWN,09/03/2024,,NEFT Dr-572086612682-HDFC0009038-SUBRAMANIA M SUNDARAM,234475.81,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000099,,False
UNKNOWN-00002,D D,UNKNOWN,11/03/2024,,RTGS Dr-CNRBR633700419647-HDFC0004171-NANDI NI KUMAR-/NONE,1550858.51,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000100,,False
UNKNOWN-00002,D D,UNKNOWN,11/03/2024,,RTGS Cr-ICICR799434852205-ICIC0000011-COMMER CE SOLUTIONS LTD--/URGENT/,0.0,630736.77,0.0,Unknown Bank,,,,,UNKNOWN-00002_000101,,False
UNKNOWN-00002,D D,UNKNOWN,12/03/2024,,REVERSAL-RTGS Cr-ICICR799434852205-ICIC000001 1-COMMERCE SOL,630736.77,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000102,,True
UNKNOWN-00002,D D,UNKNOWN,12/03/2024,,G IMPS BRN SALARY TRF BY-CONCRETE STRUCTURES LTD,0.0,66124.75,0.0,Unknown Bank,,,,,UNKNOWN-00002_000103,,False
UNKNOWN-00002,D D,UNKNOWN,12/03/2024,,E N NEFT Cr-856282952168-ICIC0SF0I002-DAIRY PRODUCTS INDIA--,0.0,94533.68,0.0,Unknown Bank,,,,,UNKNOWN-00002_000104,,False
UNKNOWN-00002,D D,UNKNOWN,12/03/2024,,H C RTGS Cr-ICICR61A2970983550-ICIC0000011-VEHICLE SYSTEMS INDIA--/URGENT/,0.0,1780051.31,0.0,Unknown Bank,,,,,UNKNOWN-00002_000105,,False
UNKNOWN-00002,D D,UNKNOWN,12/03/2024,,M IMPS B-RN SALARY TRF BY-CREDIT SERVICES LTD,0.0,125034.6,0.0,Unknown Bank,,,,,UNKNOWN-00002_000106,,False
UNKNOWN-00002,D D,UNKNOWN,13/03/2024,,A NEFT Dr-829397160841-HDFC0009038-RADHA KUMAR,927722.3,0.0,0.0,Unknown Bank,,,,T,UNKNOWN-00002_000107,,False
UNKNOWN-00002,D D,UNKNOWN,13/03/2024,,RTGS Cr-ICICR874767175061-ICIC0000011-EXPRESS LOGISTICS INDIA--/URGENT/,0.0,3024268.65,0.0,Unknown Bank,,,,,UNKNOWN-00002_000108,,False
UNKNOWN-00002,D D,UNKNOWN,13/03/2024,,RTGS Dr-CNRBR688105427010-HDFC0004171-MEERA BHAT-/NONE,3662182.14,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000109,,False
UNKNOWN-00002,D D,UNKNOWN,15/03/2024,,RTGS Dr-CNRBR977139954657-HDFC0004171-POOJA BALAJI-/NONE,313428.06,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000110,,False
UNKNOWN-00002,D D,UNKNOWN,15/03/2024,,Dividend Cr-TRANSPORT SYSTEMS CORP-EQUITY SHARES,0.0,57938.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000111,,False
UNKNOWN-00002,D D,UNKNOWN,15/03/2024,,Cash Withdrawal-RAJESH SWAMY,25788.24,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000112,,False
UNKNOWN-00002,D D,UNKNOWN,16/03/2024,,NEFT Dr-728704735389-HDFC0009038-VENKATESH VARMA,120460.5,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000113,,False
UNKNOWN-00002,D D,UNKNOWN,16/03/2024,,NEFT Cr-967682742770-ICIC0SF0002-MONEY SERVICES LTD--,0.0,247964.68,0.0,Unknown Bank,,,,,UNKNOWN-00002_000114,,False
UNKNOWN-00002,D D,UNKNOWN,18/03/2024,,G E NEFT Dr-258556523712-HDFC0009038-PRAKASH IYER,262458.29,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000115,,False
UNKNOWN-00002,D D,UNKNOWN,18/03/2024,,N I H CASH-BNA-SELF-NANDINI HEGDE,0.0,23194.24,0.0,Unknown Bank,,,,,UNKNOWN-00002_000116,,False
UNKNOWN-00002,D D,UNKNOWN,18/03/2024,,C A IMPS BRN SALARY TRF BY-FUNDING SOLUTIONS CORP,0.0,18425.81,0.0,Unknown Bank,,,,,UNKNOWN-00002_000117,,False
UNKNOWN-00002,D D,UNKNOWN,18/03/2024,,"M -By C lg:DEL ACCTS-CITI BANK N.A.(CIT), RESIDENTIAL PROJECTS LTD",0.0,54163.27,0.0,Unknown Bank,,,,169525,UNKNOWN-00002_000118,,False
UNKNOWN-00002,D D,UNKNOWN,18/03/2024,,A RTGS Cr-ICICR756535578357-ICIC0000011-CONSUME R PRODUCTS INDIA--/URGENT/,0.0,371895.0,0.0,Unknown Bank,,,,T A,UNKNOWN-00002_000119,,False
UNKNOWN-00002,D D,UNKNOWN,20/03/2024,,I H NEFT Dr-466312685576C-HDFC0009038-LAKSHMI NAIR,290404.99,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000120,,False
UNKNOWN-00002,D D,UNKNOWN,20/03/2024,,"A M By Clg:DEL ACCTS-CITI BANK N.A.(CIT), DATABRIDGE INFOTECH",0.0,158945.18,0.0,Unknown Bank,,,,124655,UNKNOWN-00002_000121,,False
UNKNOWN-00002,D D,UNKNOWN,21/03/2024,,-A NEFT Cr-286135826528-ICIC0SF0002-CODEBASE SOLUTIONS--,0.0,270506.91,0.0,Unknown Bank,,,,,UNKNOWN-00002_000122,,False
UNKNOWN-00002,D D,UNKNOWN,21/03/2024,,"By Clg:DEL ACCTS-CITI BANK N.A.(CIT), CURE PHARMACEUTICALS",0.0,4650.58,0.0,Unknown Bank,,,,T A D621735,UNKNOWN-00002_000123,,False
UNKNOWN-00002,D D,UNKNOWN,23/03/2024,,IMPS Dr-372576441629-KAVITHA ACHARYA,245636.18,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000124,,False
UNKNOWN-00002,D D,UNKNOWN,23/03/2024,,Cash Withdrawal-ADITYA SWAMY,128258.91,0.0,0.0,Unknown Bank,,,,,UNKNOWN-00002_000125,,False
