Bank Name,UCO BANK
Account Number,6752720432718688
Account Holder Name,MEENA SHUKLA
Branch,SECTOR 18 NOIDA
IFSC Code,UCBA0383801
Statement Period,03-12-2024 To 09-05-2026

Date,Description,Ref/ChequeNo,Debit,Credit,Balance
17-12-2024,UPI/DR/579583639848/Tarun/HDFC/tarun.dutta@kotak/UPI,763974579589,"10,600.68",,832959.75
17-12-2024,UPI/DR/862399479908/Flipkart/PAYTM/flipkart@ybl/UPI,251261134304,800.95,,832158.80
18-12-2024,UPI/DR/416148767558/Ola/PAYTM/olamoney@ola/UPI,874161651091,870.28,,831288.52
19-12-2024,ATM CASH WITHDRAWAL/03047/AMRITSAR,592721678764,"1,500.00",,829788.52
19-12-2024,UPI/DR/084237729286/Rapido/PAYTM/rapido@icici/UPI,135000151358,160.69,,829627.83
20-12-2024,UPI/DR/334126557776/Ola/PAYTM/olamoney@ola/UPI,686159673417,810.56,,828817.27
20-12-2024,UPI/DR/314637974747/KSEB/UPIN/ksebpayment@upi/UPI,743237505524,"3,500.07",,825317.20
21-12-2024,UPI/DR/946999830209/Indane/ICICI/indanegas@upi/UPI,138362183720,"2,300.58",,823016.62
21-12-2024,UPI/DR/532518413257/Uber/ICICI/uber@paytm/UPI,385042624365,850.22,,822166.40
22-12-2024,UPI/DR/352780886089/Swiggy/ICICI/swiggy@icici/UPI,630676338741,810.92,,821355.48
22-12-2024,UPI/DR/449183507214/Girish/KKBK/8710529750@ptaxis/UPI,153171062732,"18,900.21",,802455.27
22-12-2024,POS MAX FASHION AMRITSAR,723176087681,"6,350.89",,796104.38
22-12-2024,UPI/DR/494541879519/Meena/BDBL/meena.rao@okhdfcbank/UPI,950907252127,"21,600.67",,774503.71
23-12-2024,POS PANTALOONS AMRITSAR,960970032243,"1,800.27",,772703.44
23-12-2024,ATM CASH WITHDRAWAL/26140/AMRITSAR,051926342400,"8,000.00",,764703.44
23-12-2024,UPI/CR/803342647917/Mohan/KKBK/3816949844@upi/UPI,290415408780,,"7,350.42",772053.86
24-12-2024,UPI/DR/548876203238/Hathway/RAZORPAY/broadband@paytm/UPI,907563476288,399.00,,771654.86
24-12-2024,POS MAX FASHION AMRITSAR,483460977655,"8,200.86",,763454.00
24-12-2024,IMPS-469177456590-Anita Menon,296666037035,"9,800.02",,753653.98
24-12-2024,POS INDIAN OIL AMRITSAR,822290382905,"4,100.92",,749553.06
26-12-2024,UPI/DR/689406291247/Flipkart/PAYTM/flipkart@ybl/UPI,279580861875,"1,700.56",,747852.50
27-12-2024,UPI/CR/424451305691/Kavita/BARB/kavitapill65@oksbi/UPI,886765807813,,"12,300.40",760152.90
27-12-2024,INTEREST CREDIT,422752063932,,840.62,760993.52
29-12-2024,POS CENTRAL MALL AMRITSAR,338472221477,"4,650.87",,756342.65
29-12-2024,UPI/DR/720654624093/Harish/HDFC/harishbane53@ybl/UPI,663290237684,"19,250.31",,737092.34
29-12-2024,UPI/DR/345080160858/Jio/PAYTM/airtel@axis/UPI,201780093472,789.00,,736303.34
31-12-2024,UPI/CR/167632009804/Rajan/BKID/rajan330@apl/UPI,259699711972,,"12,300.10",748603.44
01-01-2025,UPI/DR/610154475419/Zomato/ICICI/zomato@axisbank/UPI,895704595552,"2,740.07",,745863.37
03-01-2025,UPI/DR/004699768122/Anil/BDBL/0862525920@paytm/UPI,587854962720,"13,700.08",,732163.29
03-01-2025,UPI/CR/871996062232/Ajay/SBIN/ajay.kumar@ptsbi/UPI,721775650434,,"2,600.67",734763.96
04-01-2025,UPI/DR/080994719939/PhonePe/ICICI/phonepe@ybl/UPI,637277830245,"2,770.68",,731993.28
04-01-2025,UPI/DR/608608096643/Ola/ICICI/olamoney@ola/UPI,442136613364,"1,940.91",,730052.37
04-01-2025,UPI/DR/655832843430/Rapido/PAYTM/rapido@icici/UPI,813198168354,270.56,,729781.81
05-01-2025,SALARY CREDIT/S3387035790256/Blue Dart Express Ltd,233932374684,,"96,831.98",826613.79
05-01-2025,UPI/DR/476181660196/Uber/PAYTM/uber@paytm/UPI,533254836884,660.50,,825953.29
06-01-2025,POS D MART AMRITSAR,233911885141,"2,050.67",,823902.62
06-01-2025,POS VISHAL MEGA MART AMRITSAR,044016462667,450.40,,823452.22
08-01-2025,UPI/DR/204969978492/LIC/LICI/licindia@licindia/UPI,309109875567,"8,200.00",,815252.22
08-01-2025,UPI/CR/693163062673/Prashant/BDBL/prashant103@aubank/UPI,103913867518,,"18,900.59",834152.81
08-01-2025,POS RELIANCE PETROLEUM AMRITSAR,081086127296,"1,100.82",,833051.99
08-01-2025,NACH/MANDATE/RNT6525408/RENT MANDATE,795056179209,"24,500.00",,808551.99
09-01-2025,ATM CASH WITHDRAWAL/13119/AMRITSAR,598577790765,"4,000.00",,804551.99
09-01-2025,UPI/DR/986847317164/Apollo/ICICI/apollopharmacy@ybl/UPI,494089728308,499.00,,804052.99
10-01-2025,UPI/CR/567444795279/Mohit/KKBK/mohit.thapar@axl/UPI,502472528754,,"10,150.38",814203.37
10-01-2025,UPI/DR/523926576730/Hathway/RAZORPAY/broadband@paytm/UPI,110751642803,"1,249.00",,812954.37
10-01-2025,UPI/DR/528142831072/KSEB/UPIN/ksebpayment@upi/UPI,500443746665,"2,150.91",,810803.46
10-01-2025,UPI/DR/057095328906/Jio/PAYTM/airtel@axis/UPI,719834689036,609.00,,810194.46
11-01-2025,UPI/DR/595756084935/Rapido/PAYTM/rapido@icici/UPI,748328229487,610.46,,809584.00
11-01-2025,UPI/DR/786596574615/Indane/ICICI/indanegas@upi/UPI,981694479609,"2,600.91",,806983.09
12-01-2025,ATM CASH WITHDRAWAL/43598/AMRITSAR,033229162149,"5,000.00",,801983.09
12-01-2025,UPI/DR/415969384923/BSNL/ICICI/bsnlbroadband@upi/UPI,384605698420,"2,480.45",,799502.64
13-01-2025,NACH/MANDATE/LN135530784778/HDFC Ltd,869962353965,"8,000.00",,791502.64
13-01-2025,UPI/DR/564319195232/Anil/HDFC/7544263852@upi/UPI,423484979065,"15,250.82",,776251.82
13-01-2025,UPI/CR/693014437665/Amit/KKBK/amit383@ibl/UPI,587652398390,,"10,100.68",786352.50
13-01-2025,UPI/DR/319212280873/Zepto/ICICI/zepto@apl/UPI,567276858521,"2,430.34",,783922.16
14-01-2025,UPI/DR/929007434840/Ola/ICICI/olamoney@ola/UPI,237480948912,750.26,,783171.90
14-01-2025,UPI/DR/403021881228/Zomato/ICICI/zomato@axisbank/UPI,611811542110,"1,830.49",,781341.41
14-01-2025,UPI/CR/895316035636/Mohit/UTIB/mohitbose19@ptyes/UPI,405247172883,,"15,500.57",796841.98
14-01-2025,UPI/DR/014724817278/Rapido/PAYTM/rapido@icici/UPI,548394353560,280.31,,796561.67
15-01-2025,UPI/CR/167099315652/Ravi/PUNB/ravidube21@kotak/UPI,913330349198,,"18,900.29",815461.96
15-01-2025,UPI/DR/785186420947/Ankit/HDFC/ankit.khanna@aubank/UPI,133873489229,"8,200.39",,807261.57
16-01-2025,UPI/CR/581291665577/Sneha/BDBL/9218559244@okicici/UPI,300412922916,,"19,650.09",826911.66
16-01-2025,UPI/DR/608118785888/Lalit/UTIB/lalit.mukherjee@ptyes/UPI,656396331004,"3,850.16",,823061.50
17-01-2025,UPI/DR/232293481971/Uber/ICICI/uber@paytm/UPI,582081772767,"2,190.11",,820871.39
18-01-2025,UPI/DR/952472148232/BSNL/ICICI/bsnlbroadband@upi/UPI,565990509021,"1,140.81",,819730.58
18-01-2025,UPI/DR/280719926095/Jio/ICICI/jio@paytm/UPI,231717057694,"2,230.62",,817499.96
18-01-2025,UPI/DR/960247660925/Blinkit/ICICI/blinkit@kotak/UPI,082953789714,"1,660.00",,815839.96
19-01-2025,UPI/CR/181289112066/Sangita/BDBL/sangita.thapar@apl/UPI,888120682809,,"14,700.04",830540.00
19-01-2025,POS BRAND FACTORY AMRITSAR,635125561883,"7,700.04",,822839.96
19-01-2025,UPI/DR/773960005439/MakeMyTrip/ICICI/makemytrip@axisbank/UPI,795320314266,199.00,,822640.96
19-01-2025,UPI/DR/691994703069/Uber/ICICI/uber@paytm/UPI,940396464085,"2,690.53",,819950.43
20-01-2025,UPI/DR/122147842473/Renu/HDFC/renutiwa64@ptyes/UPI,077717908146,"19,550.76",,800399.67
20-01-2025,UPI/DR/291164419575/Dunzo/ICICI/dunzo@razorpay/UPI,537695774770,"2,490.82",,797908.85
20-01-2025,UPI/DR/906598279800/Deepak/UCBA/deepak629@upi/UPI,160235659021,"16,100.78",,781808.07
21-01-2025,UPI/DR/091340870569/Manish/FDRL/1787400666@okaxis/UPI,224797024688,"21,000.01",,760808.06
21-01-2025,UPI/DR/113581251439/Amazon/ICICI/amazon@apl/UPI,728868363228,"2,160.91",,758647.15
22-01-2025,UPI/DR/009462075260/Rapido/PAYTM/rapido@icici/UPI,527482139127,360.67,,758286.48
23-01-2025,UPI/CR/642658201216/Suresh/BKID/8678648815@oksbi/UPI,582845949254,,"12,400.54",770687.02
23-01-2025,UPI/DR/068381233865/Jio/PAYTM/airtel@axis/UPI,367924808308,869.00,,769818.02
23-01-2025,UPI/DR/342198527561/Sonia/SBIN/sonia548@aubank/UPI,878886390654,"15,350.06",,754467.96
23-01-2025,UPI/DR/289710729252/Uber/ICICI/uber@paytm/UPI,387766536349,680.01,,753787.95
25-01-2025,UPI/DR/386830745282/Amazon/ICICI/amazon@apl/UPI,642817855184,"2,000.67",,751787.28
26-01-2025,UPI/DR/744074661454/Jio/PAYTM/airtel@axis/UPI,749811738175,669.00,,751118.28
26-01-2025,UPI/CR/156294440531/Sushma/FDRL/sushma965@ptsbi/UPI,795405241545,,"7,000.83",758119.11
27-01-2025,UPI/DR/870257183270/Myntra/PAYTM/myntra@ybl/UPI,197050736840,"4,750.43",,753368.68
28-01-2025,ATM CASH WITHDRAWAL/41954/AMRITSAR,964442207842,"5,000.00",,748368.68
29-01-2025,POS HP PETROL PUMP AMRITSAR,351876778543,"4,200.89",,744167.79
29-01-2025,UPI/DR/501579286993/Uber/PAYTM/uber@paytm/UPI,939854760743,770.13,,743397.66
29-01-2025,POS BIG BAZAAR AMRITSAR,136098967831,"3,400.65",,739997.01
30-01-2025,UPI/DR/867768463664/Lata/UCBA/lata.tiwari@apl/UPI,020381058417,"12,850.07",,727146.94
30-01-2025,UPI/DR/462144457432/Sushma/HDFC/sushmadube96@okaxis/UPI,247377349064,"4,100.76",,723046.18
30-01-2025,POS RELIANCE MART AMRITSAR,335784184031,"5,000.54",,718045.64
30-01-2025,UPI/DR/096409479985/Kamal/BARB/kamaljosh49@oksbi/UPI,207796164363,"15,300.03",,702745.61
31-01-2025,POS VISHAL MEGA MART AMRITSAR,214787360095,"4,600.07",,698145.54
31-01-2025,POS MAX FASHION AMRITSAR,887387185749,"1,250.75",,696894.79
01-02-2025,UPI/CR/261711342453/Mohit/BKID/1927796142@oksbi/UPI,247872987709,,"18,200.24",715095.03
01-02-2025,UPI/DR/032864616367/Nisha/FDRL/8416171259@axl/UPI,688397594777,"9,200.60",,705894.43
01-02-2025,UPI/DR/544299015202/Rohit/HDFC/rohitkuma37@axl/UPI,971197227521,"4,650.11",,701244.32
01-02-2025,UPI/DR/474076197373/Swiggy/ICICI/swiggy@icici/UPI,071062558497,500.86,,700743.46
02-02-2025,UPI/DR/630874957339/Hathway/RAZORPAY/broadband@paytm/UPI,579898810405,"1,299.00",,699444.46
02-02-2025,UPI/DR/763198034739/Jio/PAYTM/airtel@axis/UPI,939024911941,929.00,,698515.46
02-02-2025,UPI/DR/954687350858/Ola/ICICI/olamoney@ola/UPI,933808225726,"2,090.58",,696424.88
03-02-2025,POS RELIANCE MART AMRITSAR,346805905951,"5,250.57",,691174.31
04-02-2025,UPI/DR/447881855543/Rapido/PAYTM/rapido@icici/UPI,095123457649,450.41,,690723.90
04-02-2025,UPI/CR/036315792271/Meena/KKBK/meenathap10@ptsbi/UPI,850844364821,,"7,700.29",698424.19
05-02-2025,UPI/DR/246115373236/Zomato/ICICI/zomato@axisbank/UPI,927459312266,"2,680.96",,695743.23
06-02-2025,SALARY CREDIT/S2542495690840/Blue Dart Express Ltd,799346456929,,"97,619.98",793363.21
06-02-2025,IMPS-998922963981-Lalit Patel,277975259957,"31,000.36",,762362.85
07-02-2025,POS SHELL FUEL STATION AMRITSAR,414718225851,"3,550.07",,758812.78
08-02-2025,UPI/DR/153613369662/Girish/PUNB/girishrao33@oksbi/UPI,574854462797,"18,300.76",,740512.02
08-02-2025,UPI/CR/848885880373/Asha/FDRL/ashaagar97@ptyes/UPI,828587052527,,"17,450.92",757962.94
09-02-2025,UPI/DR/887645081532/LIC/LICI/licindia@licindia/UPI,430481716118,"8,200.00",,749762.94
10-02-2025,UPI/CR/272942519477/Mina/UTIB/mina256@kotak/UPI,392900857789,,"18,150.04",767912.98
10-02-2025,POS SHOPPERS STOP AMRITSAR,043733705296,"8,400.50",,759512.48
11-02-2025,NACH/MANDATE/RNT8279578/RENT MANDATE,239215331629,"24,500.00",,735012.48
12-02-2025,NACH/MANDATE/LN135530784778/HDFC Ltd,743850509257,"8,000.00",,727012.48
13-02-2025,UPI/DR/196594115275/PhonePe/ICICI/phonepe@ybl/UPI,068105984855,470.17,,726542.31
13-02-2025,UPI/DR/644465752010/Deepa/KKBK/deepa563@kotak/UPI,948325412430,"3,600.42",,722941.89
14-02-2025,UPI/DR/515591175770/BigBasket/ICICI/bigbasket@ybl/UPI,940564734593,"1,770.54",,721171.35
14-02-2025,UPI/DR/830419887472/Jio/PAYTM/airtel@axis/UPI,348504229784,639.00,,720532.35
15-02-2025,UPI/DR/001270873344/BSNL/ICICI/bsnlbroadband@upi/UPI,634151153704,180.55,,720351.80
15-02-2025,UPI/CR/495563705900/Lata/FDRL/lata.mehta@apl/UPI,522190576820,,"19,800.43",740152.23
16-02-2025,ATM CASH WITHDRAWAL/19278/AMRITSAR,220542419475,"7,000.00",,733152.23
16-02-2025,POS SHELL FUEL STATION AMRITSAR,882973981464,"2,650.56",,730501.67
16-02-2025,POS SHELL FUEL STATION AMRITSAR,290803080966,"4,350.69",,726150.98
17-02-2025,ATM CASH WITHDRAWAL/64610/AMRITSAR,780770040289,"3,000.00",,723150.98
17-02-2025,UPI/DR/980854250500/BSNL/ICICI/bsnlbroadband@upi/UPI,618152191910,"1,920.66",,721230.32
18-02-2025,UPI/DR/088633693076/Manish/BARB/manish.pillai@paytm/UPI,878370412890,"4,200.30",,717030.02
18-02-2025,UPI/DR/491827645144/Dunzo/ICICI/dunzo@razorpay/UPI,834555058829,660.50,,716369.52
18-02-2025,UPI/DR/129285201658/Apollo/ICICI/apollopharmacy@ybl/UPI,356869119652,"3,230.89",,713138.63
18-02-2025,UPI/DR/289974938641/Akash/FDRL/akash340@pthdfc/UPI,811714785788,"12,250.66",,700887.97
19-02-2025,UPI/DR/799381770632/Amazon/PAYTM/amazon@apl/UPI,244476275973,"4,450.39",,696437.58
19-02-2025,UPI/DR/687986377302/KSEB/UPIN/ksebpayment@upi/UPI,984195064893,"3,900.15",,692537.43
20-02-2025,UPI/CR/472104176297/Pallavi/BKID/2941656601@okaxis/UPI,645360764923,,"10,250.63",702788.06
20-02-2025,UPI/DR/245202232466/Jio/PAYTM/airtel@axis/UPI,125472552906,389.00,,702399.06
21-02-2025,UPI/DR/356424459503/Ola/PAYTM/olamoney@ola/UPI,969629886921,780.30,,701618.76
21-02-2025,NEFT/N1549902364335/L&T Infotech Ltd,979432402199,,"22,500.12",724118.88
22-02-2025,UPI/DR/892317990826/Indane/ICICI/indanegas@upi/UPI,104282449603,"1,750.30",,722368.58
23-02-2025,POS METRO CASH CARRY AMRITSAR,528870658488,"3,500.88",,718867.70
23-02-2025,UPI/DR/569913195944/Ola/ICICI/olamoney@ola/UPI,984054044031,300.26,,718567.44
24-02-2025,ATM CASH WITHDRAWAL/79746/AMRITSAR,105979437386,"8,500.00",,710067.44
25-02-2025,UPI/DR/198969534658/BigBasket/ICICI/bigbasket@ybl/UPI,977803144243,"1,190.21",,708877.23
25-02-2025,POS HP PETROL PUMP AMRITSAR,591020987774,"4,350.93",,704526.30
25-02-2025,ATM CASH WITHDRAWAL/25415/AMRITSAR,699600763598,"8,500.00",,696026.30
25-02-2025,UPI/DR/358469963665/IRCTC/ICICI/irctc@upi/UPI,146643387426,599.00,,695427.30
27-02-2025,UPI/DR/838937593695/PhonePe/ICICI/phonepe@ybl/UPI,003132887090,"2,680.13",,692747.17
28-02-2025,UPI/DR/806036589089/Rapido/PAYTM/rapido@icici/UPI,924777186676,260.66,,692486.51
28-02-2025,UPI/CR/763840378307/Poonam/BARB/poonam331@paytm/UPI,745331811993,,"12,550.48",705036.99
01-03-2025,GST ON CHARGES,952552215174,73.80,,704963.19
01-03-2025,UPI/DR/009411478810/Tarun/KKBK/tarun191@apl/UPI,984735774906,"15,850.47",,689112.72
01-03-2025,UPI/CR/295346555091/Siddharth/UTIB/siddharthjain51@ptsbi/UPI,372565131176,,"13,300.36",702413.08
01-03-2025,UPI/DR/603511166747/Nisha/UTIB/nisha.kapoor@okhdfcbank/UPI,131861556738,"5,000.73",,697412.35
01-03-2025,UPI/CR/864964741505/Anil/FDRL/anilchau53@aubank/UPI,197428382562,,"5,800.00",703212.35
01-03-2025,MAINTENANCE CHARGES,013202122299,410.00,,702802.35
01-03-2025,UPI/DR/562752978393/Sarita/PUNB/sarita.patel@ptaxis/UPI,783366956549,"3,150.24",,699652.11
01-03-2025,POS MORE SUPER MARKET AMRITSAR,295938284859,500.22,,699151.89
02-03-2025,UPI/DR/421701873745/BigBasket/ICICI/bigbasket@ybl/UPI,115022554655,"1,790.45",,697361.44
03-03-2025,UPI/DR/233230828062/Gaurav/SBIN/gaurav.pillai@upi/UPI,468402057358,"11,650.56",,685710.88
03-03-2025,SALARY CREDIT/S2257945100856/Blue Dart Express Ltd,893732629237,,"97,843.98",783554.86
03-03-2025,POS SHELL FUEL STATION AMRITSAR,417449982236,"1,700.34",,781854.52
04-03-2025,UPI/CR/759674896621/Pooja/PUNB/poojachop97@ibl/UPI,345334624804,,"2,250.82",784105.34
05-03-2025,NACH/MANDATE/RNT1673823/RENT MANDATE,656573285003,"24,500.00",,759605.34
05-03-2025,ATM CASH WITHDRAWAL/10394/AMRITSAR,537034779743,"6,000.00",,753605.34
07-03-2025,NEFT/N3459143145644/Accenture India Pvt ,099589675906,,"22,500.29",776105.63
07-03-2025,UPI/CR/563483869454/Sangita/BDBL/sangita.pandey@apl/UPI,379734137285,,"16,350.91",792456.54
07-03-2025,UPI/DR/808327555512/Rakesh/BARB/rakesh172@ptsbi/UPI,706896391856,"17,300.40",,775156.14
07-03-2025,POS RELIANCE PETROLEUM AMRITSAR,114943177290,"2,150.14",,773006.00
07-03-2025,POS STAR BAZAAR AMRITSAR,932784181665,"8,150.60",,764855.40
07-03-2025,UPI/DR/595614996124/Uber/ICICI/uber@paytm/UPI,237676841433,230.74,,764624.66
08-03-2025,UPI/DR/562966308006/Jio/PAYTM/airtel@axis/UPI,117893819959,309.00,,764315.66
08-03-2025,NACH/MANDATE/LN135530784778/HDFC Ltd,466938691542,"8,000.00",,756315.66
09-03-2025,UPI/DR/825656198007/Hathway/RAZORPAY/broadband@paytm/UPI,724385059063,799.00,,755516.66
09-03-2025,UPI/DR/128874862284/Jio/PAYTM/airtel@axis/UPI,750686753265,909.00,,754607.66
09-03-2025,UPI/DR/249108511825/Amazon/ICICI/amazon@apl/UPI,268442814465,"1,040.43",,753567.23
09-03-2025,UPI/DR/202164190441/MedPlus/ICICI/medplus@icici/UPI,294556522912,210.10,,753357.13
10-03-2025,UPI/CR/256803318421/Varsha/UCBA/varshamukh17@pthdfc/UPI,555919597794,,"1,200.97",754558.10
10-03-2025,UPI/DR/775599305236/Jio/PAYTM/airtel@axis/UPI,446900237598,239.00,,754319.10
10-03-2025,UPI/DR/282252934574/Zomato/ICICI/zomato@axisbank/UPI,072588740827,"1,050.19",,753268.91
10-03-2025,UPI/DR/634530675781/Rapido/PAYTM/rapido@icici/UPI,613582446227,440.88,,752828.03
10-03-2025,UPI/CR/448725055159/Kunal/UTIB/kunal890@ibl/UPI,910985180667,,"2,850.10",755678.13
11-03-2025,UPI/DR/332774263065/Deepak/UTIB/deepak.chopra@ibl/UPI,963325130166,"11,700.90",,743977.23
12-03-2025,UPI/DR/715235394859/Meesho/PAYTM/meesho@ybl/UPI,465951949584,"2,650.06",,741327.17
12-03-2025,UPI/DR/989014449206/LIC/LICI/licindia@licindia/UPI,734468982215,"8,200.00",,733127.17
13-03-2025,UPI/DR/652133081763/Kapil/BDBL/kapil.sethi@apl/UPI,073125197466,"11,900.35",,721226.82
13-03-2025,UPI/DR/756717607330/Ola/PAYTM/olamoney@ola/UPI,251475698918,370.60,,720856.22
13-03-2025,UPI/DR/938011258517/Zepto/ICICI/zepto@apl/UPI,398080056014,"2,070.99",,718785.23
14-03-2025,UPI/DR/087768168748/Uber/PAYTM/uber@paytm/UPI,363142500253,520.99,,718264.24
14-03-2025,UPI/DR/263679560800/Flipkart/PAYTM/flipkart@ybl/UPI,339628954008,700.71,,717563.53
14-03-2025,UPI/DR/510494606721/Kamal/UTIB/kamal.rao@ptyes/UPI,863591331224,"10,450.98",,707112.55
14-03-2025,UPI/DR/686954419949/Jio/PAYTM/airtel@axis/UPI,972581664955,199.00,,706913.55
15-03-2025,UPI/DR/413414906687/Sarita/BDBL/saritamalh18@paytm/UPI,514977682082,"11,900.43",,695013.12
15-03-2025,UPI/DR/934617745419/Jio/PAYTM/airtel@axis/UPI,383665476756,589.00,,694424.12
15-03-2025,POS LIFESTYLE STORES AMRITSAR,859429211967,"6,250.85",,688173.27
16-03-2025,POS V MART AMRITSAR,926705142054,"4,000.60",,684172.67
16-03-2025,UPI/DR/966752004594/Rohit/BARB/rohitredd91@ptaxis/UPI,043080905898,"11,550.30",,672622.37
17-03-2025,POS BHARAT PETROLEUM AMRITSAR,914130884642,"1,300.56",,671321.81
17-03-2025,UPI/DR/030471369217/Flipkart/ICICI/flipkart@ybl/UPI,679136294605,"2,620.26",,668701.55
18-03-2025,UPI/DR/954145052933/Anil/FDRL/anil.banerjee@okicici/UPI,973692788863,"12,600.82",,656100.73
19-03-2025,UPI/DR/181244032536/Indane/ICICI/indanegas@upi/UPI,968211796774,"1,400.35",,654700.38
19-03-2025,UPI/DR/994797137347/Meena/BKID/0945320505@okaxis/UPI,059294119498,"1,850.40",,652849.98
19-03-2025,UPI/DR/648129230295/Flipkart/ICICI/flipkart@ybl/UPI,300527287489,"1,960.66",,650889.32
19-03-2025,UPI/DR/276650781233/Zomato/ICICI/zomato@axisbank/UPI,354782479126,"1,170.13",,649719.19
19-03-2025,UPI/DR/764686786009/Flipkart/ICICI/flipkart@ybl/UPI,219151698119,"1,790.99",,647928.20
19-03-2025,UPI/DR/221607021739/Deepak/BARB/deepak762@ptyes/UPI,712191896012,"3,950.81",,643977.39
20-03-2025,UPI/DR/540910280347/KSEB/UPIN/ksebpayment@upi/UPI,449852395112,"1,300.56",,642676.83
20-03-2025,UPI/DR/201917459159/BigBasket/ICICI/bigbasket@ybl/UPI,244576928120,"2,600.86",,640075.97
20-03-2025,POS VISHAL MEGA MART AMRITSAR,054892815021,"5,200.83",,634875.14
20-03-2025,UPI/DR/061671693930/Kunal/HDFC/kunal.dutta@axl/UPI,855296399315,"17,800.30",,617074.84
20-03-2025,UPI/DR/754563151160/Amazon/PAYTM/amazon@apl/UPI,980779311868,"5,500.15",,611574.69
20-03-2025,ATM CASH WITHDRAWAL/91507/AMRITSAR,987065546230,"6,000.00",,605574.69
21-03-2025,UPI/DR/720994121728/Ola/PAYTM/olamoney@ola/UPI,706694982489,230.69,,605344.00
21-03-2025,POS D MART AMRITSAR,631103827124,"5,350.84",,599993.16
22-03-2025,IMPS-626793747867-Rajan Mishra,623499667909,"39,000.59",,560992.57
22-03-2025,POS RELIANCE PETROLEUM AMRITSAR,110851929797,"2,900.56",,558092.01
23-03-2025,UPI/DR/982822751224/Uber/ICICI/uber@paytm/UPI,027637908315,930.48,,557161.53
23-03-2025,POS SHOPPERS STOP AMRITSAR,095188979583,"2,250.23",,554911.30
23-03-2025,UPI/DR/770550448545/Jio/ICICI/jio@paytm/UPI,034204231390,"1,550.39",,553360.91
