Date,Time,Narration,Debit,Credit,Balance,Account_ID,Bank_Name,Transaction_ID,Reference_Number,Transaction_Reference,Cheque_Number,IFSC_Code,flag_reason,mismatch_diagnosis,source_account_id
19/01/2025,,NACH DR-2268514888-ICICI BANK EMI-887137,7500.0,0.0,300824.0,UNKNOWN-mt_case_01,Unknown Bank,50603887137_000003,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
19/01/2025,15:40:56,UPI/464220357214/DR/INDIANOIL/SBIN/fuelpay@ybl@sbin0320092.ifsc.npci/UPI,2805.0,0.0,159349.0,UNKNOWN-mt_case_01,Unknown Bank,24281907163731_000004,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
20/01/2025,,UPI/027063002831/19:18:37/UPI/bbdaily@okhdfcbank@idfb0539289.ifsc.npci/Payment/BIGBASKET,3348.0,0.0,231589.0,UNKNOWN-mt_case_01,Unknown Bank,89477031740948_000003,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
21/01/2025,,UPI/MOB/194744070569/Pay request to IRCTC/irctc.pay@axisbank@punb0936870.ifsc.npci,803.0,0.0,300021.0,UNKNOWN-mt_case_01,Unknown Bank,50603887137_000004,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
21/01/2025,,UPI/DR/401044981419/IRCT/IDFB/**irctc.pay@axisbank@idfb0698174.ifsc.npci/UPI//ICI8680643985/IRCTC,2713.0,0.0,334069.0,UNKNOWN-mt_case_01,Unknown Bank,959195047945_000005,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
22/01/2025,,UPI/430263090776/P2A/bescom.bill@upi@sbin0341102.ifsc.npci/BESCOM CDCI CDCI,607.0,0.0,114672.0,UNKNOWN-mt_case_01,Unknown Bank,3545244589369467_000004,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
22/01/2025,,UPI/DR/751723914485/IRCT/IDFB/**irctc.pay@axisbank@idfb0310936.ifsc.npci/UPI//ICI3527011985/IRCTC,433.0,0.0,333636.0,UNKNOWN-mt_case_01,Unknown Bank,959195047945_000006,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
23/01/2025,,UPI/MOB/432009206473/Pay request to Bigbasket/bbdaily@okhdfcbank@barb0758200.ifsc.npci/BIGBASKET,1947.0,0.0,295988.0,UNKNOWN-mt_case_01,Unknown Bank,50603887137_000006,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
23/01/2025,,UPI/480354992617/15:06:57/UPI/airtel.recharge@airtel@cnrb0303526.ifsc.npci/Payment/AIRTEL,685.0,0.0,227841.0,UNKNOWN-mt_case_01,Unknown Bank,89477031740948_000005,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
24/01/2025,,UPI/MOB/492289239019/Pay request to Indianoil/fuelpay@ybl@hdfc0389884.ifsc.npci/INDIANOIL,771.0,0.0,295217.0,UNKNOWN-mt_case_01,Unknown Bank,50603887137_000007,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
24/01/2025,,UPI/819957053339/13:09:03/UPI/jio.mobile@ibl@idib0107786.ifsc.npci/Payment/JIO,2661.0,0.0,225180.0,UNKNOWN-mt_case_01,Unknown Bank,89477031740948_000006,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
25/01/2025,,UPI/036686241015/DR/INDIANOIL/IDFB/fuelpay@ybl@idfb0648413.ifsc.npci/UPI,1187.0,0.0,84015.0,UNKNOWN-mt_case_01,Unknown Bank,6564227161247_000007,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
26/01/2025,,UPI/088352952399/09:39:32/UPI/medplus@ybl@punb0771609.ifsc.npci/Payment/PHARMACY,3893.0,0.0,221287.0,UNKNOWN-mt_case_01,Unknown Bank,89477031740948_000007,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
27/01/2025,,NACH DR-2385912977-BAJAJ FINANCE EMI-163731,11200.0,0.0,138759.0,UNKNOWN-mt_case_01,Unknown Bank,24281907163731_000009,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
27/01/2025,,UPI/DR/212807025814/JIO/IDFB/**jio.mobile@ibl@idfb0583606.ifsc.npci/UPI//ICI0771258736,4205.0,0.0,325248.0,UNKNOWN-mt_case_01,Unknown Bank,959195047945_000008,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
28/01/2025,,UPI/603689229533/DR/AIRTEL/IDIB/airtel.recharge@airtel@idib0398593.ifsc.npci/UPI,2500.0,0.0,81515.0,UNKNOWN-mt_case_01,Unknown Bank,6564227161247_000008,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
29/01/2025,,NACH DR-1211233166-HDFC BANK EMI-163731,21400.0,0.0,117359.0,UNKNOWN-mt_case_01,Unknown Bank,24281907163731_000010,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
29/01/2025,,UPI/383289633032/DR/AIRTEL/UTIB/airtel.recharge@airtel@utib0443992.ifsc.npci/UPI,1258.0,0.0,80257.0,UNKNOWN-mt_case_01,Unknown Bank,6564227161247_000009,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
29/01/2025,09:07:55,UPI/MOB/461110789770/Pay request to INDIANOIL/fuelpay@ybl@cnrb0949988.ifsc.npci,3604.0,0.0,288620.0,UNKNOWN-mt_case_01,Unknown Bank,50603887137_000009,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
31/01/2025,,MAB CHARGES,29.0,0.0,288591.0,UNKNOWN-mt_case_01,Unknown Bank,50603887137_000010,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
31/01/2025,,UPI/945734698382/09:27:24/UPI/fuelpay@ybl@kkbk0451532.ifsc.npci/Payment/INDIANOIL,3432.0,0.0,211689.0,UNKNOWN-mt_case_01,Unknown Bank,89477031740948_000010,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
01/02/2025,,ATM WDR 5933 PNB \PNB KOZHIKODE \ KOZHIKODE CDCI CDCI,8000.0,0.0,97103.0,UNKNOWN-mt_case_01,Unknown Bank,3545244589369467_000008,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
02/02/2025,,NACH DR-6375955784-HDFC BANK EMI-163731,21400.0,0.0,95941.0,UNKNOWN-mt_case_01,Unknown Bank,24281907163731_000012,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
02/02/2025,,UPI/131101205764/DR/DMART/PUNB/dmart.pay@okaxis@punb0933254.ifsc.npci/UPI,2959.0,0.0,61448.0,UNKNOWN-mt_case_01,Unknown Bank,6564227161247_000011,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
03/02/2025,,NACH DR-2353696859-ICICI BANK EMI-161247,11200.0,0.0,50248.0,UNKNOWN-mt_case_01,Unknown Bank,6564227161247_000012,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
04/02/2025,,NACH DR-9633995492-HDFC BANK EMI-887137,15850.0,0.0,266686.0,UNKNOWN-mt_case_01,Unknown Bank,50603887137_000013,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
04/02/2025,14:33:52,UPI/959677330791/P2A/irctc.pay@axisbank@icic0505010.ifsc.npci/Irctc CDCI CDCI/IRCTC,1271.0,0.0,95832.0,UNKNOWN-mt_case_01,Unknown Bank,3545244589369467_000009,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
05/02/2025,21:38:16,UPI/935096776084/DR/BIGBASKET/FDRL/bbdaily@okhdfcbank@fdrl0174866.ifsc.npci/UPI,1927.0,0.0,94014.0,UNKNOWN-mt_case_01,Unknown Bank,24281907163731_000013,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
06/02/2025,,UPI/138415851219/DR/JIO/CNRB/jio.mobile@ibl@cnrb0200468.ifsc.npci/UPI,312.0,0.0,39936.0,UNKNOWN-mt_case_01,Unknown Bank,6564227161247_000014,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
06/02/2025,,UPI/DR/997883449834/INDI/CNRB/**fuelpay@ybl@cnrb0864365.ifsc.npci/UPI//ICI5644963805/INDIANOIL,971.0,0.0,306069.0,UNKNOWN-mt_case_01,Unknown Bank,959195047945_000013,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
07/02/2025,,UPI/597388094307/DR/JIO/PUNB/jio.mobile@ibl@punb0634985.ifsc.npci/UPI,3591.0,0.0,36345.0,UNKNOWN-mt_case_01,Unknown Bank,6564227161247_000015,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
07/02/2025,,NACH DR-0708771728-ICICI BANK EMI-047945,7500.0,0.0,298569.0,UNKNOWN-mt_case_01,Unknown Bank,959195047945_000014,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
08/02/2025,,UPI/946181142519/14:53:00/UPI/dmart.pay@okaxis@kkbk0773185.ifsc.npci/Payment/DMART,3037.0,0.0,202817.0,UNKNOWN-mt_case_01,Unknown Bank,89477031740948_000014,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
09/02/2025,14:49:26,SMS ALERT CHARGES NEW,118.0,0.0,265398.0,UNKNOWN-mt_case_01,Unknown Bank,50603887137_000015,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
10/02/2025,08:02:13,UPI/698268314500/15:52:00/UPI/airtel.recharge@airtel@barb0769970.ifsc.npci/Payment/AIRTEL,3659.0,0.0,199158.0,UNKNOWN-mt_case_01,Unknown Bank,89477031740948_000015,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
10/02/2025,13:57:10,UPI/DR/907992506172/BIGB/IDIB/**bbdaily@okhdfcbank@idib0463132.ifsc.npci/UPI//ICI2077901062/BIGBASKET,1255.0,0.0,297314.0,UNKNOWN-mt_case_01,Unknown Bank,959195047945_000015,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
11/02/2025,,UPI/180847145192/DR/IRCTC/HDFC/irctc.pay@axisbank@hdfc0828965.ifsc.npci/UPI,3299.0,0.0,32479.0,UNKNOWN-mt_case_01,Unknown Bank,6564227161247_000017,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
12/02/2025,,FT NEFT/FDRLN2502123751887/BANSILAL TRADERS/BANSILAL TRADERS TRF 12-Feb-25,0.0,37515.0,111605.0,UNKNOWN-mt_case_01,Unknown Bank,24281907163731_000017,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
12/02/2025,,NEFT/PUNBN2502127277999/LEGEND PRIME CDCI CDCI,0.0,55247.0,148401.0,UNKNOWN-mt_case_01,Unknown Bank,3545244589369467_000013,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
12/02/2025,,UPI/601506952557/DR/IRCTC/PUNB/irctc.pay@axisbank@punb0933586.ifsc.npci/UPI,2156.0,0.0,30323.0,UNKNOWN-mt_case_01,Unknown Bank,6564227161247_000018,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
13/02/2025,,UPI/616239248115/P2A/jio.mobile@ibl@mahb0457706.ifsc.npci/Jio CDCI CDCI/JIO,4198.0,0.0,144203.0,UNKNOWN-mt_case_01,Unknown Bank,3545244589369467_000014,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
14/02/2025,,UPI/797420503094/P2A/airtel.recharge@airtel@idfb0936561.ifsc.npci/AIRTEL CDCI CDCI,3743.0,0.0,140460.0,UNKNOWN-mt_case_01,Unknown Bank,3545244589369467_000015,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
14/02/2025,,UPI/094049744714/DR/PHARMACY/IDFB/medplus@ybl@idfb0416199.ifsc.npci/UPI,2513.0,0.0,27810.0,UNKNOWN-mt_case_01,Unknown Bank,6564227161247_000019,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
14/02/2025,,UPI/DR/227159923802/IRCT/SBIN/**irctc.pay@axisbank@sbin0440424.ifsc.npci/UPI//ICI1611970069/IRCTC,382.0,0.0,364052.0,UNKNOWN-mt_case_01,Unknown Bank,959195047945_000018,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
15/02/2025,,NEFT CR-SBIN0530003-GLOBAL ENTERPRISE-CNRBN2502154582160,0.0,78803.0,106613.0,UNKNOWN-mt_case_01,Unknown Bank,6564227161247_000020,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
16/02/2025,,UPI/880478318669/DR/DMART/PUNB/dmart.pay@okaxis@punb0649131.ifsc.npci/UPI,1695.0,0.0,91197.0,UNKNOWN-mt_case_01,Unknown Bank,24281907163731_000021,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
16/02/2025,11:08:53,MONTHLY SMS CHARGES,118.0,0.0,264243.0,UNKNOWN-mt_case_01,Unknown Bank,89477031740948_000019,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
18/02/2025,,UPI/713933520046/DR/BESCOM/SBIN/bescom.bill@upi@sbin0224595.ifsc.npci/UPI,4035.0,0.0,87162.0,UNKNOWN-mt_case_01,Unknown Bank,24281907163731_000022,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
18/02/2025,,UPI/115946727731/DR/PHARMACY/PUNB/medplus@ybl@punb0813859.ifsc.npci/UPI,1411.0,0.0,101305.0,UNKNOWN-mt_case_01,Unknown Bank,6564227161247_000022,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
19/02/2025,,NACH DR-4161498846-HDFC BANK EMI-047945,7500.0,0.0,354234.0,UNKNOWN-mt_case_01,Unknown Bank,959195047945_000020,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
21/02/2025,,UPI/692269689087/DR/IRCTC/KKBK/irctc.pay@axisbank@kkbk0553600.ifsc.npci/UPI,314.0,0.0,86848.0,UNKNOWN-mt_case_01,Unknown Bank,24281907163731_000023,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
21/02/2025,,UPI/400549624946/21:47:59/UPI/dmart.pay@okaxis@cnrb0362586.ifsc.npci/Payment/DMART,4172.0,0.0,257818.0,UNKNOWN-mt_case_01,Unknown Bank,89477031740948_000021,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
22/02/2025,,UPI/471742113679/P2A/airtel.recharge@airtel@barb0430549.ifsc.npci/Airtel CDCI CDCI/AIRTEL,4442.0,0.0,132259.0,UNKNOWN-mt_case_01,Unknown Bank,3545244589369467_000018,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
22/02/2025,,UPI/DR/642869733491/IRCT/CNRB/**irctc.pay@axisbank@cnrb0439118.ifsc.npci/UPI//ICI6263531739/IRCTC,1289.0,0.0,352945.0,UNKNOWN-mt_case_01,Unknown Bank,959195047945_000021,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
23/02/2025,12:06:26,UPI/072891416178/P2A/bescom.bill@upi@kkbk0575734.ifsc.npci/BESCOM CDCI CDCI,505.0,0.0,131754.0,UNKNOWN-mt_case_01,Unknown Bank,3545244589369467_000019,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
24/02/2025,,UPI/MOB/151492968558/Pay request to DMART/dmart.pay@okaxis@sbin0320905.ifsc.npci,2741.0,0.0,321732.0,UNKNOWN-mt_case_01,Unknown Bank,50603887137_000022,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
24/02/2025,08:41:38,UPI/981632450497/DR/JIO/MAHB/jio.mobile@ibl@mahb0409420.ifsc.npci/UPI,2723.0,0.0,84125.0,UNKNOWN-mt_case_01,Unknown Bank,24281907163731_000024,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
25/02/2025,10:54:24,UPI/899068183342/18:54:19/UPI/irctc.pay@axisbank@sbin0242174.ifsc.npci/Payment/IRCTC,4244.0,0.0,250883.0,UNKNOWN-mt_case_01,Unknown Bank,89477031740948_000023,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
26/02/2025,12:11:11,UPI/887923080604/P2A/irctc.pay@axisbank@hdfc0159418.ifsc.npci/Irctc CDCI CDCI/IRCTC,3931.0,0.0,127823.0,UNKNOWN-mt_case_01,Unknown Bank,3545244589369467_000020,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
27/02/2025,,UPI/MOB/303491889288/Pay request to DMART/dmart.pay@okaxis@kkbk0221091.ifsc.npci,1426.0,0.0,320306.0,UNKNOWN-mt_case_01,Unknown Bank,50603887137_000023,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
28/02/2025,,UPI/MOB/683435603975/Pay request to INDIANOIL/fuelpay@ybl@kkbk0739461.ifsc.npci,2422.0,0.0,317884.0,UNKNOWN-mt_case_01,Unknown Bank,50603887137_000024,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
01/03/2025,,UPI/314240539402/P2A/medplus@ybl@punb0303599.ifsc.npci/PHARMACY CDCI CDCI,2371.0,0.0,125452.0,UNKNOWN-mt_case_01,Unknown Bank,3545244589369467_000021,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
01/03/2025,17:20:46,UPI/MOB/818043864877/Pay request to Jio/jio.mobile@ibl@mahb0992281.ifsc.npci/JIO,4334.0,0.0,313550.0,UNKNOWN-mt_case_01,Unknown Bank,50603887137_000025,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
02/03/2025,,SMS ALERT CHARGES NEW,9.0,0.0,88845.0,UNKNOWN-mt_case_01,Unknown Bank,6564227161247_000029,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
03/03/2025,,UPI/798544888243/DR/AIRTEL/CNRB/airtel.recharge@airtel@cnrb0557420.ifsc.npci/UPI,2485.0,0.0,74281.0,UNKNOWN-mt_case_01,Unknown Bank,24281907163731_000027,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
03/03/2025,,UPI/523605965691/08:36:51/UPI/bescom.bill@upi@kkbk0218669.ifsc.npci/Payment/BESCOM,823.0,0.0,248574.0,UNKNOWN-mt_case_01,Unknown Bank,89477031740948_000025,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
04/03/2025,,UPI/714115003006/P2A/irctc.pay@axisbank@hdfc0899393.ifsc.npci/Irctc CDCI CDCI/IRCTC,2218.0,0.0,123234.0,UNKNOWN-mt_case_01,Unknown Bank,3545244589369467_000022,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
05/03/2025,,UPI/368236626327/DR/AIRTEL/ICIC/airtel.recharge@airtel@icic0395964.ifsc.npci/UPI,2988.0,0.0,71293.0,UNKNOWN-mt_case_01,Unknown Bank,24281907163731_000028,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
05/03/2025,,UPI/326758382453/19:32:55/UPI/bbdaily@okhdfcbank@barb0994500.ifsc.npci/Payment/BIGBASKET,3844.0,0.0,244730.0,UNKNOWN-mt_case_01,Unknown Bank,89477031740948_000026,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
06/03/2025,,NACH DR-0301307194-ICICI BANK EMI-047945,7500.0,0.0,331439.0,UNKNOWN-mt_case_01,Unknown Bank,959195047945_000027,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
07/03/2025,,UPI/514263807573/DR/IRCTC/MAHB/irctc.pay@axisbank@mahb0263138.ifsc.npci/UPI,2090.0,0.0,69203.0,UNKNOWN-mt_case_01,Unknown Bank,24281907163731_000029,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
07/03/2025,,UPI/DR/380258791008/IRCT/UTIB/**irctc.pay@axisbank@utib0332421.ifsc.npci/UPI//ICI0749616974/IRCTC,2807.0,0.0,328632.0,UNKNOWN-mt_case_01,Unknown Bank,959195047945_000028,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
08/03/2025,,UPI/955870080234/DR/INDIANOIL/FDRL/fuelpay@ybl@fdrl0594790.ifsc.npci/UPI,327.0,0.0,83418.0,UNKNOWN-mt_case_01,Unknown Bank,6564227161247_000032,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
09/03/2025,,UPI/928292793444/P2A/airtel.recharge@airtel@idfb0157929.ifsc.npci/AIRTEL CDCI CDCI,1787.0,0.0,115763.0,UNKNOWN-mt_case_01,Unknown Bank,3545244589369467_000025,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
09/03/2025,17:39:01,UPI/MOB/139507206462/Pay request to Irctc/irctc.pay@axisbank@barb0177151.ifsc.npci/IRCTC,1975.0,0.0,303570.0,UNKNOWN-mt_case_01,Unknown Bank,50603887137_000028,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
10/03/2025,,GST,118.0,0.0,303452.0,UNKNOWN-mt_case_01,Unknown Bank,50603887137_000029,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
10/03/2025,10:21:58,UPI/DR/150242404014/BIGB/IDFB/**bbdaily@okhdfcbank@idfb0939815.ifsc.npci/UPI//ICI7751393889/BIGBASKET,2545.0,0.0,326087.0,UNKNOWN-mt_case_01,Unknown Bank,959195047945_000029,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
11/03/2025,,NEFT/PUNBN2503111755287/Meera Patel CDCI CDCI,150000.0,0.0,465763.0,UNKNOWN-mt_case_01,Unknown Bank,3545244589369467_000027,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
12/03/2025,,UPI/303864569413/P2A/irctc.pay@axisbank@idfb0811478.ifsc.npci/IRCTC CDCI CDCI,4257.0,0.0,461506.0,UNKNOWN-mt_case_01,Unknown Bank,3545244589369467_000028,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
12/03/2025,22:25:49,UPI/MOB/209511045123/Pay request to INDIANOIL/fuelpay@ybl@cnrb0795761.ifsc.npci,4408.0,0.0,299044.0,UNKNOWN-mt_case_01,Unknown Bank,50603887137_000030,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
13/03/2025,,NEFT/PUNBN2503131754133/SACHIN SETHI CDCI CDCI,200000.0,0.0,261506.0,UNKNOWN-mt_case_01,Unknown Bank,3545244589369467_000029,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
13/03/2025,,CWDR/596879807725/13-03-2025 10:17:10/CMN,10000.0,0.0,316087.0,UNKNOWN-mt_case_01,Unknown Bank,959195047945_000030,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
14/03/2025,,UPI/423948703641/14:01:59/UPI/fuelpay@ybl@cnrb0607581.ifsc.npci/Payment/INDIANOIL,2380.0,0.0,381030.0,UNKNOWN-mt_case_01,Unknown Bank,89477031740948_000032,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
15/03/2025,,FT NEFT/FDRLN2503158914679/Apex Commerce Enterprise/Apex Commerce Enterprise TRF 15-Mar-25,0.0,81312.0,144277.0,UNKNOWN-mt_case_01,Unknown Bank,24281907163731_000034,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
15/03/2025,,UPI/MOB/501746860965/Pay request to INDIANOIL/fuelpay@ybl@kkbk0680437.ifsc.npci,1720.0,0.0,297324.0,UNKNOWN-mt_case_01,Unknown Bank,50603887137_000031,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
15/03/2025,,NEFT:ICICN2503150175544:BANSILAL TRADERS,0.0,55417.0,371326.0,UNKNOWN-mt_case_01,Unknown Bank,959195047945_000032,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
16/03/2025,,24281907163731:Int.Pd:16-12-2024 to 15-03-2025,0.0,366.0,144643.0,UNKNOWN-mt_case_01,Unknown Bank,24281907163731_000035,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
16/03/2025,,NEFT/PUNBN2503167689403/CARMEN TRINITY VENTURE CDCI CDCI,0.0,36998.0,296694.0,UNKNOWN-mt_case_01,Unknown Bank,3545244589369467_000031,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
16/03/2025,,NEFT/IDFBN2503166190825/BANSILAL TRADERS/UTIB0909489,0.0,64419.0,361743.0,UNKNOWN-mt_case_01,Unknown Bank,50603887137_000032,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
16/03/2025,,UPI/350508421051/DR/DMART/IDIB/dmart.pay@okaxis@idib0368687.ifsc.npci/UPI,246.0,0.0,297214.0,UNKNOWN-mt_case_01,Unknown Bank,6564227161247_000040,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
16/03/2025,,Credit Interest Capitalised,0.0,205.0,371531.0,UNKNOWN-mt_case_01,Unknown Bank,959195047945_000033,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
17/03/2025,,UPI/559374278427/DR/DMART/ICIC/dmart.pay@okaxis@icic0636481.ifsc.npci/UPI,2783.0,0.0,137544.0,UNKNOWN-mt_case_01,Unknown Bank,24281907163731_000037,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
17/03/2025,,50603887137:Int.Pd:17-12-2024 to 16-03-2025,0.0,293.0,437705.0,UNKNOWN-mt_case_01,Unknown Bank,50603887137_000035,,,,UNKNOWN,balance_mismatch,missing_transaction,acct_001
