Bank Name,UCO BANK
Account Number,3646678344002840
Account Holder Name,RENU SHUKLA
Branch,GOMTI NAGAR
IFSC Code,UCBA0694354
Statement Period,02-12-2024 To 09-05-2026

Date,Description,Ref/ChequeNo,Debit,Credit,Balance
12-12-2024,ATM CASH WITHDRAWAL/81865/JODHPUR,818687307724,"9,000.00",,1338707.31
12-12-2024,ATM CASH WITHDRAWAL/67326/JODHPUR,913151938210,"2,500.00",,1336207.31
13-12-2024,UPI/CR/197930098776/Mohit/KKBK/mohit921@ptyes/UPI,423641265958,,"5,600.64",1341807.95
13-12-2024,UPI/DR/633602790311/Vi/PAYTM/vi@airtelaxis/UPI,756011612791,259.00,,1341548.95
13-12-2024,NACH/MANDATE/LN095012157820/HDFC Ltd,428695215027,"15,500.00",,1326048.95
13-12-2024,UPI/CR/765849801154/Arun/BARB/arun628@upi/UPI,928904684871,,"9,300.01",1335348.96
14-12-2024,UPI/DR/270761340938/KSEB/UPIN/ksebpayment@upi/UPI,615838787357,"4,100.69",,1331248.27
14-12-2024,UPI/DR/836690253442/Indane/ICICI/indanegas@upi/UPI,014377562049,"1,900.06",,1329348.21
14-12-2024,UPI/DR/313091720800/Uber/PAYTM/uber@paytm/UPI,431834329560,550.74,,1328797.47
16-12-2024,UPI/CR/052249432344/Kavita/HDFC/kavita651@oksbi/UPI,751907861476,,"9,000.12",1337797.59
17-12-2024,UPI/DR/020836459673/Mahesh/FDRL/mahesh694@ibl/UPI,323534661306,"5,800.60",,1331996.99
18-12-2024,UPI/DR/258660049237/Dunzo/ICICI/dunzo@razorpay/UPI,159257666202,"1,360.12",,1330636.87
18-12-2024,UPI/DR/328969278485/Flipkart/ICICI/flipkart@ybl/UPI,028476982854,350.01,,1330286.86
18-12-2024,UPI/DR/851439285856/Ola/ICICI/olamoney@ola/UPI,160927896694,260.75,,1330026.11
19-12-2024,ATM CASH WITHDRAWAL/36230/JODHPUR,125419456509,"8,500.00",,1321526.11
19-12-2024,UPI/DR/784440664093/Priya/BKID/9635814617@okaxis/UPI,594848290923,"19,150.34",,1302375.77
19-12-2024,UPI/CR/933535556862/Sneha/BARB/sneha.malhotra@ptsbi/UPI,748404735593,,"4,600.42",1306976.19
21-12-2024,UPI/CR/980838114955/Shweta/BDBL/shweta.ahuja@kotak/UPI,342338279853,,"14,150.75",1321126.94
21-12-2024,UPI/DR/368424647775/Sunil/UCBA/sunil672@upi/UPI,560048106254,"11,750.13",,1309376.81
21-12-2024,UPI/DR/201092534116/PhonePe/ICICI/phonepe@ybl/UPI,047107095797,420.24,,1308956.57
21-12-2024,UPI/DR/215280268104/Myntra/PAYTM/myntra@ybl/UPI,635767656761,"2,250.37",,1306706.20
21-12-2024,POS BHARAT PETROLEUM JODHPUR,536582934416,"2,350.35",,1304355.85
22-12-2024,UPI/DR/968254510674/Ola/ICICI/olamoney@ola/UPI,423985308563,480.20,,1303875.65
22-12-2024,UPI/DR/590559465713/Sushma/HDFC/sushma698@paytm/UPI,118902391048,"18,800.56",,1285075.09
22-12-2024,UPI/CR/753428765319/Poonam/BARB/poonammukh64@pthdfc/UPI,150986643378,,"17,250.96",1302326.05
22-12-2024,POS HP PETROL PUMP JODHPUR,927115115683,"4,450.52",,1297875.53
23-12-2024,UPI/DR/620418098926/Vivek/KKBK/viveksing77@upi/UPI,969723559770,"19,800.97",,1278074.56
23-12-2024,UPI/DR/727678590076/Geeta/UCBA/geeta.gupta@ptaxis/UPI,288970337477,"4,550.23",,1273524.33
24-12-2024,UPI/DR/919730470064/Ola/ICICI/olamoney@ola/UPI,970159115962,"2,310.41",,1271213.92
24-12-2024,UPI/DR/959936870398/Akash/UTIB/akashmeht11@pthdfc/UPI,679854597453,"21,750.06",,1249463.86
25-12-2024,UPI/CR/702275423700/Pooja/PUNB/pooja322@upi/UPI,322976163863,,"11,100.82",1260564.68
26-12-2024,UPI/DR/057844469135/Jio/ICICI/jio@paytm/UPI,053473461479,570.07,,1259994.61
26-12-2024,UPI/DR/965272793085/Prashant/FDRL/prashantiyer91@okicici/UPI,395155291764,"13,900.53",,1246094.08
26-12-2024,UPI/DR/509746992125/Vi/PAYTM/vi@airtelaxis/UPI,242054202527,689.00,,1245405.08
27-12-2024,UPI/CR/961543951537/Mina/KKBK/mina420@okhdfcbank/UPI,752965835661,,"21,200.70",1266605.78
27-12-2024,UPI/DR/428761744346/Dunzo/ICICI/dunzo@razorpay/UPI,781747482756,"2,750.22",,1263855.56
27-12-2024,UPI/DR/105340363347/Vi/PAYTM/vi@airtelaxis/UPI,072418123007,869.00,,1262986.56
28-12-2024,INTEREST CREDIT,540773945891,,585.30,1263571.86
29-12-2024,UPI/DR/566952700206/Uber/PAYTM/uber@paytm/UPI,022021744268,780.30,,1262791.56
30-12-2024,UPI/DR/815213175044/PhonePe/ICICI/phonepe@ybl/UPI,462209010139,"1,460.88",,1261330.68
30-12-2024,POS SHOPPERS STOP JODHPUR,386725448507,"4,900.82",,1256429.86
02-01-2025,UPI/DR/277253489039/Amazon/ICICI/amazon@apl/UPI,609595228017,910.80,,1255519.06
03-01-2025,SALARY CREDIT/S5662279699927/Lupin Limited,039752590960,,"95,428.70",1350947.76
03-01-2025,UPI/DR/651899848439/BSNL/ICICI/bsnlbroadband@upi/UPI,281183830901,"1,220.43",,1349727.33
03-01-2025,UPI/DR/154987324566/BSNL/ICICI/bsnlbroadband@upi/UPI,183432092507,"2,340.42",,1347386.91
03-01-2025,UPI/DR/679042348129/PhonePe/ICICI/phonepe@ybl/UPI,049087211262,"2,760.56",,1344626.35
04-01-2025,UPI/CR/750642781088/Priya/BKID/priya355@oksbi/UPI,697628094858,,"2,100.57",1346726.92
04-01-2025,UPI/CR/181769592933/Renu/SBIN/8909092660@okicici/UPI,573438553348,,"4,850.04",1351576.96
06-01-2025,UPI/DR/928292192585/BSNL/ICICI/bsnlbroadband@upi/UPI,464627232078,640.16,,1350936.80
07-01-2025,UPI/DR/391716603969/Usha/BDBL/usha338@ybl/UPI,182169679158,"17,150.53",,1333786.27
07-01-2025,UPI/DR/306676011910/BSNL/RAZORPAY/broadband@paytm/UPI,651229194129,449.00,,1333337.27
07-01-2025,IMPS-440282526023-Santosh Patil,445698986189,"34,300.87",,1299036.40
07-01-2025,UPI/DR/750102740237/Sanjay/UTIB/sanjay928@ptyes/UPI,403855426213,"3,150.86",,1295885.54
07-01-2025,NACH/MANDATE/RNT8978798/RENT MANDATE,616385630032,"18,000.00",,1277885.54
07-01-2025,UPI/DR/977249463744/Ola/PAYTM/olamoney@ola/UPI,008139071067,610.70,,1277274.84
08-01-2025,POS CENTRAL MALL JODHPUR,936005199727,"1,750.74",,1275524.10
08-01-2025,UPI/DR/336144131693/Zepto/ICICI/zepto@apl/UPI,420113141358,"2,250.80",,1273273.30
08-01-2025,UPI/DR/535371543295/SBI/LICI/licindia@licindia/UPI,277527757535,"5,600.00",,1267673.30
09-01-2025,NACH/MANDATE/LN095012157820/HDFC Ltd,290119069304,"15,500.00",,1252173.30
09-01-2025,UPI/DR/405202867347/Dunzo/ICICI/dunzo@razorpay/UPI,809148745955,"2,120.59",,1250052.71
10-01-2025,UPI/DR/422778986597/Anil/SBIN/anilrao17@okhdfcbank/UPI,326318652591,"18,250.57",,1231802.14
11-01-2025,UPI/DR/128172587415/Vi/PAYTM/vi@airtelaxis/UPI,657984791372,979.00,,1230823.14
11-01-2025,UPI/CR/915037744233/Himanshu/KKBK/7310367287@okaxis/UPI,138704914169,,"15,500.07",1246323.21
11-01-2025,POS SHELL FUEL STATION JODHPUR,810954699836,"2,550.94",,1243772.27
12-01-2025,POS LIFESTYLE STORES JODHPUR,635732773013,"6,150.95",,1237621.32
12-01-2025,UPI/DR/259043773251/PhonePe/ICICI/phonepe@ybl/UPI,572229403182,920.20,,1236701.12
12-01-2025,ATM CASH WITHDRAWAL/97223/JODHPUR,608514702659,"1,500.00",,1235201.12
13-01-2025,UPI/CR/104100778692/Sumit/FDRL/sumit.srivastava@upi/UPI,697376671334,,"15,750.38",1250951.50
14-01-2025,UPI/DR/976915948438/Manoj/PUNB/1558320131@pthdfc/UPI,336012736248,"17,600.53",,1233350.97
14-01-2025,UPI/DR/437453816830/Vi/PAYTM/vi@airtelaxis/UPI,680895934303,959.00,,1232391.97
14-01-2025,UPI/DR/920316509871/Jio/ICICI/jio@paytm/UPI,359280137854,"1,370.41",,1231021.56
14-01-2025,UPI/DR/558868935371/Vi/PAYTM/vi@airtelaxis/UPI,842566020140,739.00,,1230282.56
15-01-2025,UPI/DR/538317552873/Ola/PAYTM/olamoney@ola/UPI,864470018390,400.38,,1229882.18
15-01-2025,ATM CASH WITHDRAWAL/92860/JODHPUR,142543548253,"4,500.00",,1225382.18
15-01-2025,UPI/DR/568834927914/Pallavi/BKID/pallavinaik47@ptaxis/UPI,941855298369,"11,050.84",,1214331.34
16-01-2025,UPI/DR/599131193295/Zomato/ICICI/zomato@axisbank/UPI,509057889651,900.96,,1213430.38
17-01-2025,UPI/DR/128533015400/Zomato/ICICI/zomato@axisbank/UPI,418312687855,"1,680.80",,1211749.58
17-01-2025,UPI/CR/675318018917/Rajan/BKID/rajan264@okicici/UPI,860622237290,,"14,200.30",1225949.88
17-01-2025,UPI/DR/591836931726/Anil/PUNB/anil.khanna@oksbi/UPI,540450161442,"8,850.84",,1217099.04
18-01-2025,UPI/CR/299335486306/Pooja/KKBK/0308317622@pthdfc/UPI,788644751113,,"18,800.45",1235899.49
19-01-2025,UPI/DR/509790005561/Zepto/ICICI/zepto@apl/UPI,834567181056,720.34,,1235179.15
19-01-2025,UPI/DR/420889850285/Indane/ICICI/indanegas@upi/UPI,719053388926,"1,000.12",,1234179.03
19-01-2025,UPI/DR/794496192857/Zepto/ICICI/zepto@apl/UPI,730532602194,"1,920.74",,1232258.29
19-01-2025,UPI/DR/625572881779/Anita/FDRL/anita811@okhdfcbank/UPI,933514768076,"5,100.26",,1227158.03
19-01-2025,ATM CASH WITHDRAWAL/36114/JODHPUR,666684309251,"6,500.00",,1220658.03
20-01-2025,UPI/DR/589531129063/KSEB/UPIN/ksebpayment@upi/UPI,259719466850,"3,350.84",,1217307.19
21-01-2025,UPI/DR/648512995584/Mohan/HDFC/3160256650@ptaxis/UPI,826473044355,"2,150.85",,1215156.34
21-01-2025,UPI/DR/419181870728/Amit/HDFC/amit607@paytm/UPI,356684615987,"16,800.79",,1198355.55
22-01-2025,ATM CASH WITHDRAWAL/66651/JODHPUR,937547876718,"9,500.00",,1188855.55
22-01-2025,UPI/CR/758297720208/Divya/BARB/4423156067@paytm/UPI,179627933783,,"13,750.29",1202605.84
22-01-2025,UPI/CR/235486228384/Siddharth/PUNB/siddharth975@axl/UPI,843527862099,,"1,200.05",1203805.89
23-01-2025,UPI/DR/667286565993/PhonePe/ICICI/phonepe@ybl/UPI,279771393502,480.80,,1203325.09
23-01-2025,NEFT/N4862929919007/L&T Infotech Ltd,390541904826,,"48,000.68",1251325.77
23-01-2025,UPI/DR/238843007665/IRCTC/ICICI/irctc@upi/UPI,886305525477,499.00,,1250826.77
24-01-2025,POS SHOPPERS STOP JODHPUR,805457873825,"4,100.67",,1246726.10
24-01-2025,POS SHOPPERS STOP JODHPUR,941663583213,"8,300.95",,1238425.15
24-01-2025,UPI/DR/674528264763/Brijesh/BKID/8321902343@pthdfc/UPI,405314141485,"5,650.48",,1232774.67
27-01-2025,UPI/DR/622893517866/Rapido/PAYTM/rapido@icici/UPI,599255888255,80.85,,1232693.82
28-01-2025,UPI/DR/302930258506/BigBasket/ICICI/bigbasket@ybl/UPI,805379499621,"1,900.06",,1230793.76
28-01-2025,UPI/DR/716614659181/Nykaa/PAYTM/nykaa@razorpay/UPI,381884331844,"5,250.30",,1225543.46
28-01-2025,UPI/DR/846141509759/Sapna/FDRL/sapna340@okhdfcbank/UPI,282624127414,"10,350.58",,1215192.88
28-01-2025,POS INDIAN OIL JODHPUR,671253610780,"3,050.22",,1212142.66
29-01-2025,UPI/DR/361915951109/Ola/PAYTM/olamoney@ola/UPI,942386273126,210.40,,1211932.26
29-01-2025,UPI/DR/855553199411/Zomato/ICICI/zomato@axisbank/UPI,947328120801,"2,100.93",,1209831.33
29-01-2025,UPI/DR/387920554358/Vandana/UCBA/vandanapati72@pthdfc/UPI,740227815750,"12,250.05",,1197581.28
29-01-2025,UPI/DR/913875089609/Jio/ICICI/jio@paytm/UPI,479281405954,"2,360.74",,1195220.54
31-01-2025,UPI/DR/610925069920/Nikhil/BARB/nikhildas32@upi/UPI,421742558752,"5,800.10",,1189420.44
31-01-2025,MAINTENANCE CHARGES,686244191073,460.00,,1188960.44
31-01-2025,POS SHELL FUEL STATION JODHPUR,459218376822,"1,700.99",,1187259.45
31-01-2025,UPI/DR/660837383333/Swiggy/ICICI/swiggy@icici/UPI,282204291660,"1,700.08",,1185559.37
31-01-2025,UPI/DR/234534583991/Neha/KKBK/neha.naik@oksbi/UPI,769394640257,"14,400.11",,1171159.26
31-01-2025,GST ON CHARGES,589030021643,82.80,,1171076.46
01-02-2025,UPI/DR/517323062990/Ola/PAYTM/olamoney@ola/UPI,258925169428,670.42,,1170406.04
01-02-2025,UPI/DR/442444764213/PhonePe/ICICI/phonepe@ybl/UPI,210072457871,"1,890.74",,1168515.30
01-02-2025,IMPS-881070064807-Rajesh Ahuja,354600889107,"40,000.81",,1128514.49
02-02-2025,UPI/DR/274503301642/Ola/PAYTM/olamoney@ola/UPI,265936855251,530.20,,1127984.29
02-02-2025,UPI/DR/552929642144/Vikram/HDFC/vikram193@ptyes/UPI,740172921986,"14,600.75",,1113383.54
03-02-2025,POS D MART JODHPUR,237919683584,"4,850.03",,1108533.51
03-02-2025,SALARY CREDIT/S8228283345909/Lupin Limited,771816960237,,"96,710.70",1205244.21
04-02-2025,POS BHARAT PETROLEUM JODHPUR,961453059823,"1,900.30",,1203343.91
04-02-2025,UPI/DR/455919020011/Vi/PAYTM/vi@airtelaxis/UPI,788642346436,239.00,,1203104.91
04-02-2025,UPI/DR/985948469833/Zepto/ICICI/zepto@apl/UPI,774833524579,730.18,,1202374.73
04-02-2025,UPI/DR/407777408405/Vi/PAYTM/vi@airtelaxis/UPI,578578027542,189.00,,1202185.73
05-02-2025,NACH/MANDATE/RNT5567632/RENT MANDATE,222311721187,"18,000.00",,1184185.73
05-02-2025,UPI/CR/142250565192/Girish/BDBL/0691472713@okicici/UPI,148879165859,,"17,550.46",1201736.19
06-02-2025,NACH/MANDATE/LN095012157820/HDFC Ltd,544054377129,"15,500.00",,1186236.19
07-02-2025,UPI/DR/553347399986/PhonePe/ICICI/phonepe@ybl/UPI,346330628245,"2,360.17",,1183876.02
07-02-2025,UPI/DR/794130247538/Kunal/BARB/8142889656@paytm/UPI,359635039942,"9,500.99",,1174375.03
07-02-2025,POS INDIAN OIL JODHPUR,868533040323,"2,600.46",,1171774.57
07-02-2025,POS BHARAT PETROLEUM JODHPUR,515311076752,"2,850.80",,1168923.77
08-02-2025,UPI/CR/439307614996/Himanshu/UCBA/himanshu.pandey@apl/UPI,477953180662,,"12,050.30",1180974.07
08-02-2025,UPI/DR/040282550474/SBI/LICI/licindia@licindia/UPI,771602013396,"5,600.00",,1175374.07
09-02-2025,UPI/DR/794404239312/Deepa/PUNB/deepa870@ybl/UPI,541968613283,"12,100.50",,1163273.57
10-02-2025,UPI/DR/940268634067/KSEB/UPIN/ksebpayment@upi/UPI,758413397522,"2,950.41",,1160323.16
10-02-2025,UPI/CR/421984794684/Lalit/UTIB/8548081692@okaxis/UPI,181033096125,,"14,150.67",1174473.83
12-02-2025,UPI/CR/908418372019/Deepak/UTIB/deepak.iyer@ptyes/UPI,279349010613,,"7,700.31",1182174.14
12-02-2025,UPI/DR/632040333233/Indane/ICICI/indanegas@upi/UPI,990745435819,"2,600.74",,1179573.40
13-02-2025,UPI/CR/524562638277/Rohit/UTIB/7813765985@ptaxis/UPI,595937346924,,"20,350.06",1199923.46
13-02-2025,UPI/DR/383568746496/Rapido/PAYTM/rapido@icici/UPI,703468744804,820.20,,1199103.26
14-02-2025,ATM CASH WITHDRAWAL/80335/JODHPUR,896977168042,"4,000.00",,1195103.26
15-02-2025,UPI/DR/240067241989/Vi/PAYTM/vi@airtelaxis/UPI,176849600429,359.00,,1194744.26
15-02-2025,NEFT/N1741175674480/Fortis Healthcare Lt,707024790104,,"42,500.35",1237244.61
16-02-2025,UPI/DR/955285411651/Ola/PAYTM/olamoney@ola/UPI,594367217991,650.43,,1236594.18
17-02-2025,UPI/DR/661888958322/Pooja/FDRL/pooja574@apl/UPI,476171790924,950.26,,1235643.92
17-02-2025,UPI/DR/896524092641/PhonePe/ICICI/phonepe@ybl/UPI,543958343187,350.66,,1235293.26
18-02-2025,UPI/CR/872586965212/Naveen/BDBL/naveen446@ptyes/UPI,869230354439,,"11,200.71",1246493.97
18-02-2025,UPI/DR/967799090216/Dunzo/ICICI/dunzo@razorpay/UPI,869362724709,700.10,,1245793.87
19-02-2025,UPI/DR/911788000885/Blinkit/ICICI/blinkit@kotak/UPI,645938764687,"2,340.31",,1243453.56
19-02-2025,UPI/DR/003397519086/Manish/UCBA/2320157436@upi/UPI,888144358642,"13,250.06",,1230203.50
20-02-2025,POS LIFESTYLE STORES JODHPUR,748205471524,"4,600.47",,1225603.03
20-02-2025,UPI/DR/234364560199/Amazon/ICICI/amazon@apl/UPI,286899008316,650.73,,1224952.30
21-02-2025,UPI/DR/507569113592/Meesho/PAYTM/meesho@ybl/UPI,838906277463,"5,150.69",,1219801.61
21-02-2025,UPI/DR/060774840504/Mohan/PUNB/4874457072@okhdfcbank/UPI,824899148576,"19,000.37",,1200801.24
22-02-2025,UPI/CR/427468141020/Isha/FDRL/isharedd61@ptyes/UPI,674790593812,,"11,200.83",1212002.07
22-02-2025,UPI/DR/884328381466/Ola/ICICI/olamoney@ola/UPI,338396301176,"1,790.89",,1210211.18
23-02-2025,UPI/DR/102519710485/Sanjay/PUNB/sanjaypand47@apl/UPI,085423362842,"14,900.45",,1195310.73
23-02-2025,ATM CASH WITHDRAWAL/68067/JODHPUR,357434956034,"4,500.00",,1190810.73
24-02-2025,POS SHOPPERS STOP JODHPUR,928667319744,"4,700.50",,1186110.23
25-02-2025,UPI/DR/018119993893/Shreya/BKID/5090714172@okicici/UPI,534715836360,"18,500.64",,1167609.59
26-02-2025,UPI/DR/508422420788/Geeta/UTIB/geeta522@apl/UPI,325489513862,"12,050.07",,1155559.52
26-02-2025,UPI/DR/428399512693/Vi/PAYTM/vi@airtelaxis/UPI,536680664238,579.00,,1154980.52
26-02-2025,UPI/DR/477359684099/Asha/UCBA/asha.dutta@ptyes/UPI,093546323205,"12,000.31",,1142980.21
27-02-2025,UPI/DR/104518840429/BSNL/RAZORPAY/broadband@paytm/UPI,554620741413,899.00,,1142081.21
27-02-2025,UPI/DR/316356449004/Amazon/ICICI/amazon@apl/UPI,397763294835,500.52,,1141580.69
28-02-2025,POS RELIANCE MART JODHPUR,681481997395,"5,900.79",,1135679.90
28-02-2025,UPI/CR/376581904102/Mamta/HDFC/mamta.gupta@paytm/UPI,527382512829,,"11,950.15",1147630.05
28-02-2025,UPI/DR/678608619705/Apollo/ICICI/apollopharmacy@ybl/UPI,017366342383,499.00,,1147131.05
01-03-2025,UPI/CR/002827595254/Sonia/PUNB/9098229820@pthdfc/UPI,313582164312,,"20,650.66",1167781.71
01-03-2025,IMPS-258341733159-Mohan Tiwari,501470663626,"19,500.54",,1148281.17
01-03-2025,UPI/DR/514841060773/Sonia/BKID/7486377912@pthdfc/UPI,338665269108,"12,100.07",,1136181.10
01-03-2025,UPI/DR/025040974544/Vi/PAYTM/vi@airtelaxis/UPI,451834099290,969.00,,1135212.10
02-03-2025,UPI/DR/374117518335/Nykaa/PAYTM/nykaa@razorpay/UPI,637980429786,"5,400.12",,1129811.98
02-03-2025,UPI/DR/695367092692/Rapido/PAYTM/rapido@icici/UPI,434834367473,310.66,,1129501.32
03-03-2025,SALARY CREDIT/S9091770730390/Lupin Limited,448927325091,,"93,925.70",1223427.02
03-03-2025,UPI/DR/243842961429/Saurabh/PUNB/3646242737@okhdfcbank/UPI,588416219281,"8,750.61",,1214676.41
03-03-2025,UPI/DR/118929703518/Pankaj/BDBL/pankaj.malhotra@okicici/UPI,789957064876,"1,550.03",,1213126.38
03-03-2025,UPI/DR/351295676679/Prashant/UTIB/prashant951@aubank/UPI,030159664201,"6,600.71",,1206525.67
04-03-2025,POS BRAND FACTORY JODHPUR,842253989203,"7,200.28",,1199325.39
04-03-2025,UPI/DR/785475182621/Amazon/ICICI/amazon@apl/UPI,847672622152,"2,130.94",,1197194.45
04-03-2025,UPI/DR/768449024550/Vi/PAYTM/vi@airtelaxis/UPI,568568033166,539.00,,1196655.45
04-03-2025,UPI/DR/897778843824/Uber/PAYTM/uber@paytm/UPI,330040433854,460.42,,1196195.03
05-03-2025,UPI/DR/811141310027/BSNL/ICICI/bsnlbroadband@upi/UPI,801668346784,"1,010.21",,1195184.82
06-03-2025,UPI/DR/812774667602/BigBasket/ICICI/bigbasket@ybl/UPI,236320534085,840.09,,1194344.73
07-03-2025,NACH/MANDATE/RNT1148712/RENT MANDATE,609326471726,"18,000.00",,1176344.73
08-03-2025,UPI/CR/034371456414/Geeta/UCBA/geeta.ghosh@okhdfcbank/UPI,094452765010,,"6,400.11",1182744.84
08-03-2025,NACH/MANDATE/LN095012157820/HDFC Ltd,389696660125,"15,500.00",,1167244.84
09-03-2025,UPI/DR/586860874112/Ola/ICICI/olamoney@ola/UPI,215217933832,720.66,,1166524.18
09-03-2025,UPI/DR/356376240136/Netmeds/ICICI/netmeds@paytm/UPI,444636012308,550.38,,1165973.80
10-03-2025,UPI/DR/926762007703/KSEB/UPIN/ksebpayment@upi/UPI,177875874411,"4,150.21",,1161823.59
10-03-2025,POS PANTALOONS JODHPUR,048635729770,"4,050.58",,1157773.01
10-03-2025,UPI/DR/200834577356/SBI/LICI/licindia@licindia/UPI,326349661651,"5,600.00",,1152173.01
11-03-2025,UPI/DR/431217909173/Rapido/PAYTM/rapido@icici/UPI,648665753736,640.31,,1151532.70
12-03-2025,UPI/DR/340199652565/Nykaa/PAYTM/nykaa@razorpay/UPI,833228587153,"2,700.98",,1148831.72
12-03-2025,POS INDIAN OIL JODHPUR,732543680254,"4,250.99",,1144580.73
12-03-2025,UPI/DR/827117599420/BSNL/RAZORPAY/broadband@paytm/UPI,480059175657,799.00,,1143781.73
13-03-2025,UPI/DR/940232638883/Flipkart/ICICI/flipkart@ybl/UPI,531801544731,480.08,,1143301.65
13-03-2025,ATM CASH WITHDRAWAL/96743/JODHPUR,327962673172,"8,000.00",,1135301.65
13-03-2025,UPI/DR/120224314003/Indane/ICICI/indanegas@upi/UPI,812861268933,"1,800.02",,1133501.63
14-03-2025,UPI/CR/320988963646/Mukesh/UCBA/6145281793@ybl/UPI,106741533775,,"15,850.26",1149351.89
15-03-2025,POS CENTRAL MALL JODHPUR,551653150601,"2,250.92",,1147100.97
15-03-2025,POS CENTRAL MALL JODHPUR,822241179433,"5,750.64",,1141350.33
16-03-2025,UPI/DR/858206956583/Abhishek/HDFC/abhishek382@apl/UPI,672765812859,"5,050.42",,1136299.91
16-03-2025,UPI/DR/083987689012/Flipkart/ICICI/flipkart@ybl/UPI,252884795950,"1,480.50",,1134819.41
16-03-2025,UPI/DR/808568999067/Vi/PAYTM/vi@airtelaxis/UPI,876129943232,589.00,,1134230.41
17-03-2025,UPI/DR/672984986937/Rapido/PAYTM/rapido@icici/UPI,912187322148,480.81,,1133749.60
17-03-2025,ATM CASH WITHDRAWAL/92044/JODHPUR,790236916191,"6,000.00",,1127749.60
17-03-2025,UPI/DR/208147968526/Dunzo/ICICI/dunzo@razorpay/UPI,462994674352,"2,360.47",,1125389.13
17-03-2025,UPI/DR/262189467765/Blinkit/ICICI/blinkit@kotak/UPI,390045890930,"2,750.41",,1122638.72
18-03-2025,UPI/DR/469774849502/Rapido/PAYTM/rapido@icici/UPI,441834285071,570.05,,1122068.67
18-03-2025,UPI/DR/330438892662/Tarun/BARB/tarun.chatterjee@aubank/UPI,311396527039,"21,500.58",,1100568.09
19-03-2025,ATM CASH WITHDRAWAL/33260/JODHPUR,338151382100,"6,500.00",,1094068.09
