PUNJAB NATIONAL BANK - Account Statement
Account Number : 2265730243390069
Account Name   : HIMANSHU AHUJA
Branch         : GOREGAON EAST
IFSC Code      : PUNB0835093
Statement Period: 01-12-2024 To 09-05-2026

+------------+------------+------------------+----------------------------------------------------+----------------+----------------+----------------+----------------+
| Trans Dt   | Value Dt   | Transn ID        | Transaction Particulars                            | Ins Number     | Debit          | Credit         | Balance        |
| 20-12-2024 | 20-12-2024 | 046117159658     | UPI/DR/970826614333/Indane/ICICI/indanegas@upi/UPI | 046117159658   | 2,150.22       |                | 196,854.50     |
| 21-12-2024 | 21-12-2024 | 855847449902     | UPI/DR/839586964604/Zepto/ICICI/zepto@apl/UPI      | 855847449902   | 1,670.76       |                | 195,183.74     |
| 21-12-2024 | 21-12-2024 | 843891380264     | UPI/DR/090740835762/Rapido/PAYTM/rapido@icici/UPI  | 843891380264   | 370.54         |                | 194,813.20     |
| 21-12-2024 | 21-12-2024 | 979465185191     | UPI/DR/561039344733/Jio/PAYTM/airtel@axis/UPI      | 979465185191   | 879.00         |                | 193,934.20     |
| 22-12-2024 | 22-12-2024 | 198795724224     | UPI/DR/403795433323/Jyoti/BKID/jyotidutt42@aubank/ | 198795724224   | 19,500.41      |                | 174,433.79     |
| 23-12-2024 | 23-12-2024 | 947814387872     | POS RELIANCE MART VARANASI                         | 947814387872   | 5,400.29       |                | 169,033.50     |
| 23-12-2024 | 23-12-2024 | 661450708083     | UPI/DR/439432094996/TSSPDCL/UPIN/tsspdclpayment@up | 661450708083   | 3,950.31       |                | 165,083.19     |
| 23-12-2024 | 23-12-2024 | 164323652237     | POS HP PETROL PUMP VARANASI                        | 164323652237   | 3,250.87       |                | 161,832.32     |
| 24-12-2024 | 24-12-2024 | 177239959685     | ATM CASH WITHDRAWAL/90668/VARANASI                 | 177239959685   | 3,000.00       |                | 158,832.32     |
| 24-12-2024 | 24-12-2024 | 501123821880     | UPI/DR/839458751826/Netmeds/ICICI/netmeds@paytm/UP | 501123821880   | 400.69         |                | 158,431.63     |
| 26-12-2024 | 26-12-2024 | 144616848874     | UPI/CR/544949517133/Manoj/HDFC/manoj.shukla@upi/UP | 144616848874   |                | 850.16         | 159,281.79     |
| 26-12-2024 | 26-12-2024 | 962766428342     | UPI/DR/504490317633/Flipkart/PAYTM/flipkart@ybl/UP | 962766428342   | 3,300.02       |                | 155,981.77     |
| 26-12-2024 | 26-12-2024 | 557137331132     | UPI/DR/542758561352/Anil/PUNB/anil.dutta@apl/UPI   | 557137331132   | 8,250.38       |                | 147,731.39     |
| 27-12-2024 | 27-12-2024 | 393871584510     | INTEREST CREDIT                                    | 393871584510   |                | 1,165.48       | 148,896.87     |
| 28-12-2024 | 28-12-2024 | 053065301588     | UPI/DR/133973574265/Rekha/BKID/rekhabane47@pthdfc/ | 053065301588   | 13,900.09      |                | 134,996.78     |
| 29-12-2024 | 29-12-2024 | 405763944486     | UPI/DR/997525329188/Amazon/ICICI/amazon@apl/UPI    | 405763944486   | 1,700.55       |                | 133,296.23     |
| 29-12-2024 | 29-12-2024 | 467157723609     | UPI/DR/228767616347/Ola/PAYTM/olamoney@ola/UPI     | 467157723609   | 670.03         |                | 132,626.20     |
| 30-12-2024 | 30-12-2024 | 337750159911     | UPI/DR/905757887624/Jio/ICICI/jio@paytm/UPI        | 337750159911   | 610.37         |                | 132,015.83     |
| 31-12-2024 | 31-12-2024 | 310921452262     | UPI/DR/184243824797/Dunzo/ICICI/dunzo@razorpay/UPI | 310921452262   | 240.45         |                | 131,775.38     |
| 02-01-2025 | 02-01-2025 | 452725172754     | UPI/DR/536264901255/Suresh/BKID/suresh.srivastava@ | 452725172754   | 14,350.89      |                | 117,424.49     |
| 02-01-2025 | 02-01-2025 | 964324950309     | UPI/CR/390889593141/Kavita/UCBA/kavitasriv59@ibl/U | 964324950309   |                | 6,550.57       | 123,975.06     |
| 03-01-2025 | 03-01-2025 | 601482289977     | UPI/CR/523152837182/Mina/PUNB/1321245110@okaxis/UP | 601482289977   |                | 19,800.84      | 143,775.90     |
| 03-01-2025 | 03-01-2025 | 929065933237     | UPI/DR/230907683195/Paytm/ICICI/paytm@paytm/UPI    | 929065933237   | 2,200.11       |                | 141,575.79     |
| 03-01-2025 | 03-01-2025 | 889322394947     | ATM CASH WITHDRAWAL/46607/VARANASI                 | 889322394947   | 9,500.00       |                | 132,075.79     |
| 05-01-2025 | 05-01-2025 | 971950695313     | UPI/DR/426328380515/Meesho/PAYTM/meesho@ybl/UPI    | 971950695313   | 5,950.93       |                | 126,124.86     |
| 05-01-2025 | 05-01-2025 | 915985413124     | UPI/DR/962207023515/Uber/ICICI/uber@paytm/UPI      | 915985413124   | 570.39         |                | 125,554.47     |
| 06-01-2025 | 06-01-2025 | 432607296854     | UPI/DR/109912521227/Abhishek/BARB/abhishek.kapoor@ | 432607296854   | 17,050.86      |                | 108,503.61     |
| 06-01-2025 | 06-01-2025 | 133443417083     | POS RELIANCE PETROLEUM VARANASI                    | 133443417083   | 3,250.24       |                | 105,253.37     |
| 06-01-2025 | 06-01-2025 | 457833737056     | POS BIG BAZAAR VARANASI                            | 457833737056   | 7,400.91       |                | 97,852.46      |
| 07-01-2025 | 07-01-2025 | 930434065501     | UPI/DR/945431737529/BSNL/ICICI/bsnlbroadband@upi/U | 930434065501   | 1,170.02       |                | 96,682.44      |
| 07-01-2025 | 07-01-2025 | 516155926982     | SALARY CREDIT/S3500280191685/Oracle Financial Serv | 516155926982   |                | 144,413.29     | 241,095.73     |
| 08-01-2025 | 08-01-2025 | 368769221560     | UPI/DR/739020470425/Jio/PAYTM/airtel@axis/UPI      | 368769221560   | 229.00         |                | 240,866.73     |
| 08-01-2025 | 08-01-2025 | 086400120900     | UPI/DR/742264151953/Uber/PAYTM/uber@paytm/UPI      | 086400120900   | 520.62         |                | 240,346.11     |
| 09-01-2025 | 09-01-2025 | 774256990009     | UPI/DR/301485620882/Uber/PAYTM/uber@paytm/UPI      | 774256990009   | 120.75         |                | 240,225.36     |
| 09-01-2025 | 09-01-2025 | 630035741895     | POS BIG BAZAAR VARANASI                            | 630035741895   | 650.47         |                | 239,574.89     |
| 09-01-2025 | 09-01-2025 | 021181310690     | POS CENTRAL MALL VARANASI                          | 021181310690   | 750.60         |                | 238,824.29     |
| 10-01-2025 | 10-01-2025 | 465352590769     | NACH/MANDATE/RNT4017804/RENT MANDATE               | 465352590769   | 20,000.00      |                | 218,824.29     |
| 10-01-2025 | 10-01-2025 | 576657634313     | UPI/DR/910076248378/BigBasket/ICICI/bigbasket@ybl/ | 576657634313   | 1,250.71       |                | 217,573.58     |
| 11-01-2025 | 11-01-2025 | 245907628536     | UPI/DR/386165009999/Nykaa/ICICI/nykaa@razorpay/UPI | 245907628536   | 399.00         |                | 217,174.58     |
| 11-01-2025 | 11-01-2025 | 016268564648     | UPI/DR/095233199794/Ola/PAYTM/olamoney@ola/UPI     | 016268564648   | 630.72         |                | 216,543.86     |
| 11-01-2025 | 11-01-2025 | 773097260804     | UPI/DR/725049025887/Reliance/LICI/licindia@licindi | 773097260804   | 7,000.00       |                | 209,543.86     |
| 12-01-2025 | 12-01-2025 | 340066310827     | UPI/DR/218499833126/1mg/ICICI/tatahealth@icici/UPI | 340066310827   | 280.26         |                | 209,263.60     |
| 12-01-2025 | 12-01-2025 | 781969182949     | UPI/DR/124765603860/Uber/PAYTM/uber@paytm/UPI      | 781969182949   | 820.67         |                | 208,442.93     |
| 13-01-2025 | 13-01-2025 | 716002233564     | UPI/DR/374176135431/Amazon/ICICI/amazon@apl/UPI    | 716002233564   | 2,160.99       |                | 206,281.94     |
| 13-01-2025 | 13-01-2025 | 918311309940     | UPI/DR/159712984989/Flipkart/ICICI/flipkart@ybl/UP | 918311309940   | 140.43         |                | 206,141.51     |
| 13-01-2025 | 13-01-2025 | 187832283276     | UPI/DR/280040208960/Archana/HDFC/archanachop18@apl | 187832283276   | 7,150.86       |                | 198,990.65     |
| 14-01-2025 | 14-01-2025 | 691597788797     | NACH/MANDATE/LN329897898384/HDFC Ltd               | 691597788797   | 5,000.00       |                | 193,990.65     |
| 14-01-2025 | 14-01-2025 | 017332356876     | UPI/DR/580645052747/Zomato/ICICI/zomato@axisbank/U | 017332356876   | 1,770.91       |                | 192,219.74     |
| 14-01-2025 | 14-01-2025 | 943977263430     | NEFT/N0815344925820/Dr Reddys Laboratori           | 943977263430   |                | 49,000.01      | 241,219.75     |
| 14-01-2025 | 14-01-2025 | 936168642096     | UPI/DR/953759367688/Sunil/KKBK/sunil631@ptaxis/UPI | 936168642096   | 14,950.60      |                | 226,269.15     |
| 14-01-2025 | 14-01-2025 | 241724235129     | UPI/DR/698385782140/Indane/ICICI/indanegas@upi/UPI | 241724235129   | 1,350.34       |                | 224,918.81     |
| 15-01-2025 | 15-01-2025 | 552542081194     | POS BHARAT PETROLEUM VARANASI                      | 552542081194   | 3,500.40       |                | 221,418.41     |
| 15-01-2025 | 15-01-2025 | 743368023322     | POS HP PETROL PUMP VARANASI                        | 743368023322   | 2,600.43       |                | 218,817.98     |
| 15-01-2025 | 15-01-2025 | 477339300141     | UPI/DR/681236597548/Myntra/PAYTM/myntra@ybl/UPI    | 477339300141   | 3,100.07       |                | 215,717.91     |
| 16-01-2025 | 16-01-2025 | 933405506028     | UPI/DR/665885358643/PhonePe/ICICI/phonepe@ybl/UPI  | 933405506028   | 160.83         |                | 215,557.08     |
| 16-01-2025 | 16-01-2025 | 743857116503     | UPI/CR/693861074628/Poonam/UCBA/poonam985@axl/UPI  | 743857116503   |                | 4,950.43       | 220,507.51     |
| 17-01-2025 | 17-01-2025 | 044099915208     | UPI/DR/060591792016/Jio/PAYTM/airtel@axis/UPI      | 044099915208   | 209.00         |                | 220,298.51     |
| 17-01-2025 | 17-01-2025 | 579133816039     | UPI/DR/082835205169/Sunita/UTIB/sunita146@axl/UPI  | 579133816039   | 9,250.25       |                | 211,048.26     |
| 18-01-2025 | 18-01-2025 | 045705512276     | UPI/DR/809080370943/Zepto/ICICI/zepto@apl/UPI      | 045705512276   | 1,700.86       |                | 209,347.40     |
| 18-01-2025 | 18-01-2025 | 528991347675     | UPI/DR/150464353284/Uber/ICICI/uber@paytm/UPI      | 528991347675   | 1,580.48       |                | 207,766.92     |
| 18-01-2025 | 18-01-2025 | 767630594446     | UPI/DR/721201353010/TSSPDCL/UPIN/tsspdclpayment@up | 767630594446   | 2,250.08       |                | 205,516.84     |
| 19-01-2025 | 19-01-2025 | 814585953492     | ATM CASH WITHDRAWAL/14051/VARANASI                 | 814585953492   | 1,500.00       |                | 204,016.84     |
| 20-01-2025 | 20-01-2025 | 534910276286     | UPI/DR/826650302004/Girish/BKID/girish.rao@ptyes/U | 534910276286   | 8,600.83       |                | 195,416.01     |
| 20-01-2025 | 20-01-2025 | 851404251455     | UPI/DR/142545397816/Dinesh/UTIB/3763949101@okaxis/ | 851404251455   | 4,600.33       |                | 190,815.68     |
| 21-01-2025 | 21-01-2025 | 360463472740     | UPI/DR/697755554639/BigBasket/ICICI/bigbasket@ybl/ | 360463472740   | 760.92         |                | 190,054.76     |
| 21-01-2025 | 21-01-2025 | 057014343436     | UPI/DR/561603450561/Sneha/PUNB/sneha.dubey@apl/UPI | 057014343436   | 6,750.22       |                | 183,304.54     |
| 23-01-2025 | 23-01-2025 | 604213240650     | IMPS-995053285600-Anil Tiwari                      | 604213240650   | 40,100.70      |                | 143,203.84     |
| 24-01-2025 | 24-01-2025 | 476079747958     | UPI/DR/290653594546/Zomato/ICICI/zomato@axisbank/U | 476079747958   | 2,150.49       |                | 141,053.35     |
| 24-01-2025 | 24-01-2025 | 212129725777     | UPI/DR/706142502018/BSNL/RAZORPAY/broadband@paytm/ | 212129725777   | 999.00         |                | 140,054.35     |
| 25-01-2025 | 25-01-2025 | 713934058249     | UPI/CR/705277844018/Nisha/PUNB/nishachau76@upi/UPI | 713934058249   |                | 7,500.47       | 147,554.82     |
| 25-01-2025 | 25-01-2025 | 965853280177     | UPI/DR/329703153410/Jio/PAYTM/airtel@axis/UPI      | 965853280177   | 199.00         |                | 147,355.82     |
| 26-01-2025 | 26-01-2025 | 196303501233     | UPI/DR/420414152977/BSNL/ICICI/bsnlbroadband@upi/U | 196303501233   | 1,080.01       |                | 146,275.81     |
| 27-01-2025 | 27-01-2025 | 793221895559     | UPI/DR/123991337205/Amazon/ICICI/amazon@apl/UPI    | 793221895559   | 580.49         |                | 145,695.32     |
| 28-01-2025 | 28-01-2025 | 112382082547     | UPI/DR/855605321074/Saurabh/KKBK/saurabh.bajaj@pth | 112382082547   | 7,450.60       |                | 138,244.72     |
| 28-01-2025 | 28-01-2025 | 756298650706     | UPI/DR/591761167802/Uber/ICICI/uber@paytm/UPI      | 756298650706   | 2,260.53       |                | 135,984.19     |
| 28-01-2025 | 28-01-2025 | 813656451256     | UPI/DR/027733300805/Zomato/ICICI/zomato@axisbank/U | 813656451256   | 910.03         |                | 135,074.16     |
| 28-01-2025 | 28-01-2025 | 711684612682     | UPI/DR/662850023351/Rakesh/UCBA/rakeshmeht58@oksbi | 711684612682   | 10,000.71      |                | 125,073.45     |
| 29-01-2025 | 29-01-2025 | 473292441491     | UPI/DR/402700818680/Myntra/PAYTM/myntra@ybl/UPI    | 473292441491   | 600.59         |                | 124,472.86     |
| 29-01-2025 | 29-01-2025 | 540406515182     | UPI/DR/259114189803/Uber/PAYTM/uber@paytm/UPI      | 540406515182   | 640.03         |                | 123,832.83     |
| 29-01-2025 | 29-01-2025 | 293553207356     | IMPS-117916243303-Nisha Mukherjee                  | 293553207356   | 5,300.75       |                | 118,532.08     |
| 29-01-2025 | 29-01-2025 | 918155329158     | UPI/DR/618473948238/Ola/PAYTM/olamoney@ola/UPI     | 918155329158   | 650.67         |                | 117,881.41     |
| 30-01-2025 | 30-01-2025 | 732081866291     | UPI/DR/245425155176/Amazon/ICICI/amazon@apl/UPI    | 732081866291   | 710.86         |                | 117,170.55     |
| 30-01-2025 | 30-01-2025 | 000513960747     | POS LIFESTYLE STORES VARANASI                      | 000513960747   | 5,750.49       |                | 111,420.06     |
| 30-01-2025 | 30-01-2025 | 188310492114     | POS PANTALOONS VARANASI                            | 188310492114   | 2,800.31       |                | 108,619.75     |
| 31-01-2025 | 31-01-2025 | 274877371890     | UPI/CR/185649601867/Gaurav/BARB/gauravjain86@okaxi | 274877371890   |                | 13,900.66      | 122,520.41     |
| 31-01-2025 | 31-01-2025 | 121837952405     | UPI/DR/097273197934/Kapil/FDRL/2979348541@kotak/UP | 121837952405   | 11,500.93      |                | 111,019.48     |
| 31-01-2025 | 31-01-2025 | 797655603254     | UPI/DR/617730791877/Ola/ICICI/olamoney@ola/UPI     | 797655603254   | 660.89         |                | 110,358.59     |
| 31-01-2025 | 31-01-2025 | 246050018350     | UPI/CR/812999751194/Prashant/FDRL/prashant146@ybl/ | 246050018350   |                | 1,000.93       | 111,359.52     |
| 01-02-2025 | 01-02-2025 | 861866956328     | UPI/DR/412260639439/Uber/ICICI/uber@paytm/UPI      | 861866956328   | 2,400.94       |                | 108,958.58     |
| 01-02-2025 | 01-02-2025 | 718399665451     | UPI/CR/740381310813/Seema/BKID/8585293296@ptsbi/UP | 718399665451   |                | 11,150.59      | 120,109.17     |
| 01-02-2025 | 01-02-2025 | 886824921016     | UPI/DR/894363551761/Uber/ICICI/uber@paytm/UPI      | 886824921016   | 2,150.24       |                | 117,958.93     |
| 02-02-2025 | 02-02-2025 | 780219446042     | UPI/CR/292583554504/Priya/BKID/priya.banerjee@ptye | 780219446042   |                | 7,700.51       | 125,659.44     |
| 03-02-2025 | 03-02-2025 | 349886626152     | UPI/DR/007710307791/Dunzo/ICICI/dunzo@razorpay/UPI | 349886626152   | 1,290.98       |                | 124,368.46     |
| 03-02-2025 | 03-02-2025 | 024746159380     | UPI/DR/832994093199/BigBasket/ICICI/bigbasket@ybl/ | 024746159380   | 2,410.56       |                | 121,957.90     |
| 04-02-2025 | 04-02-2025 | 263078134706     | UPI/DR/496758665108/Isha/PUNB/8371555772@apl/UPI   | 263078134706   | 20,750.53      |                | 101,207.37     |
| 05-02-2025 | 05-02-2025 | 892617554950     | UPI/DR/661884284730/Ola/PAYTM/olamoney@ola/UPI     | 892617554950   | 180.60         |                | 101,026.77     |
| 05-02-2025 | 05-02-2025 | 122586582071     | POS V MART VARANASI                                | 122586582071   | 3,850.96       |                | 97,175.81      |
| 05-02-2025 | 05-02-2025 | 976389302506     | POS RELIANCE MART VARANASI                         | 976389302506   | 3,700.83       |                | 93,474.98      |
| 05-02-2025 | 05-02-2025 | 272451919129     | UPI/DR/981781980574/Radha/PUNB/radha323@axl/UPI    | 272451919129   | 8,150.31       |                | 85,324.67      |
| 05-02-2025 | 05-02-2025 | 274927968166     | UPI/DR/815402486286/Swiggy/ICICI/swiggy@icici/UPI  | 274927968166   | 1,060.26       |                | 84,264.41      |
| 06-02-2025 | 06-02-2025 | 864231977349     | UPI/DR/515444535782/Rapido/PAYTM/rapido@icici/UPI  | 864231977349   | 690.43         |                | 83,573.98      |
| 07-02-2025 | 07-02-2025 | 778055828409     | UPI/CR/283978146158/Anjali/HDFC/anjaliiyer90@ybl/U | 778055828409   |                | 10,700.40      | 94,274.38      |
| 07-02-2025 | 07-02-2025 | 823184878545     | POS CENTRAL MALL VARANASI                          | 823184878545   | 7,750.50       |                | 86,523.88      |
| 07-02-2025 | 07-02-2025 | 119685540712     | SALARY CREDIT/S9914230050091/Oracle Financial Serv | 119685540712   |                | 143,682.29     | 230,206.17     |
| 07-02-2025 | 07-02-2025 | 905733240600     | POS BHARAT PETROLEUM VARANASI                      | 905733240600   | 2,600.14       |                | 227,606.03     |
| 08-02-2025 | 08-02-2025 | 882939516209     | UPI/CR/420140825602/Sunita/BARB/sunita694@kotak/UP | 882939516209   |                | 19,550.14      | 247,156.17     |
| 09-02-2025 | 09-02-2025 | 977951135277     | POS HP PETROL PUMP VARANASI                        | 977951135277   | 2,350.37       |                | 244,805.80     |
| 09-02-2025 | 09-02-2025 | 584751965193     | UPI/CR/738652190209/Akash/UCBA/akash.naik@okaxis/U | 584751965193   |                | 16,900.84      | 261,706.64     |
| 09-02-2025 | 09-02-2025 | 528413341954     | UPI/CR/755925387526/Ajay/UTIB/8520830651@ptsbi/UPI | 528413341954   |                | 16,400.43      | 278,107.07     |
| 10-02-2025 | 10-02-2025 | 415823585737     | UPI/DR/636702731151/Varun/BKID/varun121@aubank/UPI | 415823585737   | 5,900.10       |                | 272,206.97     |
| 10-02-2025 | 10-02-2025 | 721711545646     | UPI/DR/508014290436/Reliance/LICI/licindia@licindi | 721711545646   | 7,000.00       |                | 265,206.97     |
| 10-02-2025 | 10-02-2025 | 956751149842     | NACH/MANDATE/LN329897898384/HDFC Ltd               | 956751149842   | 5,000.00       |                | 260,206.97     |
| 11-02-2025 | 11-02-2025 | 193268047651     | NACH/MANDATE/RNT8398282/RENT MANDATE               | 193268047651   | 20,000.00      |                | 240,206.97     |
| 11-02-2025 | 11-02-2025 | 140359043248     | UPI/DR/920139845337/Girish/SBIN/girishbane73@kotak | 140359043248   | 13,050.47      |                | 227,156.50     |
| 12-02-2025 | 12-02-2025 | 679751078268     | UPI/DR/636826336790/Jio/PAYTM/airtel@axis/UPI      | 679751078268   | 859.00         |                | 226,297.50     |
| 12-02-2025 | 12-02-2025 | 948430243226     | UPI/DR/870268953755/Swiggy/ICICI/swiggy@icici/UPI  | 948430243226   | 510.22         |                | 225,787.28     |
| 14-02-2025 | 14-02-2025 | 213880944113     | POS BHARAT PETROLEUM VARANASI                      | 213880944113   | 3,850.90       |                | 221,936.38     |
| 14-02-2025 | 14-02-2025 | 358179388857     | UPI/DR/245222811997/Flipkart/PAYTM/flipkart@ybl/UP | 358179388857   | 1,950.41       |                | 219,985.97     |
| 15-02-2025 | 15-02-2025 | 224421681148     | UPI/DR/455131770398/BSNL/RAZORPAY/broadband@paytm/ | 224421681148   | 349.00         |                | 219,636.97     |
| 15-02-2025 | 15-02-2025 | 797328220757     | UPI/DR/571567499294/PhonePe/ICICI/phonepe@ybl/UPI  | 797328220757   | 1,760.81       |                | 217,876.16     |
| 16-02-2025 | 16-02-2025 | 419453341759     | UPI/DR/579424546849/BSNL/ICICI/bsnlbroadband@upi/U | 419453341759   | 1,070.39       |                | 216,805.77     |
| 17-02-2025 | 17-02-2025 | 245574412354     | UPI/DR/787957479034/Zepto/ICICI/zepto@apl/UPI      | 245574412354   | 1,830.11       |                | 214,975.66     |
| 17-02-2025 | 17-02-2025 | 481423075933     | POS MAX FASHION VARANASI                           | 481423075933   | 5,200.75       |                | 209,774.91     |
| 17-02-2025 | 17-02-2025 | 957038540243     | UPI/DR/780307307361/Jio/PAYTM/airtel@axis/UPI      | 957038540243   | 729.00         |                | 209,045.91     |
| 18-02-2025 | 18-02-2025 | 457193477020     | UPI/DR/061218857693/TSSPDCL/UPIN/tsspdclpayment@up | 457193477020   | 3,850.77       |                | 205,195.14     |
| 20-02-2025 | 20-02-2025 | 336272560091     | UPI/DR/522505617047/Indane/ICICI/indanegas@upi/UPI | 336272560091   | 2,350.96       |                | 202,844.18     |
| 22-02-2025 | 22-02-2025 | 923188273362     | UPI/DR/319983057616/Flipkart/PAYTM/flipkart@ybl/UP | 923188273362   | 3,400.56       |                | 199,443.62     |
| 22-02-2025 | 22-02-2025 | 909030027151     | UPI/CR/686038768320/Ravi/BARB/ravipill24@ptaxis/UP | 909030027151   |                | 17,100.50      | 216,544.12     |
| 23-02-2025 | 23-02-2025 | 074178076041     | ATM CASH WITHDRAWAL/27649/VARANASI                 | 074178076041   | 1,000.00       |                | 215,544.12     |
