Date,Narration,Debit,Credit,Balance,Account_ID,Bank_Name,is_reversed
2022-08-17,NEFT/751014135371/SUNIL YADAV/KKBK0045457/11881596475783,0.0,392558.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-08-18,UPI/DR/85782901/SUNIL YADAV/KKBK0045457/sunil727@oksbi,0.0,391310.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-08-19,NEFT/5300496417/RAVI KUMAR SHARMA/KKBK0045457/52086556355381,0.0,430921.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-08-20,CHQ NO 698426 CLEARING,0.0,421441.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-08-21,CHQ NO 597854 CLEARING,0.0,428942.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-08-21,UPI/DR/529476856451/MALLIKA DAS/KKBK0045457/mallika606@okaxis,0.0,455742.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-08-22,NEFT/4247948755/LATHA MURTHY/KKBK0045457/76327956303813,0.0,479432.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-08-22,CHQ NO 973741 CLEARING,0.0,486134.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-08-23,UPI/DR/373650250225/SMITHA PILLAI/KKBK0045457/smitha54@paytm,0.0,490254.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-08-24,UPI/DR/59111627/KAVYA REDDY/KKBK0045457/kavya639@okaxis,0.0,498356.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-08-24,CHQ NO 208796 CLEARING,0.0,497427.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-08-25,NEFT/5562728327/SUSHMA RAO/KKBK0045457/64130451066361,0.0,517217.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-08-25,ATM/WDL/3460868604/HDFC ATM KORAMANGALA,0.0,509107.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-08-26,UPI/DR/9434293977/PADMA RAO/KKBK0045457/padma909@ybl,0.0,503458.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-08-28,ATM/WDL/30901508/SBI ATM JAYANAGAR BLR,0.0,519410.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-08-28,CHQ NO 032255 CLEARING,0.0,517530.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-08-28,UPI/DR/61914316/ROHIT SHARMA/KKBK0045457/rohit724@ybl,0.0,540431.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-08-29,UPI/DR/66286291/SANJANA HEGDE/KKBK0045457/sanjana136@oksbi,0.0,538732.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-08-29,NEFT/5396973606/SUNITA DEVI/KKBK0045457/69998736820136,0.0,538163.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-08-29,UPI/DR/6771958855/MEERA PILLAI/KKBK0045457/meera775@okhdfc,0.0,561385.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-08-30,UPI/DR/10741573/BINDHU NAIR/KKBK0045457/bindhu886@paytm,0.0,556316.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-02,UPI/DR/127219146230/RAMESH GOWDA/KKBK0045457/ramesh177@paytm,0.0,596100.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-03,NEFT/411228708106/KIRAN REDDY/KKBK0045457/03195870854386,0.0,670421.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-05,UPI/DR/284679732405/VINAY PATIL/KKBK0045457/vinay393@paytm,0.0,675432.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-06,ATM/WDL/74124720/CANARA ATM MYSURU,0.0,686383.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-06,UPI/DR/759975038592/MOHAMMED IRFAN/KKBK0045457/mohammed190@okhdfc,0.0,682185.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-07,ATM/WDL/038536914077/CANARA ATM MYSURU,0.0,679255.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-07,ATM/WDL/4782387184/CANARA ATM MYSURU,0.0,692306.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-07,ATM/WDL/211329879890/HDFC ATM KORAMANGALA,0.0,691547.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-07,UPI/DR/33111942/VIKRAM NAIR/KKBK0045457/vikram767@okaxis,0.0,699098.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-10,NEFT/73936770/TANVI RAO/KKBK0045457/99142722037351,0.0,749240.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-10,UPI/DR/0672832105/BINDHU NAIR/KKBK0045457/bindhu885@okaxis,0.0,750391.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-13,UPI/DR/202920108461/VINAY PATIL/KKBK0045457/vinay892@okhdfc,0.0,802023.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-14,UPI/DR/819585095701/RAVI KUMAR SHARMA/KKBK0045457/ravi74@ybl,0.0,795573.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-15,UPI/DR/8956565274/PADMA RAO/KKBK0045457/padma112@okaxis,0.0,794175.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-16,NEFT/670946936634/PREETHI IYER,0.0,800816.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-16,UPI/DR/1545464451/LAKSHMI VENKAT/KKBK0045457/lakshmi674@okaxis,0.0,798387.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-16,NEFT/414883390929/RAMESH GOWDA/KKBK0045457/34439341398546,0.0,815237.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-17,NEFT/524237863331/RAMESH GOWDA/KKBK0045457/23932692381220,0.0,833488.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-18,NEFT/73459537/SUSHMA RAO/KKBK0045457/51683757979123,0.0,830318.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-20,ATM/WDL/6214699394/SBI ATM JAYANAGAR BLR,0.0,889642.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-21,UPI/DR/14035617/MOHAN DAS/KKBK0045457/mohan969@okhdfc,0.0,884893.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-22,ATM/WDL/1975864378/HDFC ATM KORAMANGALA,0.0,915465.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-22,ATM/WDL/31266668/HDFC ATM KORAMANGALA,0.0,922616.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-22,ATM/WDL/43056125/CANARA ATM MYSURU,0.0,927337.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-22,UPI/DR/28467830/LAKSHMI VENKAT/KKBK0045457/lakshmi494@ybl,0.0,927738.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-23,UPI/DR/6651779899/DEEPA NAIR/KKBK0045457/deepa200@oksbi,0.0,919088.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-24,NEFT/090220558710/AYESHA KHAN/KKBK0045457/78284873795612,0.0,916158.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-25,UPI/DR/3356750403/LAKSHMI VENKAT/KKBK0045457/lakshmi240@paytm,0.0,951560.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-26,NEFT/47114154/POOJA SHARMA/KKBK0045457/99973506276543,0.0,950400.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-26,ATM/WDL/767339738842/SBI ATM JAYANAGAR BLR,0.0,940920.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-27,UPI/DR/9372973673/PRIYA NAIR/KKBK0045457/priya79@paytm,0.0,940222.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-28,CHQ NO 569102 CLEARING,0.0,969893.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-28,CHQ NO 944512 CLEARING,0.0,977044.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-29,UPI/DR/719444249898/GANESH KUMAR/KKBK0045457/ganesh855@ybl,0.0,976346.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-30,NEFT/14727006/MEERA PILLAI/KKBK0045457/13928533579522,0.0,978117.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-30,UPI/DR/829086392342/DIVYA MENON/KKBK0045457/divya301@oksbi,0.0,998618.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-09-30,UPI/DR/79323258/BABU LAL/KKBK0045457/babu68@paytm,0.0,997648.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-01,UPI/DR/348861750971/KAVITHA RAO/KKBK0045457/kavitha415@ybl,0.0,991598.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-01,UPI/DR/1301487901/TARA SINGH/KKBK0045457/tara683@oksbi,0.0,1020950.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-02,UPI/DR/442490182084/SURESH NAIR/KKBK0045457/suresh427@oksbi,0.0,1041451.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-03,UPI/DR/310857433193/DEEPA NAIR/KKBK0045457/deepa613@ybl,0.0,1045802.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-04,ATM/WDL/0967669458/HDFC ATM KORAMANGALA,0.0,1057643.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-04,UPI/DR/76901110/GOPAL VERMA/KKBK0045457/gopal860@oksbi,0.0,1056083.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-04,NEFT/198304954445/RAVI KUMAR SHARMA/KKBK0045457/08584228305652,0.0,1080673.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-04,CHQ NO 213529 CLEARING,0.0,1072563.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-05,NEFT/30686762/NIKHIL GUPTA/KKBK0045457/97955718388640,0.0,1104163.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-06,CHQ NO 738627 CLEARING,0.0,1165514.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-07,UPI/DR/66259961/SNEHA PATIL/KKBK0045457/sneha409@okaxis,0.0,1194565.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-08,ATM/WDL/405926357692/CANARA ATM MYSURU,0.0,1195066.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-09,UPI/DR/62820938/IMRAN KHAN/KKBK0045457/imran145@paytm,0.0,1193337.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-10,UPI/DR/1737733623/HARISH MENON/KKBK0045457/harish421@okhdfc,0.0,1191207.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-11,NEFT/0866610821/KIRAN REDDY/KKBK0045457/92403301378145,0.0,1189407.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-11,CHQ NO 711242 CLEARING,0.0,1196980.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-11,NEFT/41005107/HARISH MENON/KKBK0045457/34266691364691,0.0,1195281.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-12,UPI/DR/565598722103/ANITHA KRISHNAN/KKBK0045457/anitha394@paytm,0.0,1213082.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-13,ATM/WDL/9144188722/SBI ATM JAYANAGAR BLR,0.0,1216352.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-14,UPI/DR/10422025/TANVI RAO/KKBK0045457/tanvi866@paytm,0.0,1213703.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-15,CHQ NO 935605 CLEARING,0.0,1267775.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-16,UPI/DR/255084710339/SNEHA PATIL/KKBK0045457/sneha961@okaxis,0.0,1330676.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-17,UPI/DR/8242016579/DIVYA MENON/KKBK0045457/divya371@oksbi,0.0,1346828.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-17,UPI/DR/149890503037/LATHA MURTHY/KKBK0045457/latha541@oksbi,0.0,1350629.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-17,UPI/DR/3296297820/RAMESH PILLAI/KKBK0045457/ramesh762@paytm,0.0,1361130.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-18,UPI/DR/48287550/NADIA HUSSAIN/KKBK0045457/nadia689@paytm,0.0,1372901.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-18,UPI/DR/7276222334/DEEPAK JOSHI/KKBK0045457/deepak978@oksbi,0.0,1374551.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-18,UPI/DR/214608394076/SURESH BABU/KKBK0045457/suresh754@ybl,0.0,1373721.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-19,UPI/DR/7033886369/NAVEEN KUMAR/KKBK0045457/naveen669@okhdfc,0.0,1396471.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-19,UPI/DR/80321690/SUNITA DEVI/KKBK0045457/sunita406@ybl,0.0,1407361.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-19,UPI/DR/311115532352/AYESHA KHAN/KKBK0045457/ayesha451@okaxis,0.0,1405062.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-20,UPI/DR/84531250/GANESH KUMAR/KKBK0045457/ganesh642@ybl,0.0,1407302.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-20,CHQ NO 617089 CLEARING,0.0,1406803.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-21,UPI/DR/2837311593/GANESH KUMAR/KKBK0045457/ganesh551@ybl,0.0,1402454.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-22,UPI/DR/306186984575/RAJENDRA PRASAD/KKBK0045457/rajendra35@okaxis,0.0,1424626.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-24,ATM/WDL/05758711/SBI ATM JAYANAGAR BLR,0.0,1412917.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-24,NEFT/8095422307/REKHA PILLAI/KKBK0045457/11300579725034,0.0,1444468.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-25,UPI/DR/721377976004/USHA RANI/KKBK0045457/usha513@oksbi,0.0,1479869.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-25,UPI/DR/5053912924/GEETA DEVI/KKBK0045457/geeta189@oksbi,0.0,1502189.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-25,UPI/DR/3846822432/DEEPAK JOSHI/KKBK0045457/deepak11@paytm,0.0,1500690.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-27,UPI/DR/826732838919/SUNITA DEVI/KKBK0045457/sunita98@okaxis,0.0,1503013.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-30,UPI/DR/70062476/SANTOSH KUMAR/KKBK0045457/santosh489@okhdfc,0.0,1546135.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-30,CHQ NO 083162 CLEARING,0.0,1535955.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-10-31,UPI/DR/66100001/ADITYA KUMAR/KKBK0045457/aditya901@paytm,0.0,1577766.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-02,ATM/WDL/152342006915/CANARA ATM MYSURU,0.0,1583686.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-02,ATM/WDL/675553382783/HDFC ATM KORAMANGALA,0.0,1581227.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-02,ATM/WDL/5884017333/HDFC ATM KORAMANGALA,0.0,1591927.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-03,UPI/DR/081852388934/IMRAN KHAN/KKBK0045457/imran352@paytm,0.0,1588297.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-05,CHQ NO 370917 CLEARING,0.0,1658282.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-05,UPI/DR/10941435/RAMESH PILLAI/KKBK0045457/ramesh259@okhdfc,0.0,1683113.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-06,UPI/DR/186393132702/MOHAMMED IRFAN/KKBK0045457/mohammed870@oksbi,0.0,1700084.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-07,NEFT/547748926539/SURESH BABU/KKBK0045457/34498479809550,0.0,1706125.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-08,NEFT/389908910334/SANJANA HEGDE/KKBK0045457/98233916421607,0.0,1748648.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-09,NEFT/763627051284/GANESH KUMAR/KKBK0045457/31783194930829,0.0,1806718.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-11,CHQ NO 700082 CLEARING,0.0,1805409.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-12,UPI/DR/004650917172/IMRAN KHAN/KKBK0045457/imran641@okaxis,0.0,1826361.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-12,UPI/DR/81159180/SURESH BABU/KKBK0045457/suresh774@okaxis,0.0,1833111.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-12,UPI/DR/79195400/POOJA SHARMA/KKBK0045457/pooja200@okhdfc,0.0,1831262.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-13,NEFT/41463972/MEENA IYER/KKBK0045457/17773437546430,0.0,1815662.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-13,NEFT/491823363110/CHANDAN SHARMA/KKBK0045457/45013079835595,0.0,1810342.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-14,ATM/WDL/95264485/SBI ATM JAYANAGAR BLR,0.0,1801292.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-14,UPI/DR/699470778139/LALITHA DEVI/KKBK0045457/lalitha162@ybl,0.0,1808843.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-16,UPI/DR/978844547036/SUNIL YADAV/KKBK0045457/sunil570@paytm,0.0,1902943.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-16,UPI/DR/0239845795/LATHA MURTHY/KKBK0045457/latha621@paytm,0.0,1902313.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-17,CHQ NO 132689 CLEARING,0.0,1893814.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-17,UPI/DR/81583586/DEEPA NAIR/KKBK0045457/deepa247@paytm,0.0,1924564.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-18,UPI/DR/833174576241/POOJA SHARMA/KKBK0045457/pooja685@okaxis,0.0,1954614.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-18,NEFT/1789619711/KAVERI MENON/KKBK0045457/92441618560991,0.0,1963645.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-18,CHQ NO 454457 CLEARING,0.0,1981696.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-19,CHQ NO 563114 CLEARING,0.0,1979937.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-19,NEFT/402114873996/SURESH NAIR/KKBK0045457/62154491380421,0.0,1996188.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-21,CHQ NO 487374 CLEARING,0.0,2050259.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-22,CHQ NO 178873 CLEARING,0.0,2112561.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-23,UPI/DR/3227752731/LATHA MURTHY/KKBK0045457/latha169@oksbi,0.0,2113381.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-23,UPI/DR/82293675/IMRAN KHAN/KKBK0045457/imran531@paytm,0.0,2107871.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-23,UPI/DR/5744768213/SHAHID KHAN/KKBK0045457/shahid681@okaxis,0.0,2107512.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-23,UPI/DR/06452754/MOHAMMED IRFAN/KKBK0045457/mohammed996@oksbi,0.0,2106332.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-24,UPI/DR/930245696148/RAJENDRA PRASAD/KKBK0045457/rajendra448@ybl,0.0,2113683.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-24,UPI/DR/612968734958/HARISH MENON/KKBK0045457/harish324@okaxis,0.0,2113385.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-24,ATM/WDL/45843996/SBI ATM JAYANAGAR BLR,0.0,2112376.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-25,UPI/DR/592511751441/DEEPAK JOSHI/KKBK0045457/deepak971@okhdfc,0.0,2153726.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-26,NEFT/20072495/TARA SINGH/KKBK0045457/00148360081141,0.0,2149228.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-27,UPI/DR/1694508817/MOHAMMED IRFAN/KKBK0045457/mohammed783@oksbi,0.0,2214828.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-27,NEFT/055316860921/ARJUN MEHTA/KKBK0045457/37537484849969,0.0,2204998.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-29,UPI/DR/22613519/LALITHA DEVI/KKBK0045457/lalitha191@oksbi,0.0,2241949.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-29,UPI/DR/171979895524/REKHA PILLAI/KKBK0045457/rekha949@oksbi,0.0,2236439.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-11-30,UPI/DR/093584706721/FARHAN KHAN/KKBK0045457/farhan819@ybl,0.0,2229679.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-12-01,UPI/DR/092550632813/RAMESH GOWDA/KKBK0045457/ramesh126@ybl,0.0,2259879.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-12-01,ATM/WDL/902731888279/SBI ATM JAYANAGAR BLR,0.0,2292721.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-12-02,UPI/DR/4679499935/USHA RANI/KKBK0045457/usha452@paytm,0.0,2292721.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-12-02,UPI/DR/73459452/PADMA RAO/KKBK0045457/padma718@okhdfc,0.0,2290342.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-12-03,UPI/DR/1057845332/HARISH MENON/KKBK0045457/harish714@paytm,0.0,2312743.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-12-03,ATM/WDL/7999051034/HDFC ATM KORAMANGALA,0.0,2305443.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-12-03,UPI/DR/48306752/SANTOSH KUMAR/KKBK0045457/santosh705@paytm,0.0,2301895.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-12-06,UPI/DR/24163870/TARA SINGH/KKBK0045457/tara808@okaxis,0.0,2437246.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-12-07,CHQ NO 484368 CLEARING,0.0,2435947.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-12-07,CHQ NO 957913 CLEARING,0.0,2424648.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-12-07,UPI/DR/85596899/ARJUN MEHTA/KKBK0045457/arjun284@paytm,0.0,2424218.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-12-08,UPI/DR/3503081453/BINDHU NAIR/KKBK0045457/bindhu123@oksbi,0.0,2431139.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-12-09,ATM/WDL/85153574/CANARA ATM MYSURU,0.0,2449329.51,0.0,ACC063,Kotak Mahindra Bank,False
2022-12-09,UPI/DR/548862035403/GEETA DEVI/KKBK0045457/geeta316@ybl,0.0,2438929.51,0.0,ACC063,Kotak Mahindra Bank,False
