Date,Narration,Debit,Credit,Balance,Account_ID,Bank_Name,flag_reason
2022-08-07,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,850.0,227222.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-08-07,NEFT/7990288361/BABU LAL/KKBK0045457/94920745962796,0.0,223723.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-08,NEFT/486263137257/ANITHA KRISHNAN/KKBK0045457/94578022016413,0.0,215024.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-08,UPI/CR/78079673/RAJENDRA PRASAD/KKBK0045457/rajendra994@ybl,850.0,215874.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-08-08,UPI/DR/257940399999/SANTOSH KUMAR/KKBK0045457/santosh507@ybl,0.0,215175.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-08,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,4800.0,219975.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-08-08,NEFT/529427396582/SURESH NAIR/KKBK0045457/93848957052352,0.0,219526.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-09,UPI/DR/1248057014/GEETA DEVI/KKBK0045457/geeta405@ybl,0.0,217677.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-09,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,32000.0,249628.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-09,CHQ NO 063293 CLEARING,0.0,243429.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-10,UPI/DR/96227214/VENKAT RAO/KKBK0045457/venkat201@okaxis,0.0,241629.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-10,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,32000.0,273580.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-11,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,32000.0,305580.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-08-11,UPI/CR/310326737600/IMRAN KHAN/KKBK0045457/imran99@okaxis,11200.0,316780.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-11,IMPS/P2P/06171933/PRIYA NAIR/8359712922,2500.0,315781.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-11,CHQ NO 112056 CLEARING,0.0,312033.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-12,UPI/CR/51201062/LATHA MURTHY/KKBK0045457/latha651@ybl,7600.0,314433.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-12,ATM/WDL/69827056/SBI ATM JAYANAGAR BLR,0.0,311743.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-13,UPI/DR/8019716419/GOPAL VERMA/KKBK0045457/gopal389@oksbi,0.0,309614.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-14,NEFT/2401027083/KARTHIK MENON/KKBK0045457/38232597656979,850.0,310464.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-08-14,UPI/DR/303618316562/KIRAN REDDY/KKBK0045457/kiran691@ybl,0.0,309465.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-14,UPI/DR/6666259521/RAMESH PILLAI/KKBK0045457/ramesh703@okhdfc,0.0,303015.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-14,NEFT/0336558212/SANTOSH KUMAR/KKBK0045457/16536778786269,4800.0,306565.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-14,IMPS/P2P/33219955/SURESH BABU/7897500983,1200.0,307765.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-08-14,UPI/CR/2393960658/KARTHIK MENON/KKBK0045457/karthik568@paytm,18500.0,326265.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-14,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,32000.0,358265.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-08-15,UPI/CR/57731704/GANESH KUMAR/KKBK0045457/ganesh444@paytm,4800.0,363065.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-15,UPI/CR/434500245648/ROHIT SHARMA/KKBK0045457/rohit520@paytm,24000.0,387065.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-08-15,NEFT/303986162656/ROHIT SHARMA/KKBK0045457/50306240230385,7600.0,394665.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-16,IMPS/P2P/28561351/RAMESH PILLAI/8895445431,11200.0,404185.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-16,CHQ NO 275532 CLEARING,0.0,400806.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-17,ATM/WDL/202753702230/HDFC ATM KORAMANGALA,0.0,396057.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-18,UPI/DR/8223466949/CHANDAN SHARMA/KKBK0045457/chandan492@oksbi,0.0,392309.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-18,NEFT/97007907/ANITHA KRISHNAN/KKBK0045457/32997649982445,500.0,391810.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-19,NEFT/373184599472/VINAY PATIL/KKBK0045457/79802646509730,24000.0,415810.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-08-19,UPI/DR/691336735846/TARA SINGH/KKBK0045457/tara274@paytm,0.0,413430.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-19,IMPS/P2P/8654436440/AYESHA KHAN/7530070133,18500.0,431930.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-08-19,CHQ NO 128273 CLEARING,0.0,431231.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-19,ATM/WDL/209657749405/CANARA ATM MYSURU,0.0,429241.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-20,UPI/DR/8926239294/NADIA HUSSAIN/KKBK0045457/nadia826@okaxis,0.0,417942.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-21,IMPS/P2P/882187707593/ARUN SHARMA/9325327382,24000.0,441942.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-08-21,ATM/WDL/132259329914/CANARA ATM MYSURU,0.0,434142.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-21,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,32000.0,460942.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-22,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,24000.0,479742.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-22,UPI/DR/6253980610/RANJIT SINGH/KKBK0045457/ranjit688@ybl,0.0,478733.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-22,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,500.0,479233.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-08-22,IMPS/P2P/4408957282/TARA SINGH/8419339939,7600.0,486833.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-22,NEFT/977987412886/AYESHA KHAN/KKBK0045457/17120718598395,500.0,486634.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-22,UPI/CR/491114278506/FATIMA SHEIKH/KKBK0045457/fatima261@paytm,4800.0,491434.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-08-23,NEFT/117991362407/PADMA RAO/KKBK0045457/74414110170739,1200.0,492634.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-23,UPI/CR/7173814437/RAMESH GOWDA/KKBK0045457/ramesh118@okaxis,850.0,491104.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-23,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,11200.0,502304.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-08-24,NEFT/09369601/BINDHU NAIR/KKBK0045457/88942553799832,0.0,501855.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-24,UPI/DR/371910033478/ARJUN MEHTA/KKBK0045457/arjun206@paytm,0.0,498277.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-24,ATM/WDL/37137029/HDFC ATM KORAMANGALA,0.0,496577.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-24,NEFT/931658367892/RANJIT SINGH/KKBK0045457/85844641290629,24000.0,520577.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-08-25,UPI/DR/583949133883/POOJA SHARMA/KKBK0045457/pooja215@paytm,0.0,518897.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-25,ATM/WDL/1503379628/CANARA ATM MYSURU,0.0,516907.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-26,UPI/DR/9675606492/SURESH BABU/KKBK0045457/suresh905@okhdfc,0.0,508658.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-26,ATM/WDL/72719896/SBI ATM JAYANAGAR BLR,0.0,503209.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-27,IMPS/P2P/5239775689/POOJA SHARMA/9485337856,1200.0,504409.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-08-27,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,18500.0,522909.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-28,NEFT/3380799531/RAMESH PILLAI/KKBK0045457/62700934458553,500.0,519910.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-28,UPI/CR/740139614020/IMRAN KHAN/KKBK0045457/imran127@okhdfc,850.0,518380.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-28,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,24000.0,542380.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-08-28,NEFT/3311476627/MOHAMMED IRFAN/KKBK0045457/48685170579999,0.0,541681.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-28,UPI/DR/2621592758/POOJA SHARMA/KKBK0045457/pooja667@ybl,0.0,539982.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-29,UPI/DR/54166403/DEEPAK JOSHI/KKBK0045457/deepak935@okaxis,0.0,538612.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-29,UPI/DR/961400456781/DIVYA MENON/KKBK0045457/divya174@paytm,0.0,538084.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-29,NEFT/70765851/AYESHA KHAN/KKBK0045457/69403391340273,32000.0,570084.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-08-29,UPI/DR/386010411217/LALITHA DEVI/KKBK0045457/lalitha18@okaxis,0.0,564884.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-30,CHQ NO 027770 CLEARING,0.0,556185.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-30,NEFT/49329474/SMITHA PILLAI/KKBK0045457/39782309072203,500.0,556685.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-08-30,UPI/DR/10981965/GOPAL VERMA/KKBK0045457/gopal253@okhdfc,0.0,556436.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-30,NEFT/5258157304/LALITHA DEVI/KKBK0045457/99549741309819,0.0,555617.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-30,NEFT/5791894284/REKHA PILLAI/KKBK0045457/17538881884095,500.0,556117.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-08-31,UPI/DR/37129436/RESHMA KHAN/KKBK0045457/reshma672@paytm,0.0,555997.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-31,IMPS/P2P/08772691/RAMESH GOWDA/7987725370,11200.0,567197.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-08-31,UPI/DR/13225997/NIKHIL GUPTA/KKBK0045457/nikhil31@ybl,0.0,566748.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-08-31,NEFT/03082553/POOJA SHARMA/KKBK0045457/30597303525585,11200.0,577948.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-01,UPI/DR/700113851779/SUSHMA RAO/KKBK0045457/sushma379@oksbi,0.0,574449.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-01,IMPS/P2P/1738457598/ARUN SHARMA/9823268632,2500.0,576949.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-01,NEFT/7452473237/IMRAN KHAN/KKBK0045457/94137143342208,18500.0,595449.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-01,UPI/CR/68414600/RAMESH GOWDA/KKBK0045457/ramesh690@paytm,850.0,596299.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-01,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,500.0,596799.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-02,UPI/DR/391038608300/PRIYA NAIR/KKBK0045457/priya36@paytm,0.0,594420.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-02,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,24000.0,618420.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-03,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,2500.0,620920.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-03,IMPS/P2P/2872167313/RESHMA KHAN/9276615208,32000.0,652920.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-03,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,18500.0,671420.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-04,NEFT/0750188580/ARUN SHARMA/KKBK0045457/23247713915634,0.0,666922.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-04,UPI/CR/6392435024/KAVERI MENON/KKBK0045457/kaveri405@ybl,11200.0,678122.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-05,NEFT/8616312737/SANTOSH KUMAR/KKBK0045457/88910511682999,0.0,675742.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-05,UPI/CR/79511200/SURESH BABU/KKBK0045457/suresh550@okaxis,18500.0,693932.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-05,UPI/CR/7467416337/NAVEEN KUMAR/KKBK0045457/naveen599@okhdfc,500.0,694432.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-06,CHQ NO 911381 CLEARING,0.0,694183.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-06,ATM/WDL/57466487/CANARA ATM MYSURU,0.0,685684.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-06,NEFT/87516327/NAVEEN KUMAR/KKBK0045457/61911530368687,0.0,681335.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-06,NEFT/313757922717/ADITYA KUMAR/KKBK0045457/72085987319873,4800.0,686135.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-07,UPI/DR/7696599597/RAJESH VERMA/KKBK0045457/rajesh334@ybl,0.0,680935.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-07,UPI/DR/88781240/ARUN SHARMA/KKBK0045457/arun560@oksbi,0.0,679135.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-07,NEFT/063827050640/SURESH NAIR/KKBK0045457/29441853471777,2500.0,681635.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-07,UPI/DR/115733086570/HARISH MENON/KKBK0045457/harish99@okhdfc,0.0,679255.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-07,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,18500.0,697755.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-07,UPI/DR/60585207/MEENA IYER/KKBK0045457/meena793@okaxis,0.0,697506.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-07,UPI/DR/97596687/LALITHA DEVI/KKBK0045457/lalitha772@paytm,0.0,691996.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-07,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,7600.0,699147.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-08,NEFT/200323995528/DIVYA MENON/KKBK0045457/21894076989810,2500.0,701598.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-08,UPI/CR/53613179/PADMA RAO/KKBK0045457/padma168@okaxis,18500.0,720098.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-08,UPI/DR/701378731177/RAJENDRA PRASAD/KKBK0045457/rajendra724@okhdfc,0.0,718848.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-08,IMPS/P2P/5505682614/VINAY PATIL/8389339224,11200.0,730048.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-09,UPI/DR/4446316967/TARA SINGH/KKBK0045457/tara411@okaxis,0.0,728368.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-09,IMPS/P2P/25500696/TARA SINGH/8285675344,500.0,728868.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-09,UPI/DR/387755761114/RAMESH PILLAI/KKBK0045457/ramesh479@paytm,0.0,727869.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-10,NEFT/36801540/CHANDAN SHARMA/KKBK0045457/90161775782232,24000.0,751869.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-10,UPI/DR/677351796961/PREETHI IYER/KKBK0045457/preethi484@oksbi,0.0,751620.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-10,UPI/CR/2043919938/GEETA DEVI/KKBK0045457/geeta687@ybl,1200.0,750440.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-11,IMPS/P2P/5613311262/VINAY PATIL/8414773936,2500.0,752891.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-11,UPI/CR/502788914716/DIVYA MENON/KKBK0045457/divya95@paytm,24000.0,776891.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-11,ATM/WDL/119788205190/SBI ATM JAYANAGAR BLR,0.0,776642.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-12,NEFT/861176149777/KARTHIK MENON/KKBK0045457/18832546450454,4800.0,781442.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-12,UPI/DR/82074981/PRIYA NAIR/KKBK0045457/priya36@ybl,0.0,773642.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-12,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,32000.0,805642.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-13,NEFT/27276789/IMRAN KHAN/KKBK0045457/95600732578214,0.0,802143.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-13,NEFT/83461460/SHAHID KHAN/KKBK0045457/91103218612272,0.0,796823.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-14,UPI/DR/8656459954/SANTOSH KUMAR/KKBK0045457/santosh944@ybl,0.0,794874.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-15,NEFT/261104655823/MEERA PILLAI/KKBK0045457/93139941976306,0.0,793865.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-15,NEFT/99480558/ANAND KUMAR/KKBK0045457/69746782861654,850.0,794715.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-15,IMPS/P2P/25970932/ROHIT SHARMA/8524133560,4800.0,799515.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-15,NEFT/015582993681/MALLIKA DAS/KKBK0045457/42031958118939,4800.0,804315.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-15,UPI/DR/106136194367/SURESH NAIR/KKBK0045457/suresh524@okhdfc,0.0,803316.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-16,ATM/WDL/70251827/HDFC ATM KORAMANGALA,0.0,798436.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-16,UPI/DR/19045495/SUNIL YADAV/KKBK0045457/sunil274@okaxis,0.0,797137.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-16,UPI/CR/977087665123/RESHMA KHAN/KKBK0045457/reshma876@okaxis,4800.0,801937.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-16,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,18500.0,820437.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-17,IMPS/P2P/98892282/SUSHMA RAO/9843371272,18500.0,833737.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-17,CHQ NO 968943 CLEARING,0.0,831108.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-17,NEFT/2366195858/NILESH KULKARNI/KKBK0045457/26391706547891,1200.0,832308.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-18,CHQ NO 352750 CLEARING,0.0,830628.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-19,UPI/CR/591517093265/NAVEEN KUMAR/KKBK0045457/naveen183@okhdfc,7600.0,837918.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-19,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,18500.0,856418.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-19,ATM/WDL/934166029983/SBI ATM JAYANAGAR BLR,0.0,855168.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-19,REVERSAL-NEFT/PENDING_REV_82462047,2500.0,857668.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-19,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,7600.0,865268.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-19,IMPS/P2P/27663883/MALLIKA DAS/8693831511,4800.0,870068.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-09-19,NEFT/8555547007/KIRAN REDDY/KKBK0045457/49402581006488,0.0,862268.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-09-19,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,24000.0,886268.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
