Bank Name,HDFC BANK LTD
Account Number,00057753678707
Account Holder Name,NARESH MALHOTRA
Branch,NEHRU PLACE
IFSC Code,HDFC0972626
Statement Period,01-12-2024 To 09-05-2026

Date,Description,Ref/ChequeNo,Debit,Credit,Balance
12/12/24,ECS-NACH-RNT9463466-RENT MANDATE,721967773500,"21,500.00",,518478.16
12/12/24,POS V MART CHENNAI,497841031007,"3,500.26",,514977.90
13/12/24,UPI-Divya Bose-divya.bose@oksbi-955227856473-DR VIA UPI,805786704588,"2,750.58",,512227.32
14/12/24,UPI-Naresh Kumar-naresh.kumar@kotak-900315099252-DR VIA UPI,728325581401,"12,650.07",,499577.25
15/12/24,UPI-Maya Singh-maya.singh@okhdfcbank-408552828169-CR VIA UPI,955150387057,,"14,850.24",514427.49
15/12/24,UPI-BigBasket-bigbasket@ybl-846092867646-DR VIA UPI,235743512245,870.06,,513557.43
15/12/24,UPI-Uber India-uber@paytm-657319698583-DR VIA UPI,095025114863,460.53,,513096.90
17/12/24,UPI-Paytm Mall-paytm@paytm-988911969086-DR VIA UPI,085845466471,"1,310.42",,511786.48
18/12/24,UPI-Zomato-zomato@axisbank-734591197817-DR VIA UPI,800628639591,160.63,,511625.85
18/12/24,UPI-PhonePe Merchant-phonepe@ybl-768531243187-DR VIA UPI,077236899678,"1,730.04",,509895.81
19/12/24,POS RELIANCE MART CHENNAI,920022147941,"5,250.91",,504644.90
19/12/24,ATW-XXXXXX0827-BRH75272-CHENNAI 316968914340,523253789596,"2,000.00",,502644.90
19/12/24,POS MORE SUPER MARKET CHENNAI,187047491950,"3,700.06",,498944.84
19/12/24,ECS-NACH-SIP6684019-Mirae Asset MF,994048376325,"11,500.00",,487444.84
20/12/24,UPI-Indane Gas-indanegas@upi-843383018503-DR VIA UPI,283655136160,"2,350.47",,485094.37
20/12/24,UPI-Poonam Verma-poonam997@ibl-550520721411-CR VIA UPI,110108985378,,"14,950.87",500045.24
21/12/24,POS RELIANCE MART CHENNAI,946592616118,"2,850.97",,497194.27
21/12/24,UPI-Uber India-uber@paytm-913069594889-DR VIA UPI,691893046891,600.87,,496593.40
21/12/24,UPI-Sneha Pillai-snehapill11@kotak-788380521819-DR VIA UPI,459966804174,"21,150.11",,475443.29
22/12/24,POS STAR BAZAAR CHENNAI,551171617495,"3,000.22",,472443.07
22/12/24,UPI-Uber India-uber@paytm-517381491847-DR VIA UPI,822352097019,660.07,,471783.00
22/12/24,UPI-Paytm Mall-paytm@paytm-595176656465-DR VIA UPI,973732053757,"1,320.22",,470462.78
23/12/24,POS METRO CASH CARRY CHENNAI,607925427484,"6,750.66",,463712.12
23/12/24,UPI-Jio Recharge-jio@paytm-753844076625-DR VIA UPI,698952485335,569.00,,463143.12
23/12/24,ATW-XXXXXX8459-LFV02442-CHENNAI 985160123455,131266696970,"1,000.00",,462143.12
23/12/24,UPI-BigBasket-bigbasket@ybl-555369295448-DR VIA UPI,088320120978,"2,160.87",,459982.25
23/12/24,UPI-Varsha Nair-varsha.nair@oksbi-063338331345-CR VIA UPI,130822881953,,100.65,460082.90
24/12/24,UPI-Jio Recharge-jio@paytm-907946563357-DR VIA UPI,134530747145,409.00,,459673.90
24/12/24,UPI-Suresh Shah-suresh196@apl-505312050925-CR VIA UPI,435678237486,,"1,050.24",460724.14
24/12/24,POS HP PETROL PUMP CHENNAI,526750611567,"3,050.85",,457673.29
24/12/24,UPI-BigBasket-bigbasket@ybl-796461486914-DR VIA UPI,232367558798,"2,360.46",,455312.83
25/12/24,POS CENTRAL MALL CHENNAI,548258841086,"1,250.63",,454062.20
25/12/24,UPI-ACT Fibernet-broadband@paytm-157996080471-DR VIA UPI,175055784263,549.00,,453513.20
26/12/24,ATW-XXXXXX7072-PYA88682-CHENNAI 892223909356,237147962258,"9,000.00",,444513.20
26/12/24,POS RELIANCE PETROLEUM CHENNAI,455577970384,"2,050.20",,442463.00
26/12/24,POS BHARAT PETROLEUM CHENNAI,771039235359,"2,450.06",,440012.94
27/12/24,UPI-Sunil Shukla-sunilshuk78@okaxis-898870969511-DR VIA UPI,689922171311,"17,800.38",,422212.56
27/12/24,UPI-Sneha Rao-sneharao24@ptsbi-775789374479-CR VIA UPI,482850786899,,"6,750.43",428962.99
28/12/24,UPI-Uber India-uber@paytm-012629781083-DR VIA UPI,905266690601,"1,600.91",,427362.08
28/12/24,INTEREST CREDIT,456981743297,,820.73,428182.81
28/12/24,UPI-Jio Recharge-jio@paytm-289907572603-DR VIA UPI,647096186046,309.00,,427873.81
28/12/24,UPI-Rajan Yadav-rajan.yadav@aubank-522707625112-DR VIA UPI,689116470721,"11,150.67",,416723.14
28/12/24,POS METRO CASH CARRY CHENNAI,561554488482,"4,350.91",,412372.23
28/12/24,UPI-Abhishek Pillai-8949682489@ptyes-182344134618-CR VIA UPI,271227739653,,"14,800.57",427172.80
29/12/24,POS BHARAT PETROLEUM CHENNAI,035085203766,"4,150.88",,423021.92
29/12/24,UPI-Swiggy-swiggy@icici-808145799820-DR VIA UPI,328476754882,"2,490.80",,420531.12
31/12/24,GST ON CHARGES,872030518321,37.80,,420493.32
31/12/24,MOBILE BANKING CHARGES,721790489597,210.00,,420283.32
01/01/25,POS MAX FASHION CHENNAI,642175897112,"4,100.17",,416183.15
01/01/25,ATW-XXXXXX8855-MYW59320-CHENNAI 742811653626,779312520624,"3,500.00",,412683.15
02/01/25,UPI-Jio Recharge-jio@paytm-490681564413-DR VIA UPI,755500033942,"2,000.32",,410682.83
02/01/25,UPI-Pooja Roy-pooja529@ptaxis-302789120396-DR VIA UPI,169023180572,"15,650.86",,395031.97
03/01/25,UPI-Mamta Chatterjee-mamta610@okicici-317508364475-CR VIA UPI,537529915626,,"7,950.23",402982.20
03/01/25,UPI-Amazon Pay-amazon@apl-900914751558-DR VIA UPI,798367024808,"1,650.76",,401331.44
04/01/25,UPI-Paytm Mall-paytm@paytm-976078330234-DR VIA UPI,892946455680,"1,160.93",,400170.51
04/01/25,POS BHARAT PETROLEUM CHENNAI,032749954679,"2,050.86",,398119.65
05/01/25,UPI-Shweta Sharma-8903816942@okicici-672801087005-CR VIA UPI,911982406589,,"15,450.12",413569.77
05/01/25,UPI-Vikas Nair-vikas.nair@upi-791389830172-DR VIA UPI,940501724043,"2,850.34",,410719.43
05/01/25,UPI-HDFC Life Insurance-licindia@licindia-345764634400-DR VIA UPI,260504096472,"6,700.00",,404019.43
05/01/25,SALARY-S5887210642031/NEFT/Bajaj Auto Ltd,574542819551,,"140,109.34",544128.77
05/01/25,UPI-Deepa Das-deepadas28@okaxis-038596167276-CR VIA UPI,062811484189,,"20,450.45",564579.22
06/01/25,ECS-NACH-RNT1851571-RENT MANDATE,068441455559,"21,500.00",,543079.22
07/01/25,UPI-Paytm Mall-paytm@paytm-606922594845-DR VIA UPI,040086825135,"2,270.71",,540808.51
08/01/25,POS SHELL FUEL STATION CHENNAI,037067012982,"2,600.79",,538207.72
08/01/25,UPI-Vandana Agarwal-vandana264@okicici-724429180282-DR VIA UPI,305832193738,"3,850.78",,534356.94
09/01/25,UPI-Jio Recharge-jio@paytm-107773004322-DR VIA UPI,173726573045,399.00,,533957.94
09/01/25,UPI-Kavya Patel-kavya822@paytm-483243458136-CR VIA UPI,302714846304,,"19,450.93",553408.87
10/01/25,UPI-Sushma Pillai-sushmapill54@pthdfc-901693665411-DR VIA UPI,010317940220,"13,600.72",,539808.15
10/01/25,UPI-Kunal Sen-kunal759@upi-377746201860-CR VIA UPI,989569261790,,"4,650.99",544459.14
10/01/25,IMPS-031998953255-Sangita Banerjee-UCBA-XXXXXXX2705-IMPSTXN,700180521308,"10,500.96",,533958.18
10/01/25,UPI-Jio Recharge-jio@paytm-399206359751-DR VIA UPI,351387255753,369.00,,533589.18
10/01/25,POS INDIAN OIL CHENNAI,286297374732,"1,050.87",,532538.31
11/01/25,ECS-NACH-LN157317953562-Manappuram Finance,235772825558,"16,500.00",,516038.31
12/01/25,UPI-BESCOM-bescompayment@upi-015571229488-DR VIA UPI,998370701895,"3,550.79",,512487.52
12/01/25,POS STAR BAZAAR CHENNAI,506645185582,"5,900.23",,506587.29
12/01/25,UPI-Brijesh Nambiar-brijeshnamb67@okaxis-862055090733-DR VIA UPI,648253573855,"15,400.89",,491186.40
12/01/25,UPI-Lalit Agarwal-lalit127@ptaxis-641887157462-DR VIA UPI,025442371050,"5,750.99",,485435.41
13/01/25,UPI-Nykaa-nykaa@razorpay-809045846809-DR VIA UPI,816054950548,199.00,,485236.41
13/01/25,UPI-Santosh Bajaj-santosh784@okicici-997643527108-DR VIA UPI,067847145545,"13,050.15",,472186.26
14/01/25,UPI-Amazon Pay-amazon@apl-068002610562-DR VIA UPI,168704678355,"5,900.72",,466285.54
14/01/25,UPI-PhonePe Merchant-phonepe@ybl-790244130995-DR VIA UPI,271910367055,"2,570.92",,463714.62
15/01/25,UPI-Dinesh Shukla-dinesh181@ptsbi-393471362077-DR VIA UPI,748506196819,"7,300.67",,456413.95
15/01/25,UPI-Uber India-uber@paytm-364529445365-DR VIA UPI,232375460331,750.85,,455663.10
15/01/25,POS RELIANCE MART CHENNAI,004293515390,"1,450.06",,454213.04
16/01/25,UPI-Amazon Pay-amazon@apl-149241779964-DR VIA UPI,987671623303,"2,720.79",,451492.25
16/01/25,UPI-Usha Shah-usha314@axl-556358468170-DR VIA UPI,159803149207,"17,050.17",,434442.08
16/01/25,UPI-Jio Recharge-jio@paytm-817542560683-DR VIA UPI,671145748343,369.00,,434073.08
16/01/25,UPI-ACT Fibernet-broadband@paytm-481521417196-DR VIA UPI,358245702434,349.00,,433724.08
16/01/25,UPI-Kiran Thapar-kiran.thapar@aubank-974129149284-DR VIA UPI,855866496292,"14,450.29",,419273.79
17/01/25,UPI-Paytm Mall-paytm@paytm-742715688623-DR VIA UPI,280230258087,"2,190.66",,417083.13
18/01/25,UPI-Siddharth Chaudhary-siddharthchau12@ptyes-509142182130-CR VIA UPI,416479505242,,"1,250.83",418333.96
18/01/25,ATW-XXXXXX4193-IJR96024-CHENNAI 040925748456,978535064891,"2,500.00",,415833.96
18/01/25,ATW-XXXXXX3137-RJN94906-CHENNAI 613184245419,760864440162,"5,000.00",,410833.96
19/01/25,ECS-NACH-SIP5866871-Mirae Asset MF,927189898232,"11,500.00",,399333.96
20/01/25,NEFT*N8506576962206/Dr Reddys Laboratori/CR,883503456522,,"27,500.73",426834.69
21/01/25,UPI-Manoj Chopra-manojchop50@axl-361385084662-CR VIA UPI,961748793750,,"15,100.90",441935.59
21/01/25,POS STAR BAZAAR CHENNAI,020035318150,"2,550.30",,439385.29
22/01/25,UPI-Uber India-uber@paytm-965482546184-DR VIA UPI,380190540515,400.00,,438985.29
25/01/25,UPI-Kamal Verma-kamal151@axl-074574857632-DR VIA UPI,669404831146,"17,950.11",,421035.18
25/01/25,POS PANTALOONS CHENNAI,599722401795,"6,600.97",,414434.21
26/01/25,UPI-Pallavi Khanna-pallavi896@pthdfc-976735901364-DR VIA UPI,299869543558,"4,950.91",,409483.30
26/01/25,UPI-Dinesh Joshi-dinesh.joshi@ibl-889227310639-CR VIA UPI,294721467146,,"21,600.70",431084.00
26/01/25,UPI-Jio Recharge-jio@paytm-803114608257-DR VIA UPI,753989305027,449.00,,430635.00
26/01/25,UPI-Uber India-uber@paytm-099003755478-DR VIA UPI,100007639026,810.94,,429824.06
26/01/25,UPI-Indane Gas-indanegas@upi-506134164425-DR VIA UPI,239931694950,"2,100.99",,427723.07
28/01/25,UPI-Jio Recharge-jio@paytm-584148289506-DR VIA UPI,139332479165,"1,100.54",,426622.53
29/01/25,UPI-Zomato-zomato@axisbank-946904107056-DR VIA UPI,924025055353,"2,240.96",,424381.57
29/01/25,POS PANTALOONS CHENNAI,011430025088,"2,750.16",,421631.41
29/01/25,UPI-Meesho-meesho@ybl-397602955260-DR VIA UPI,962454054233,"3,700.86",,417930.55
30/01/25,POS SHOPPERS STOP CHENNAI,420861089694,"5,900.70",,412029.85
31/01/25,UPI-Priya Ghosh-priya472@kotak-374846967577-DR VIA UPI,715243303272,"19,400.63",,392629.22
01/02/25,UPI-Swiggy-swiggy@icici-361463809431-DR VIA UPI,231452139194,190.11,,392439.11
02/02/25,UPI-Ola Cabs-olamoney@ola-707643333524-DR VIA UPI,225932518236,130.15,,392308.96
02/02/25,UPI-Zomato-zomato@axisbank-391920383221-DR VIA UPI,598771893409,"2,390.64",,389918.32
02/02/25,UPI-Sonia Dutta-1774685560@paytm-406259177807-DR VIA UPI,507864261428,"17,650.76",,372267.56
02/02/25,UPI-Mina Desai-mina.desai@upi-286521121524-CR VIA UPI,697332715662,,"3,650.59",375918.15
03/02/25,UPI-Renu Pandey-renu180@ptsbi-407242401800-CR VIA UPI,348329567193,,"9,500.31",385418.46
04/02/25,SALARY-S1060248402094/NEFT/Bajaj Auto Ltd,208778907509,,"138,685.34",524103.80
05/02/25,UPI-Rajesh Agarwal-rajesh.agarwal@aubank-955471006984-CR VIA UPI,083374196396,,"16,950.01",541053.81
06/02/25,UPI-Rajan Agarwal-rajanagar48@oksbi-823518228082-DR VIA UPI,756265759756,550.08,,540503.73
07/02/25,UPI-Zomato-zomato@axisbank-460406617018-DR VIA UPI,276035977187,"1,990.32",,538513.41
07/02/25,UPI-Zomato-zomato@axisbank-062711869483-DR VIA UPI,298179763853,770.90,,537742.51
07/02/25,ECS-NACH-LN157317953562-Manappuram Finance,570500059344,"16,500.00",,521242.51
08/02/25,UPI-Mukesh Singh-0761133444@upi-745775777663-CR VIA UPI,432332245601,,"10,800.34",532042.85
09/02/25,POS LIFESTYLE STORES CHENNAI,141221109832,"1,400.99",,530641.86
09/02/25,UPI-Amazon Pay-amazon@apl-801159432193-DR VIA UPI,902329432739,"3,200.17",,527441.69
09/02/25,UPI-Zepto-zepto@apl-136403394122-DR VIA UPI,254420706028,"2,640.39",,524801.30
09/02/25,ECS-NACH-RNT9105388-RENT MANDATE,182062745849,"21,500.00",,503301.30
09/02/25,UPI-Zomato-zomato@axisbank-720631711244-DR VIA UPI,887883174740,"2,110.31",,501190.99
10/02/25,UPI-Jio Recharge-jio@paytm-245233287220-DR VIA UPI,059194450933,630.93,,500560.06
10/02/25,UPI-HDFC Life Insurance-licindia@licindia-071691370740-DR VIA UPI,750692180478,"6,700.00",,493860.06
10/02/25,UPI-Spotify-spotify@icici-473323566579-DR VIA UPI,275636895659,499.00,,493361.06
11/02/25,UPI-Ritu Sethi-ritu274@okhdfcbank-216848755022-DR VIA UPI,418299208153,"7,350.66",,486010.40
12/02/25,UPI-Indane Gas-indanegas@upi-738022676806-DR VIA UPI,918526840996,900.70,,485109.70
12/02/25,ATW-XXXXXX7762-IHG85374-CHENNAI 040343182275,066970457093,"3,500.00",,481609.70
12/02/25,UPI-Amit Malhotra-amit732@apl-164316728948-DR VIA UPI,097924824516,"1,250.63",,480359.07
12/02/25,ECS-NACH-SIP5473774-Mirae Asset MF,264534484035,"11,500.00",,468859.07
12/02/25,UPI-Maya Das-maya.das@upi-637236168512-CR VIA UPI,491448133938,,"20,050.88",488909.95
12/02/25,UPI-Tarun Chopra-tarun419@ptsbi-561417592652-CR VIA UPI,766942596452,,"1,350.20",490260.15
13/02/25,UPI-Sanjay Gupta-sanjay.gupta@okicici-196098610466-CR VIA UPI,757265944394,,"2,500.84",492760.99
13/02/25,UPI-BESCOM-bescompayment@upi-879025648139-DR VIA UPI,166774391242,"3,200.20",,489560.79
14/02/25,UPI-Rani Nambiar-rani368@apl-170013858167-CR VIA UPI,906992071546,,"14,200.54",503761.33
14/02/25,UPI-Flipkart-flipkart@ybl-406074131861-DR VIA UPI,384523029267,"1,660.53",,502100.80
14/02/25,UPI-BSNL Broadband-bsnlbroadband@upi-801133311464-DR VIA UPI,536142050174,"1,730.32",,500370.48
14/02/25,UPI-Jio Recharge-jio@paytm-950172467478-DR VIA UPI,809639984691,"1,290.86",,499079.62
15/02/25,UPI-Jio Recharge-jio@paytm-153697705296-DR VIA UPI,855655014286,999.00,,498080.62
16/02/25,UPI-Pallavi Chopra-1456362660@aubank-500173722481-CR VIA UPI,277993269286,,"2,000.76",500081.38
16/02/25,UPI-Geeta Bose-geeta927@ptyes-256939269109-CR VIA UPI,903912017826,,"7,950.36",508031.74
16/02/25,UPI-BSNL Broadband-bsnlbroadband@upi-598139326684-DR VIA UPI,752461280716,230.69,,507801.05
17/02/25,POS METRO CASH CARRY CHENNAI,449846381657,"8,100.59",,499700.46
17/02/25,UPI-Zepto-zepto@apl-063850224713-DR VIA UPI,693044636806,"1,460.88",,498239.58
18/02/25,POS SHELL FUEL STATION CHENNAI,973839634357,"3,650.70",,494588.88
18/02/25,ATW-XXXXXX7102-VUV95132-CHENNAI 801915026178,636912845156,"5,000.00",,489588.88
19/02/25,UPI-Rakesh Tiwari-rakeshtiwa77@ptsbi-511642559777-CR VIA UPI,736164265326,,"6,450.04",496038.92
19/02/25,POS VISHAL MEGA MART CHENNAI,937686994265,"2,150.04",,493888.88
20/02/25,UPI-BSNL Broadband-bsnlbroadband@upi-466806528738-DR VIA UPI,455649466737,630.93,,493257.95
21/02/25,UPI-Meesho-meesho@ybl-517773621502-DR VIA UPI,500452518145,850.55,,492407.40
22/02/25,UPI-Seema Sen-seema231@aubank-805635135041-DR VIA UPI,380578697514,"19,950.49",,472456.91
22/02/25,IMPS-986797602110-Pankaj Jain-UTIB-XXXXXXX3265-IMPSTXN,378034626398,"17,900.56",,454556.35
22/02/25,UPI-Ajay Srivastava-ajay.srivastava@apl-757310456784-CR VIA UPI,967620645255,,"11,000.05",465556.40
23/02/25,POS BHARAT PETROLEUM CHENNAI,340307973421,"3,050.83",,462505.57
24/02/25,UPI-Rapido-rapido@icici-212805915678-DR VIA UPI,857412141101,620.47,,461885.10
24/02/25,UPI-Ramesh Singh-ramesh696@okhdfcbank-931918195870-CR VIA UPI,521714341576,,"9,350.24",471235.34
24/02/25,UPI-Neha Malhotra-nehamalh17@pthdfc-289366919234-CR VIA UPI,499008003417,,"11,000.22",482235.56
24/02/25,NEFT*N8410462816569/Arvind Ltd/CR,376864186480,,"54,000.54",536236.10
25/02/25,UPI-Jio Recharge-jio@paytm-301102946874-DR VIA UPI,571880402613,"1,900.30",,534335.80
25/02/25,UPI-Flipkart-flipkart@ybl-598057845403-DR VIA UPI,743143476567,"1,410.93",,532924.87
26/02/25,GST ON CHARGES,540337676198,43.20,,532881.67
26/02/25,POS STAR BAZAAR CHENNAI,518159694988,"3,200.49",,529681.18
26/02/25,MOBILE BANKING CHARGES,006087415773,240.00,,529441.18
27/02/25,UPI-Rapido-rapido@icici-053036632133-DR VIA UPI,316022877557,550.70,,528890.48
28/02/25,UPI-Meena Singh-meena546@kotak-669727352910-CR VIA UPI,449152231731,,"14,000.39",542890.87
28/02/25,UPI-Ramesh Pillai-ramesh.pillai@upi-975943684122-DR VIA UPI,581176577379,"20,100.61",,522790.26
01/03/25,POS MORE SUPER MARKET CHENNAI,890391503351,"7,950.00",,514840.26
01/03/25,UPI-Jio Recharge-jio@paytm-910821344536-DR VIA UPI,777163130536,299.00,,514541.26
01/03/25,POS BHARAT PETROLEUM CHENNAI,815800609675,"1,700.23",,512841.03
01/03/25,ATW-XXXXXX7956-YTB95204-CHENNAI 724743007636,229074227443,"2,500.00",,510341.03
02/03/25,POS LIFESTYLE STORES CHENNAI,894304378592,"5,700.75",,504640.28
02/03/25,UPI-Ola Cabs-olamoney@ola-644476540791-DR VIA UPI,767972106256,580.91,,504059.37
02/03/25,UPI-Poonam Sethi-poonamseth71@ptyes-129928135848-DR VIA UPI,669035433061,"5,050.79",,499008.58
02/03/25,UPI-Uber India-uber@paytm-480540845571-DR VIA UPI,413034131046,170.92,,498837.66
03/03/25,UPI-Swiggy-swiggy@icici-592029175820-DR VIA UPI,295069118628,"1,330.07",,497507.59
03/03/25,UPI-Swiggy-swiggy@icici-717221310142-DR VIA UPI,133765041335,"2,500.30",,495007.29
04/03/25,UPI-Paytm Mall-paytm@paytm-677607394408-DR VIA UPI,816786544695,290.72,,494716.57
04/03/25,POS MAX FASHION CHENNAI,446949006090,650.82,,494065.75
04/03/25,UPI-Jio Recharge-jio@paytm-705504247853-DR VIA UPI,351894745768,239.00,,493826.75
04/03/25,SALARY-S4023418885208/NEFT/Bajaj Auto Ltd,034700480051,,"137,317.34",631144.09
04/03/25,UPI-Flipkart-flipkart@ybl-878391545117-DR VIA UPI,505732270181,670.31,,630473.78
04/03/25,POS METRO CASH CARRY CHENNAI,981355763052,900.23,,629573.55
05/03/25,UPI-Lata Dubey-lata.dubey@ptaxis-372288435320-CR VIA UPI,588379820874,,550.80,630124.35
05/03/25,UPI-Jio Recharge-jio@paytm-883725711980-DR VIA UPI,121457358755,219.00,,629905.35
05/03/25,UPI-Preeti Khanna-preetikhan55@aubank-674065539331-DR VIA UPI,770751830819,"13,800.55",,616104.80
06/03/25,ECS-NACH-LN157317953562-Manappuram Finance,060358029323,"16,500.00",,599604.80
06/03/25,ECS-NACH-RNT4292104-RENT MANDATE,209481275146,"21,500.00",,578104.80
06/03/25,UPI-Jio Recharge-jio@paytm-818960438892-DR VIA UPI,955638315495,"2,600.14",,575504.66
07/03/25,UPI-IRCTC-irctc@upi-420853011978-DR VIA UPI,909852870752,449.00,,575055.66
07/03/25,POS MAX FASHION CHENNAI,881120906034,"5,800.75",,569254.91
08/03/25,UPI-BigBasket-bigbasket@ybl-433385974960-DR VIA UPI,507529053185,"1,670.46",,567584.45
08/03/25,UPI-Flipkart-flipkart@ybl-045889959136-DR VIA UPI,798552134619,"2,400.78",,565183.67
09/03/25,UPI-HDFC Life Insurance-licindia@licindia-721927599125-DR VIA UPI,791737526978,"6,700.00",,558483.67
09/03/25,UPI-Radha Srivastava-radha.srivastava@okaxis-677505559174-DR VIA UPI,123800382656,"1,200.21",,557283.46
10/03/25,UPI-PhonePe Merchant-phonepe@ybl-108396709441-DR VIA UPI,230906415612,"1,320.56",,555962.90
10/03/25,UPI-Blinkit-blinkit@kotak-677175399106-DR VIA UPI,254508847060,660.46,,555302.44
11/03/25,UPI-Indane Gas-indanegas@upi-326323756787-DR VIA UPI,645284550154,"2,300.67",,553001.77
11/03/25,UPI-Himanshu Sharma-himanshushar24@ptsbi-632860345891-DR VIA UPI,887310012719,"6,950.23",,546051.54
12/03/25,UPI-Dunzo-dunzo@razorpay-082083450434-DR VIA UPI,863479067761,"2,150.45",,543901.09
13/03/25,UPI-Rapido-rapido@icici-901573412312-DR VIA UPI,157643231195,520.43,,543380.66
13/03/25,UPI-Jio Recharge-jio@paytm-431250915518-DR VIA UPI,721009982125,439.00,,542941.66
13/03/25,UPI-Blinkit-blinkit@kotak-537138892048-DR VIA UPI,090340114376,830.85,,542110.81
13/03/25,UPI-BSNL Broadband-bsnlbroadband@upi-203989454560-DR VIA UPI,901946639387,"2,140.84",,539969.97
13/03/25,UPI-Sanjay Saxena-0879281622@ptsbi-161326268305-DR VIA UPI,921127129357,"8,950.17",,531019.80
15/03/25,UPI-ACT Fibernet-broadband@paytm-021093588011-DR VIA UPI,584460435836,449.00,,530570.80
16/03/25,ECS-NACH-SIP3584214-Mirae Asset MF,377325469124,"11,500.00",,519070.80
16/03/25,UPI-Sanjay Shah-sanjay.shah@ptsbi-687865516456-DR VIA UPI,108216573524,"19,850.36",,499220.44
17/03/25,UPI-Rahul Chopra-rahul773@paytm-221239227460-DR VIA UPI,213635215935,"18,050.41",,481170.03
18/03/25,UPI-BESCOM-bescompayment@upi-589239948194-DR VIA UPI,347662889361,"2,150.96",,479019.07
19/03/25,POS BHARAT PETROLEUM CHENNAI,760025095454,"4,350.88",,474668.19
20/03/25,UPI-Amazon Pay-amazon@apl-246586412414-DR VIA UPI,325438373406,"5,150.04",,469518.15
21/03/25,UPI-BigBasket-bigbasket@ybl-839798705895-DR VIA UPI,884252512051,710.46,,468807.69
21/03/25,UPI-Neha Banerjee-neha.banerjee@axl-055848148762-DR VIA UPI,959646336726,"18,800.02",,450007.67
21/03/25,UPI-Gopal Thapar-8221168644@okicici-211999070334-DR VIA UPI,365535864735,"5,250.86",,444756.81
22/03/25,UPI-Rapido-rapido@icici-602389480120-DR VIA UPI,637782859547,200.99,,444555.82
22/03/25,UPI-Ola Cabs-olamoney@ola-222884511552-DR VIA UPI,472564151664,400.51,,444155.31
