account_number,account_holder,ifsc_code,Date,Narration,Debit,Credit,Balance,Bank_Name,txn_id,duplicate_of,is_reversed
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-07,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,500.0,177228.65,State Bank of India,00000051399615291_000021,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-07,UPI/CR/2983091074/MEERA PILLAI/SBIN0393634/meera679@ybl,0.0,4800.0,182028.65,State Bank of India,00000051399615291_000022,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-07,UPI/DR/0021920699/KAVITHA RAO/SBIN0393634/kavitha406@oksbi,120.0,0.0,181908.65,State Bank of India,00000051399615291_000023,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-07,UPI/DR/6259420908/ARUN SHARMA/SBIN0393634/arun309@ybl,999.0,0.0,180909.65,State Bank of India,00000051399615291_000024,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-07,UPI/DR/1187635182/PRIYA NAIR/SBIN0393634/priya171@okhdfc,999.0,0.0,179910.65,State Bank of India,00000051399615291_000025,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-08,UPI/DR/901560372490/IMRAN KHAN/SBIN0393634/imran807@okaxis,5200.0,0.0,174710.65,State Bank of India,00000051399615291_000026,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-08,IMPS/P2P/697629400743/SUNIL YADAV/8281283359,0.0,7600.0,182310.65,State Bank of India,00000051399615291_000027,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-09,NEFT/8432418273/PRIYA NAIR/SBIN0393634/60871821055548,2380.0,0.0,179930.65,State Bank of India,00000051399615291_000028,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-10,NEFT/55252656/SUNIL YADAV/SBIN0393634/18174828796906,0.0,7600.0,187530.65,State Bank of India,00000051399615291_000029,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-10,ATM/WDL/143900239541/CANARA ATM MYSURU,120.0,0.0,187410.65,State Bank of India,00000051399615291_000030,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-10,UPI/DR/60795540/ARUN SHARMA/SBIN0393634/arun667@ybl,249.0,0.0,187161.65,State Bank of India,00000051399615291_000031,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-10,NEFT/051626965222/NIKHIL GUPTA/SBIN0393634/60351224372129,3499.0,0.0,183662.65,State Bank of India,00000051399615291_000032,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-11,UPI/DR/982817814017/RAMESH GOWDA/SBIN0393634/ramesh377@oksbi,1250.0,0.0,182412.65,State Bank of India,00000051399615291_000033,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-11,UPI/DR/36916796/PREETHI IYER/SBIN0393634/preethi502@oksbi,3499.0,0.0,178913.65,State Bank of India,00000051399615291_000034,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-13,ATM/WDL/15134498/HDFC ATM KORAMANGALA,79.0,0.0,178834.65,State Bank of India,00000051399615291_000035,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-13,IMPS/P2P/7917041331/MOHAN DAS/7921015399,0.0,500.0,179334.65,State Bank of India,00000051399615291_000036,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-13,UPI/DR/729683665681/DIVYA MENON/SBIN0393634/divya426@okhdfc,850.0,0.0,178484.65,State Bank of India,00000051399615291_000037,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-13,NEFT/753709613491/ARUN SHARMA/SBIN0393634/91030050744898,79.0,0.0,178405.65,State Bank of India,00000051399615291_000038,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-14,CHQ NO 396798 CLEARING,850.0,0.0,177555.65,State Bank of India,00000051399615291_000039,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-14,UPI/DR/574003560523/BINDHU NAIR/SBIN0393634/bindhu302@ybl,79.0,0.0,177476.65,State Bank of India,00000051399615291_000040,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-14,IMPS/P2P/00505312/RAMESH GOWDA/8526737698,0.0,4800.0,182276.65,State Bank of India,00000051399615291_000041,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-14,UPI/DR/362758510185/CHANDAN SHARMA/SBIN0393634/chandan861@ybl,49.0,0.0,182227.65,State Bank of India,00000051399615291_000042,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-15,UPI/CR/595097705775/ROHIT SHARMA/SBIN0393634/rohit355@ybl,0.0,11200.0,193427.65,State Bank of India,00000051399615291_000043,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-15,UPI/DR/354826603347/SNEHA PATIL/SBIN0393634/sneha969@paytm,310.0,0.0,193117.65,State Bank of India,00000051399615291_000044,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-15,CHQ NO 432728 CLEARING,999.0,0.0,192118.65,State Bank of India,00000051399615291_000045,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-15,UPI/DR/3225174921/LAKSHMI VENKAT/SBIN0393634/lakshmi908@paytm,1250.0,0.0,190868.65,State Bank of India,00000051399615291_000046,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-15,CHQ NO 560298 CLEARING,120.0,0.0,190748.65,State Bank of India,00000051399615291_000047,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-15,UPI/DR/88832613/PRIYA NAIR/SBIN0393634/priya622@okaxis,1680.0,0.0,189068.65,State Bank of India,00000051399615291_000048,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-16,ATM/WDL/34367553/SBI ATM JAYANAGAR BLR,699.0,0.0,188369.65,State Bank of India,00000051399615291_000049,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-16,UPI/DR/4990421026/KAVYA REDDY/SBIN0393634/kavya933@oksbi,49.0,0.0,188320.65,State Bank of India,00000051399615291_000050,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-16,NEFT/4802285901/VINAY PATIL/SBIN0393634/56442199651769,0.0,7600.0,195920.65,State Bank of India,00000051399615291_000051,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-17,NEFT/1492710127/IMRAN KHAN/SBIN0393634/00258520266761,0.0,850.0,196770.65,State Bank of India,00000051399615291_000052,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-17,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,500.0,197270.65,State Bank of India,00000051399615291_000053,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-17,UPI/DR/3128958824/SMITHA PILLAI/SBIN0393634/smitha590@okaxis,310.0,0.0,196960.65,State Bank of India,00000051399615291_000054,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-18,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,1200.0,198160.65,State Bank of India,00000051399615291_000055,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-18,NEFT/161997122770/POOJA SHARMA/SBIN0393634/71715233013272,49.0,0.0,198111.65,State Bank of India,00000051399615291_000056,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-18,ATM/WDL/22745411/SBI ATM JAYANAGAR BLR,699.0,0.0,197412.65,State Bank of India,00000051399615291_000057,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-18,NEFT/9534532728/ANAND KUMAR/SBIN0393634/73775822755710,49.0,0.0,197363.65,State Bank of India,00000051399615291_000058,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-19,UPI/DR/360334044970/RAJENDRA PRASAD/SBIN0393634/rajendra897@okaxis,49.0,0.0,197314.65,State Bank of India,00000051399615291_000059,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-19,IMPS/P2P/985709818507/GEETA DEVI/7212158481,0.0,1200.0,198514.65,State Bank of India,00000051399615291_000060,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-20,IMPS/P2P/0774365970/SMITHA PILLAI/7831636621,0.0,2500.0,201014.65,State Bank of India,00000051399615291_000061,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-20,NEFT/6324059339/AYESHA KHAN/SBIN0393634/42498620618596,0.0,4800.0,205814.65,State Bank of India,00000051399615291_000062,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-21,UPI/DR/45703690/USHA RANI/SBIN0393634/usha126@okaxis,699.0,0.0,205115.65,State Bank of India,00000051399615291_000063,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-22,UPI/DR/7210344792/KAVITHA RAO/SBIN0393634/kavitha445@okaxis,999.0,0.0,204116.65,State Bank of India,00000051399615291_000064,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-22,ATM/WDL/683270773761/CANARA ATM MYSURU,249.0,0.0,203867.65,State Bank of India,00000051399615291_000065,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-22,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,2500.0,206367.65,State Bank of India,00000051399615291_000066,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-22,NEFT/20740104/PRIYA NAIR/SBIN0393634/18451897411526,0.0,18500.0,224867.65,State Bank of India,00000051399615291_000067,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-22,UPI/CR/1852610801/NIKHIL GUPTA/SBIN0393634/nikhil802@oksbi,0.0,11200.0,236067.65,State Bank of India,00000051399615291_000068,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-23,UPI/DR/874141102165/RAJESH VERMA/SBIN0393634/rajesh426@okhdfc,2380.0,0.0,233687.65,State Bank of India,00000051399615291_000069,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-23,UPI/DR/27485332/BINDHU NAIR/SBIN0393634/bindhu556@paytm,699.0,0.0,232988.65,State Bank of India,00000051399615291_000070,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-23,ATM/WDL/15471672/HDFC ATM KORAMANGALA,999.0,0.0,231989.65,State Bank of India,00000051399615291_000071,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-23,IMPS/P2P/60045546/REKHA PILLAI/9017689977,0.0,4800.0,236789.65,State Bank of India,00000051399615291_000072,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-23,UPI/CR/0243325722/RAHUL SINGH/SBIN0393634/rahul430@okhdfc,0.0,850.0,237639.65,State Bank of India,00000051399615291_000073,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-23,UPI/DR/546500024040/ARUN SHARMA/SBIN0393634/arun35@okhdfc,5200.0,0.0,232439.65,State Bank of India,00000051399615291_000074,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-24,UPI/DR/523360444254/RAVI KUMAR SHARMA/SBIN0393634/ravi203@paytm,120.0,0.0,232319.65,State Bank of India,00000051399615291_000075,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-24,IMPS/P2P/55595240/CHANDAN SHARMA/9179737339,0.0,32000.0,264319.65,State Bank of India,00000051399615291_000076,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-25,UPI/DR/0509768786/RAMESH GOWDA/SBIN0393634/ramesh465@oksbi,1250.0,0.0,263069.65,State Bank of India,00000051399615291_000077,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-25,ATM/WDL/237927543086/CANARA ATM MYSURU,79.0,0.0,262990.65,State Bank of India,00000051399615291_000078,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-25,NEFT/9517364291/RAMESH PILLAI/SBIN0393634/58718514970101,3499.0,0.0,259491.65,State Bank of India,00000051399615291_000079,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-25,NEFT/89014191/ARUN SHARMA/SBIN0393634/39108172669375,0.0,24000.0,283491.65,State Bank of India,00000051399615291_000080,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-25,CHQ NO 831902 CLEARING,49.0,0.0,283442.65,State Bank of India,00000051399615291_000081,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-25,ATM/WDL/8856662385/SBI ATM JAYANAGAR BLR,49.0,0.0,283393.65,State Bank of India,00000051399615291_000082,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-27,IMPS/P2P/77436151/LALITHA DEVI/8474055688,0.0,18500.0,301893.65,State Bank of India,00000051399615291_000083,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-27,ATM/WDL/839141407965/CANARA ATM MYSURU,850.0,0.0,301043.65,State Bank of India,00000051399615291_000084,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-27,CHQ NO 493741 CLEARING,79.0,0.0,300964.65,State Bank of India,00000051399615291_000085,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-27,NEFT/8861296506/GANESH KUMAR/SBIN0393634/89166555633815,0.0,2500.0,303464.65,State Bank of India,00000051399615291_000086,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-27,IMPS/P2P/07972209/NADIA HUSSAIN/7997305399,0.0,32000.0,335464.65,State Bank of India,00000051399615291_000087,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-28,ATM/WDL/153691587394/CANARA ATM MYSURU,1680.0,0.0,333784.65,State Bank of India,00000051399615291_000088,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-28,UPI/DR/21218662/TANVI RAO/SBIN0393634/tanvi43@okhdfc,850.0,0.0,332934.65,State Bank of India,00000051399615291_000089,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-28,UPI/DR/059423130234/ARJUN MEHTA/SBIN0393634/arjun668@paytm,310.0,0.0,332624.65,State Bank of India,00000051399615291_000090,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-28,UPI/DR/410669002508/LATHA MURTHY/SBIN0393634/latha753@paytm,1250.0,0.0,331374.65,State Bank of India,00000051399615291_000091,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-28,UPI/DR/05581294/BABU LAL/SBIN0393634/babu358@ybl,7800.0,0.0,323574.65,State Bank of India,00000051399615291_000092,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-28,UPI/DR/43822790/FARHAN KHAN/SBIN0393634/farhan850@okaxis,2380.0,0.0,321194.65,State Bank of India,00000051399615291_000093,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-29,UPI/DR/5916303979/SHAHID KHAN/SBIN0393634/shahid471@paytm,49.0,0.0,321145.65,State Bank of India,00000051399615291_000094,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-29,UPI/DR/4496599276/ROHIT SHARMA/SBIN0393634/rohit875@paytm,850.0,0.0,320295.65,State Bank of India,00000051399615291_000095,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-29,IMPS/P2P/062067632055/LAKSHMI VENKAT/7211088763,0.0,18500.0,338795.65,State Bank of India,00000051399615291_000096,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-29,CHQ NO 076898 CLEARING,1250.0,0.0,337545.65,State Bank of India,00000051399615291_000097,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-30,IMPS/P2P/9046949710/SHAHID KHAN/8779486500,0.0,2500.0,340045.65,State Bank of India,00000051399615291_000098,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-30,UPI/DR/000299465470/DEEPAK JOSHI/SBIN0393634/deepak272@okaxis,5200.0,0.0,334845.65,State Bank of India,00000051399615291_000099,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-30,CHQ NO 734274 CLEARING,999.0,0.0,333846.65,State Bank of India,00000051399615291_000100,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-31,UPI/DR/9519750239/LATHA MURTHY/SBIN0393634/latha476@paytm,1680.0,0.0,332166.65,State Bank of India,00000051399615291_000101,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-31,CHQ NO 182862 CLEARING,999.0,0.0,331167.65,State Bank of India,00000051399615291_000102,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-31,UPI/DR/2115139580/VENKAT RAO/SBIN0393634/venkat370@paytm,120.0,0.0,331047.65,State Bank of India,00000051399615291_000103,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-31,NEFT/587771030813/SUNIL YADAV/SBIN0393634/61585115509406,310.0,0.0,330737.65,State Bank of India,00000051399615291_000104,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-31,UPI/DR/8487350020/BABU LAL/SBIN0393634/babu505@oksbi,850.0,0.0,329887.65,State Bank of India,00000051399615291_000105,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-31,ATM/WDL/4254160082/CANARA ATM MYSURU,2380.0,0.0,327507.65,State Bank of India,00000051399615291_000106,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-08-31,UPI/DR/148651848028/KARTHIK MENON/SBIN0393634/karthik444@ybl,249.0,0.0,327258.65,State Bank of India,00000051399615291_000107,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-01,UPI/DR/799059504252/POOJA SHARMA/SBIN0393634/pooja965@okhdfc,7800.0,0.0,319458.65,State Bank of India,00000051399615291_000108,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-01,UPI/DR/97288266/CHANDAN SHARMA/SBIN0393634/chandan757@paytm,249.0,0.0,319209.65,State Bank of India,00000051399615291_000109,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-02,UPI/DR/501796587849/SMITHA PILLAI/SBIN0393634/smitha825@paytm,699.0,0.0,318510.65,State Bank of India,00000051399615291_000110,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-02,IMPS/P2P/525357805070/ARCHANA PILLAI/7439384280,0.0,4800.0,323310.65,State Bank of India,00000051399615291_000111,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-02,UPI/CR/44900649/FARHAN KHAN/SBIN0393634/farhan319@ybl,0.0,32000.0,355310.65,State Bank of India,00000051399615291_000112,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-02,NEFT/4582511613/DEEPAK JOSHI/SBIN0393634/44008198888793,120.0,0.0,355190.65,State Bank of India,00000051399615291_000113,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-02,NEFT/344810445216/HARISH MENON/SBIN0393634/75408518381908,310.0,0.0,354880.65,State Bank of India,00000051399615291_000114,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-03,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,4800.0,359680.65,State Bank of India,00000051399615291_000115,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-03,NEFT/80484879/MEERA PILLAI/SBIN0393634/37058444558023,0.0,1200.0,360880.65,State Bank of India,00000051399615291_000116,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-04,NEFT/4581702573/HARISH MENON/SBIN0393634/49813598757845,0.0,32000.0,392880.65,State Bank of India,00000051399615291_000117,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-04,UPI/DR/452107058581/TANVI RAO/SBIN0393634/tanvi328@okaxis,2380.0,0.0,390500.65,State Bank of India,00000051399615291_000118,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-04,UPI/DR/68883259/POOJA SHARMA/SBIN0393634/pooja183@paytm,3499.0,0.0,387001.65,State Bank of India,00000051399615291_000119,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-04,NEFT/06328666/SMITHA PILLAI/SBIN0393634/22017614538097,3499.0,0.0,383502.65,State Bank of India,00000051399615291_000120,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-04,UPI/CR/088325478697/RAMESH GOWDA/SBIN0393634/ramesh778@okhdfc,0.0,32000.0,415502.65,State Bank of India,00000051399615291_000121,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-05,NEFT/46872333/NIKHIL GUPTA/SBIN0393634/38427596093100,449.0,0.0,415053.65,State Bank of India,00000051399615291_000122,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-06,IMPS/P2P/2739333925/LALITHA DEVI/7654844803,0.0,500.0,415553.65,State Bank of India,00000051399615291_000123,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-06,NEFT/82558259/NADIA HUSSAIN/SBIN0393634/30027750308857,79.0,0.0,415474.65,State Bank of India,00000051399615291_000124,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-07,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,32000.0,447474.65,State Bank of India,00000051399615291_000125,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-07,UPI/DR/717077223219/VIKRAM NAIR/SBIN0393634/vikram754@okaxis,310.0,0.0,447164.65,State Bank of India,00000051399615291_000126,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-07,NEFT/7462473105/VINAY PATIL/SBIN0393634/89632012592631,999.0,0.0,446165.65,State Bank of India,00000051399615291_000127,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-07,CHQ NO 337145 CLEARING,1250.0,0.0,444915.65,State Bank of India,00000051399615291_000128,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-07,NEFT/779674255377/SUSHMA RAO/SBIN0393634/41486938943366,7800.0,0.0,437115.65,State Bank of India,00000051399615291_000129,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-08,CHQ NO 147101 CLEARING,7800.0,0.0,429315.65,State Bank of India,00000051399615291_000130,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-08,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,32000.0,461315.65,State Bank of India,00000051399615291_000131,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-08,UPI/CR/5964463574/RAVI KUMAR SHARMA/SBIN0393634/ravi61@ybl,0.0,18500.0,479815.65,State Bank of India,00000051399615291_000132,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-10,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,2500.0,482315.65,State Bank of India,00000051399615291_000133,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-10,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,24000.0,506315.65,State Bank of India,00000051399615291_000134,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2022-09-10,CHQ NO 526991 CLEARING,449.0,0.0,505866.65,State Bank of India,00000051399615291_000135,,False
